Market_cap,Name,Percent_change_7d,Price,Percent_change_24h,Volume_24h,Circulating_supply,Symbol
22344649713.0,Bitcoin,12.52,1370.52,4.07,474265000.0,16303775.0,BTC
7490505740.72,Ethereum,65.26,82.1275,19.03,309177000.0,91205817.0615,ETH
2135560561.45,Ripple,80.92,0.0563697,7.92,44425800.0,37884902021.0,XRP
807845439.242,Litecoin,16.68,15.8768,0.16,35128000.0,50882132.3719,LTC
673391481.114,Dash,33.31,92.7132,-1.27,20876200.0,7263167.28485,DASH
608829723.286,Ethereum Classic,78.81,6.6762,23.06,88832900.0,91194051.0,ETC
491556599.945,NEM,75.05,0.0546174,10.53,6917060.0,8999999999.0,XEM
340515340.451,Monero,18.41,23.6708,-1.27,10870500.0,14385459.7416,XMR
194643900.0,Augur,49.42,17.6949,4.77,4848330.0,11000000.0,REP
189531520.0,Golem,138.45,0.231136,31.31,21664400.0,820000000.0,GNT
120886705.398,MaidSafeCoin,15.10,0.267122,0.22,1476120.0,452552412.0,MAID
117220753.974,Zcash,44.45,97.3751,-0.29,11764300.0,1203806.25,ZEC
92067158.9604,PIVX,49.62,1.73062,-4.28,1780530.0,53198945.4418,PIVX
83074254.4658,Dogecoin,49.87,0.000760828,-0.38,3816570.0,1.09189270723e+11,DOGE
82104600.0,SingularDTV,128.66,0.136841,56.33,393891.0,600000000.0,SNGLS
73156727.506,Decred,-13.69,15.2677,-3.80,1535190.0,4791601.06014,DCR
72405755.4447,Stratis,19.54,0.736078,-0.65,1511780.0,98366960.3557,STRAT
70953330.6174,Factom,21.69,8.10597,-0.65,2965770.0,8753219.0,FCT
67067935.6921,Steem,27.47,0.285459,-2.05,937480.0,234947700.693,STEEM
66485562.1579,Lisk,69.12,0.62493,9.39,2325790.0,106388815.0,LSK
62051800.0,Waves,5.02,0.620518,4.78,309349.0,100000000.0,WAVES
59890400.0,DigixDAO,46.37,29.9452,-0.42,240379.0,2000000.0,DGD
59054099.2488,Tether,1.91,0.937174,0.02,26423900.0,63012950.9022,USDT
54963850.9926,GameCredits,8.14,0.884557,-2.46,971296.0,62137150.0,GAME
53972203.6985,BitConnect,-10.27,8.76581,-1.40,290027.0,6157126.80271,BCC
53056563.4796,Ardor,67.73,0.0531097,3.68,645473.0,998999495.0,ARDR
51114900.1033,iExec RLC,123.08,0.654725,21.23,783443.0,78070793.2388,RLC
50232450.0,Round,65.51,0.059097,-9.85,31744.7,850000000.0,ROUND
49533844.4977,Stellar Lumens,49.84,0.00531635,0.75,4599580.0,9317265510.67,XLM
43677828.0,Iconomi,18.67,0.502044,-6.91,437655.0,87000000.0,ICN
42500527.712,BitShares,29.03,0.0163568,-3.06,2826570.0,2598340000.0,BTS
39941948.2435,Bytecoin,27.63,0.000218469,15.98,115965.0,1.82826617248e+11,BCN
37228428.452,Byteball,49.21,232.277,3.90,125579.0,160276.0,GBYTE
33153184.1018,First Blood,43.04,0.387492,1.96,753329.0,85558370.5,1ST
32170823.5281,Siacoin,69.52,0.00126026,1.83,2572410.0,25527132122.0,SC
31755212.4596,Nxt,51.76,0.031787,5.36,1630090.0,998999983.0,NXT
30967452.236,Peercoin,52.15,1.28693,3.86,875566.0,24063043.2393,PPC
30838713.2852,SysCoin,93.02,0.0588027,11.44,1464490.0,524443831.409,SYS
27882297.1913,Emercoin,42.89,0.697672,6.65,566387.0,39964764.5186,EMC
23666469.84,Melon,33.42,39.4836,9.27,264794.0,599400.0,MLN
21832868.3682,Storjcoin X,11.39,0.426647,4.06,237769.0,51173144.0,SJCX
20350214.8143,Komodo,25.36,0.201686,6.77,95958.4,100900483.0,KMD
18672621.533,Ark,11.32,0.19735,-0.30,240054.0,94616780.0,ARK
18491791.71,WeTrust,201.14,0.200676,8.44,508262.0,92147500.0,TRST
17711531.796,Namecoin,43.81,1.20189,0.94,525228.0,14736400.0,NMC
17547289.509,YbCoin,191.69,5.8129,44.88,3606510.0,3018680.7805,YBC
17172395.2015,Nexus,9.13,0.350467,7.55,58165.1,48998608.1472,NXS
17039438.33,Lykke,-18.00,0.127088,-6.70,92648.0,134075902.76,LKK
17000200.0,AntShares,97.77,0.340004,-2.54,833502.0,50000000.0,ANS
16805716.3641,Xaurum,16.07,0.161594,10.30,58791.5,103999630.952,XAUR
15470801.1669,NAV Coin,108.21,0.253784,19.66,1436910.0,60960506.4421,NAV
15268023.0507,ZCoin,0.85,7.6182,-4.14,1775750.0,2004150.98721,XZC
14437649.8295,Creditbit,5.07,1.14479,10.39,328728.0,12611614.2083,CRB
13630683.242,Crown,31.09,1.01262,19.25,92326.7,13460807.8469,CRW
13182246.0,Agoras Tokens,43.95,0.313863,19.99,36204.4,42000000.0,AGRS
13040027.5225,Gulden,-11.90,0.0378314,-3.47,65289.5,344687945.0,NLG
13033092.3427,Bitcrystals,11.26,0.315421,4.08,90121.3,41319672.2561,BCY
12593845.9939,BlackCoin,46.46,0.165477,18.60,798605.0,76106322.896,BLK
12527760.0,Guppy,-66.33,0.208796,,1205340.0,60000000.0,GUP
11955385.904,Counterparty,25.85,4.56407,0.43,115798.0,2619457.17398,XCP
11373139.0189,BitcoinDark,15.12,8.82417,3.77,44548.1,1288862.18408,BTCD
10631433.2007,BitBay,5.50,0.0105527,13.86,194083.0,1007460953.19,BAY
9948000.7975,Rubycoin,84.92,0.409742,7.38,41157.1,24278694.3918,RBY
9818443.85794,Synereo,20.18,0.119364,-1.09,363428.0,82256324.0,AMP
9540400.587,PotCoin,14.34,0.0440375,2.61,214946.0,216642647.448,POT
9513136.83484,Wings,38.02,0.120483,12.53,268170.0,78958333.0,WINGS
9077443.62716,DigiByte,4.29,0.0011197,2.34,440450.0,8107031907.79,DGB
8914491.50898,Ubiq,2.52,0.241963,-2.93,84626.5,36842374.6977,UBQ
8846176.7264,Edgeless,24.11,0.118144,4.99,176232.0,74876225.0,EDG
7869836.23173,Nexium,18.07,0.118305,-0.05,79283.6,66521586.0,NXC
7771369.11633,Blocknet,34.54,1.9873,-6.83,57522.2,3910516.33691,BLOCK
7586271.32077,Swarm City,40.57,1.25705,-15.39,74786.0,6034979.77071,SWT
7582939.65013,Chronobank,0.37,10.6785,0.78,438264.0,710112.8108,TIME
7479684.71786,Expanse,42.82,1.07184,-2.05,243242.0,6978359.38,EXP
7409952.09873,vSlice,14.84,0.221918,7.32,47967.7,33390496.0334,VSL
7282538.7984,Bankcoin,34.33,1.70748,92.71,22806.1,,B@
6790945.62706,Novacoin,55.74,3.97574,-0.08,93486.9,1708096.00906,NVC
6671622.2767,I/O Coin,6.03,0.408576,-0.07,19241.0,16328962.7308,IOC
6373284.02,ZClassic,18.76,5.0972,1.74,105680.0,1250350.0,ZCL
6364764.52651,MonaCoin,11.35,0.129722,5.74,18965.5,49064649.9939,MONA
6135297.6369,Primecoin,78.06,0.324018,18.65,1095920.0,18935051.8703,XPM
5962374.0144,ION,-0.42,0.459702,1.38,4041.2,12970084.9994,ION
5751677.84539,MonetaryUnit,25.76,0.048385,3.49,86975.0,118873159.975,MUE
5495823.49038,Skycoin,10.40,1.01562,-5.10,29545.1,5411299.0,SKY
5492471.65908,LBRY Credits,26.95,0.0850473,1.24,243995.0,64581376.0,LBC
5391532.55545,GridCoin,13.69,0.0138358,-3.11,48015.5,389679856.275,GRC
5325799.70899,VPNCoin,43.72,0.0133032,15.43,1536550.0,400339746.0,VASH
4941143.50597,Radium,-0.83,1.53782,-1.09,106282.0,3213083.13454,RADS
4895823.21322,Clams,42.49,2.18633,12.42,421854.0,2239288.3111,CLAM
4863240.83677,Vertcoin,46.40,0.145578,22.59,527639.0,33406427.0479,VTC
4762091.28001,Burst,32.58,0.00270669,-1.20,166113.0,1759378163.0,BURST
4709518.35997,Bitcoin Plus,8.86,49.1697,5.65,505067.0,95780.9049063,XBC
4554971.272,BelaCoin,7.17,0.13424,-0.71,338352.0,33931550.0,BELA
4459125.00541,E-Dinar Coin,10.61,0.0537122,-12.16,162954.0,83018848.705,EDR
4356344.30842,Viacoin,-0.52,0.192982,2.58,68338.1,22573837.5,VIA
4261857.2687,Global Curren...,71.21,0.0415804,12.81,11399.6,102496783.79,GCR
4130275.0284,Megacoin,308.73,0.125592,33.78,937665.0,32886450.0,MEC
