available,artist,price,label,tracks,link,release,front_cover,catalog_num
Out Of Stock,"Helena Hauff / Andreas Gehm,Helena Hau...",£7.91 (£9.49 inc vat),Solar One Music,1. Helena Hauff - Rupture / 2. Helena Hauff ...,https://www.redeyerecords.co.uk/vinyl/55184-som031-helena-hauff-andreas-gehm-helena-hauff-meets-andreas-gehm,"Helena Hauff / Andreas Gehm,Helena Hau...",https://www.redeyerecords.co.uk/imagery/98413-2.jpg,SOM031
Add To Basket,Jack Keo -Modul-E.1 EP,£7.91 (£9.49 inc vat),Laate,Modul-E.1 /  Fondue /  Apron ,https://www.redeyerecords.co.uk/vinyl/82996-laa004-jack-keo--modul-e-1-ep,Jack Keo -Modul-E.1 EP,https://www.redeyerecords.co.uk/imagery/117264-2.jpg,LAA004
Add To Basket,"Kiki Gyan,24 Hours In A Disco",£14.50 (£17.40 inc vat),Soundway,Disco Dancer - Kiki Gyan / 24 Hours In A Dis...,https://www.redeyerecords.co.uk/vinyl/82718-sndwlp047-kiki-gyan-24-hours-in-a-disco,"Kiki Gyan,24 Hours In A Disco",https://www.redeyerecords.co.uk/imagery/117036-2.jpg,SNDWLP047
Add To Basket,"M83,Go",£14.50 (£17.40 inc vat),Republic Of Music,A1/ Go! (Featuring Mai Lan) / A2/ Altered Lo...,https://www.redeyerecords.co.uk/vinyl/83010-m83go12-m83-go,"M83,Go",https://www.redeyerecords.co.uk/imagery/117271-2.jpg,M83GO12
Add To Basket,Paul Cut – Brooklyn Lady EP,£7.49 (£8.99 inc vat),Popcorn Records,A1: Brooklyn Lady / A2: Lou Chang Feat. Flab...,https://www.redeyerecords.co.uk/vinyl/82995-pr-014-paul-cut-–-brooklyn-lady-ep,Paul Cut – Brooklyn Lady EP,https://www.redeyerecords.co.uk/imagery/117263-2.jpg,PR-014
Add To Basket,Piddy Py,£7.49 (£8.99 inc vat),Dress 2 Sweat,Giggle Riddim / Prickly Rose / Get Loco Feat...,https://www.redeyerecords.co.uk/vinyl/12757-dts-007-piddy-py,Piddy Py,https://www.redeyerecords.co.uk/imagery/84236-2.jpg,DTS 007
Add To Basket,"Skee Mask,Shred (2 X LP )",£19.51 (£23.41 inc vat),Ilian Tape,Everest / Hal Conv. / Autotuned / Shred 08 /...,https://www.redeyerecords.co.uk/vinyl/71207-itlp02-skee-mask-shred-2-x-lp,"Skee Mask,Shred (2 X LP )",https://www.redeyerecords.co.uk/imagery/108502-2.jpg,ITLP02
Add To Basket,"Sofa Talk,Echoes From The Southern Pla...",£7.49 (£8.99 inc vat),Anma,"A1 / B1 / B2 : Anma,    ",https://www.redeyerecords.co.uk/vinyl/80361-anma004-sofa-talk-echoes-from-the-southern-place,"Sofa Talk,Echoes From The Southern Pla...",https://www.redeyerecords.co.uk/imagery/115237-2.jpg,ANMA004
Out Of Stock,"Subjoi,Love Shy",£7.91 (£9.49 inc vat),Heart To Heart Records,Love Shy / Untitled / It Don’t Even Make Sen...,https://www.redeyerecords.co.uk/vinyl/82983-hth008-subjoi-love-shy,"Subjoi,Love Shy",https://www.redeyerecords.co.uk/imagery/117252-2.jpg,HTH008
Out Of Stock,"Suzukiski,Action EP",£8.75 (£10.50 inc vat),Soup-Disk,Take It Easy / Skyline / Udon / Blip  ,https://www.redeyerecords.co.uk/vinyl/71138-soup-dish06-suzukiski-action-ep,"Suzukiski,Action EP",https://www.redeyerecords.co.uk/imagery/108461-2.jpg,soup-dish06
Out Of Stock,"Suzukiski,Young Jam EP",£8.75 (£10.50 inc vat),Soup-Disk,Twilite / Park / Young Jam / Bye Bye  ,https://www.redeyerecords.co.uk/vinyl/79709-soup-dish02-suzukiski-young-jam-ep,"Suzukiski,Young Jam EP",https://www.redeyerecords.co.uk/imagery/114742-2.jpg,soup-dish02
Add To Basket,"Thomas Bangalter,Trax On Da Rocks Vol....",£6.66 (£7.99 inc vat),Roulé Music,A1. Club Sodaa2. Extra Drya3. Shuffle!b1. Co...,https://www.redeyerecords.co.uk/vinyl/49200-roule306-thomas-bangalter-trax-on-da-rocks-vol-2,"Thomas Bangalter,Trax On Da Rocks Vol....",https://www.redeyerecords.co.uk/imagery/94812-2.jpg,ROULE306
Add To Basket,"10 Years Of Akbal Music,Va",£7.49 (£8.99 inc vat),Akbal Music,Sascha Dive - Lab#4 / Superlounge - Uluwatu ...,https://www.redeyerecords.co.uk/vinyl/80376-akbalmusic_vinyl02-10-years-of-akbal-music-va,"10 Years Of Akbal Music,Va",https://www.redeyerecords.co.uk/imagery/115249-2.jpg,AKBALMUSIC_VINYL02
Add To Basket,"Arminj,Foreign Inspiration EP",£6.66 (£7.99 inc vat),Godot Lab Records,Oasis / The Palm Tree Song / O Zumbido Doce ...,https://www.redeyerecords.co.uk/vinyl/80084-glr2-arminj-foreign-inspiration-ep,"Arminj,Foreign Inspiration EP",https://www.redeyerecords.co.uk/imagery/115026-2.jpg,GLR2
Out Of Stock,"Bld,Extended Versions 1",£7.91 (£9.49 inc vat),Bld Tape Recordings,Before Deep / Sweet Jam / Sweet Jam (Reprise...,https://www.redeyerecords.co.uk/vinyl/43718-bev01-bld-extended-versions-1,"Bld,Extended Versions 1",https://www.redeyerecords.co.uk/imagery/92514-2.jpg,BEV01
Add To Basket,"Bolo Represent 001,Va",£7.91 (£9.49 inc vat),Bolo Represent,Bassa Clan - 051 / Jackie – Da B-Touch / Nud...,https://www.redeyerecords.co.uk/vinyl/80444-bolo-represent-001-bolo-represent-001-va,"Bolo Represent 001,Va",https://www.redeyerecords.co.uk/imagery/115306-2.jpg,Bolo Represent 001
Add To Basket,"Deeper Vol.1,Va",£8.75 (£10.50 inc vat),Ministerium Records,Markus Sommer - Empyrian / Klein / Melchner ...,https://www.redeyerecords.co.uk/vinyl/82940-mini-01-deeper-vol-1-va,"Deeper Vol.1,Va",https://www.redeyerecords.co.uk/imagery/117221-2.jpg,MINI-01
Add To Basket,"Dubmasters,12 Bar Disco",£10.00 (£12.00 inc vat),Cosmica Music,12 Bar Disco (Phunktastike's Western Tale Re...,https://www.redeyerecords.co.uk/vinyl/77001-cos002-dubmasters-12-bar-disco,"Dubmasters,12 Bar Disco",https://www.redeyerecords.co.uk/imagery/112760-2.jpg,COS002
Add To Basket,"Fabiano Pit ,Africanism EP  (Incl Va R...",£7.91 (£9.49 inc vat),Totoyov,Africanism / Africanism (Agent! Remix) / Str...,https://www.redeyerecords.co.uk/vinyl/82948-totv001-fabiano-pit--africanism-ep-incl-va-remixes,"Fabiano Pit ,Africanism EP  (Incl Va R...",https://www.redeyerecords.co.uk/imagery/117229-2.jpg,TOTV001
Out Of Stock,"Lost Trax,Reflections",£7.91 (£9.49 inc vat),Emotions Electric,144 4096 / Reflections / Radiation 1.0 ,https://www.redeyerecords.co.uk/vinyl/81174-ee0002-lost-trax-reflections,"Lost Trax,Reflections",https://www.redeyerecords.co.uk/imagery/115831-2.jpg,EE0002
Add To Basket,"Luluxpo,Dirty House EP",£7.49 (£8.99 inc vat),Paradise Children & Argent Sale,Dirty House (Original) / Dirty House (Baucha...,https://www.redeyerecords.co.uk/vinyl/82969-as27-pcr000-luluxpo-dirty-house-ep,"Luluxpo,Dirty House EP",https://www.redeyerecords.co.uk/imagery/117246-2.jpg,AS27-PCR000
Add To Basket,"Machinegewehr,Venom",£8.75 (£10.50 inc vat),Nocta Numerica,The Shallow / We Reap What We Sow / Venom / ...,https://www.redeyerecords.co.uk/vinyl/82963-nn007-machinegewehr-venom,"Machinegewehr,Venom",https://www.redeyerecords.co.uk/imagery/117241-2.jpg,NN007
Add To Basket,"Martinez,Super Phiction LP ,2x12”",£14.32 (£17.18 inc vat),Concealed Sounds,Transparent Content / American Dream / Opera...,https://www.redeyerecords.co.uk/vinyl/79761-ccld013-martinez-super-phiction-lp-2x12”,"Martinez,Super Phiction LP ,2x12”",https://www.redeyerecords.co.uk/imagery/114784-2.jpg,CCLD013
Add To Basket,"Nns002,Va",£7.49 (£8.99 inc vat),Noneside,Iv Mickey - Mystictrax / Shine Grooves & Mic...,https://www.redeyerecords.co.uk/vinyl/82935-nns002-nns002-va,"Nns002,Va",https://www.redeyerecords.co.uk/imagery/117218-2.jpg,NNS002
Add To Basket,Pepe,£7.91 (£9.49 inc vat),In Records,Cécile / What You Want / Rainy Day / Ghetto ...,https://www.redeyerecords.co.uk/vinyl/79809-in8-pepe-,Pepe,https://www.redeyerecords.co.uk/imagery/114824-2.jpg,IN8
Add To Basket,"Ricardo Miranda,Urbanism Remixes",£9.16 (£10.99 inc vat),Noblesquare,A1 / A2 / B1 / B2 ,https://www.redeyerecords.co.uk/vinyl/82937-nsrvinyl003-ricardo-miranda-urbanism-remixes,"Ricardo Miranda,Urbanism Remixes",https://www.redeyerecords.co.uk/imagery/Unavailable.jpg,NSRVINYL003
Add To Basket,"Riccardo,Let's Move To The Future Toge...",£16.82 (£20.18 inc vat),Imprints Records,Spacetime Materials / Planetario / Mr. Weedz...,https://www.redeyerecords.co.uk/vinyl/80439-imp010-riccardo-let's-move-to-the-future-together,"Riccardo,Let's Move To The Future Toge...",https://www.redeyerecords.co.uk/imagery/115304-2.jpg,IMP010
Out Of Stock,"Ron Trent Presents,Prescription : Word...",£53.73 (£64.48 inc vat),Rush Hour,C. Damier & R. Trent - Morning Factory  / Ro...,https://www.redeyerecords.co.uk/vinyl/80658-rh-rss-020-ron-trent-presents-prescription---word--sound-and-power-6-x-lp-boxset,"Ron Trent Presents,Prescription : Word...",https://www.redeyerecords.co.uk/imagery/115438-2.jpg,RH RSS 020
Add To Basket,"Stardust (1-Sided 12"")",£10.00 (£12.00 inc vat),Roulé Music,A1. Music Sounds Better With You       ,https://www.redeyerecords.co.uk/vinyl/49201-roule305-stardust-1-sided-12,"Stardust (1-Sided 12"")",https://www.redeyerecords.co.uk/imagery/94813-2.jpg,ROULE305
Add To Basket,Unknown Artist From Rosario,£7.91 (£9.49 inc vat),La Montaña Discos,U.a.f.r 0101 / U.a.f.r 0103 / U.a.f.r 0102 /...,https://www.redeyerecords.co.uk/vinyl/82012-lmd001-unknown-artist-from-rosario,Unknown Artist From Rosario,https://www.redeyerecords.co.uk/imagery/116494-2.jpg,LMD001
Out Of Stock,Unknown Artists,£7.91 (£9.49 inc vat),Tervisio,Unknown Artists - Metta / Unknown Artists - ...,https://www.redeyerecords.co.uk/vinyl/82972-tev002-unknown-artists,Unknown Artists,https://www.redeyerecords.co.uk/imagery/117248-2.jpg,TEV002
Add To Basket,Ain’t Stop – Marion Poncet,£7.91 (£9.49 inc vat),In The Box Records,Ain’t Stop / Slow Menage / Gold Baby / Slow ...,https://www.redeyerecords.co.uk/vinyl/82688-itbr_002-ain’t-stop-–-marion-poncet,Ain’t Stop – Marion Poncet,https://www.redeyerecords.co.uk/imagery/117017-2.jpg,ITBR_002
Add To Basket,"Carmody,Sleep On Mirrors,The 1981-19...",£11.98 (£14.38 inc vat),Mannequin,Messengers Of Love / Most Of You / As We Dow...,https://www.redeyerecords.co.uk/vinyl/65992-mnq-062-carmody-sleep-on-mirrors-the-1981-1985-tapes,"Carmody,Sleep On Mirrors,The 1981-19...",https://www.redeyerecords.co.uk/imagery/104756-2.jpg,MNQ 062
Out Of Stock,Charlotte Adigéry,£9.16 (£10.99 inc vat),Deewee,"1,681 / Senegal Seduction/ Le Froid/ Cel ",https://www.redeyerecords.co.uk/vinyl/82918-deewee021-charlotte-adigéry,Charlotte Adigéry,https://www.redeyerecords.co.uk/imagery/117203-2.jpg,DEEWEE021
Out Of Stock,"Chmmr,Auto 2x12""",£15.63 (£18.76 inc vat),Full Pupp,"Don’t Be A Stranger, Nine Chains To The Moon...",https://www.redeyerecords.co.uk/vinyl/82920-fplp013-chmmr-auto-2x12,"Chmmr,Auto 2x12""",https://www.redeyerecords.co.uk/imagery/117205-2.jpg,FPLP013
Add To Basket,"Closed Paradise,Untitled",£7.49 (£8.99 inc vat),Closed Paradise Records,You / Lotus ,https://www.redeyerecords.co.uk/vinyl/80722-cpr01-closed-paradise-untitled,"Closed Paradise,Untitled",https://www.redeyerecords.co.uk/imagery/115496-2.jpg,CPR01
Out Of Stock,"Das Komplex,Szlugi",£7.91 (£9.49 inc vat),Love On The Rocks,Szlugi / Polonez / B. Flauta Das Komplex ,https://www.redeyerecords.co.uk/vinyl/82181-lotr013-das-komplex-szlugi,"Das Komplex,Szlugi",https://www.redeyerecords.co.uk/imagery/116618-2.jpg,LOTR013
Add To Basket,"Doublet,505",£7.49 (£8.99 inc vat),Doublet,Beautyfull / Mush / Robin & Maikel  ,https://www.redeyerecords.co.uk/vinyl/79173-dbt-505-doublet-505,"Doublet,505",https://www.redeyerecords.co.uk/imagery/114371-2.jpg,DBT 505
Add To Basket,"Ferro,The Neverending Story",£6.66 (£7.99 inc vat),Lessizmore Belgium,Laura / The Girl That Fed / The Wrong Wolf /...,https://www.redeyerecords.co.uk/vinyl/79792-lizm-16-ferro-the-neverending-story-,"Ferro,The Neverending Story",https://www.redeyerecords.co.uk/imagery/114808-2.jpg,LIZM 16
Add To Basket,"Ground Tactics,Dawn Of City Lights (2 ...",£16.28 (£19.54 inc vat),Lumièreslanuit,A1 Thou Shalt / A2 145 175 C6 / B1 21 Gr. / ...,https://www.redeyerecords.co.uk/vinyl/80723-lln006-ground-tactics-dawn-of-city-lights-2-x-12'',"Ground Tactics,Dawn Of City Lights (2 ...",https://www.redeyerecords.co.uk/imagery/115497-2.jpg,LLN006
Add To Basket,"Henrik Schwarz,Not Also You",£8.33 (£10.00 inc vat),Running Back,Not Also You / Not You Also  ,https://www.redeyerecords.co.uk/vinyl/81943-rb062-henrik-schwarz-not-also-you,"Henrik Schwarz,Not Also You",https://www.redeyerecords.co.uk/imagery/116434-2.jpg,RB062
Add To Basket,"Holy Ghost Inc,Walk On Air",£7.08 (£8.50 inc vat),Isle Of Jura Records,Walk On Air (Sun & Moon Mix) / Walk On Air (...,https://www.redeyerecords.co.uk/vinyl/82928-isle003-holy-ghost-inc-walk-on-air,"Holy Ghost Inc,Walk On Air",https://www.redeyerecords.co.uk/imagery/117213-2.jpg,ISLE003
Add To Basket,"Import Export,Va",£7.08 (£8.50 inc vat),Chalice Records,Fullständiga Rättigheter - 1988 / Ruf Dug - ...,https://www.redeyerecords.co.uk/vinyl/82926-chalice02-import-export-va,"Import Export,Va",https://www.redeyerecords.co.uk/imagery/117211-2.jpg,CHALICE02
Add To Basket,"Jean-Marie Bolangassa,Brazzaville Perc...",£8.33 (£10.00 inc vat),Sofrito,"Disna Ngaï / Rikikida / La Vie : Sofrito,   ...",https://www.redeyerecords.co.uk/vinyl/65008-sss011-jean-marie-bolangassa-brazzaville-percussions-ep,"Jean-Marie Bolangassa,Brazzaville Perc...",https://www.redeyerecords.co.uk/imagery/60521-2.jpg,SSS011
Out Of Stock,"Joakim X Superpitcher,On The Beach Rem...",£6.25 (£7.50 inc vat),Crowdspacer,On The Beach / Under The Sea ,https://www.redeyerecords.co.uk/vinyl/81484-crwdspcrx004-joakim-x-superpitcher-on-the-beach-remixes,"Joakim X Superpitcher,On The Beach Rem...",https://www.redeyerecords.co.uk/imagery/116072-2.jpg,CRWDSPCRX004
Out Of Stock,"Librarian,God Gave Us Scissors To Chop...",£8.33 (£10.00 inc vat),Waxtefacts,A1 / A2 / B1 / B2   ,https://www.redeyerecords.co.uk/vinyl/80525-wxtfx004-librarian-god-gave-us-scissors-to-chop-samples,"Librarian,God Gave Us Scissors To Chop...",https://www.redeyerecords.co.uk/imagery/115358-2.jpg,WXTFX004
Add To Basket,"Lk,Imnotfromdetroit EP",£8.75 (£10.50 inc vat),Traxx Underground,I Know I Know / I Know I Know ( Baltra Remix...,https://www.redeyerecords.co.uk/vinyl/81464-tultd005-lk-imnotfromdetroit-ep,"Lk,Imnotfromdetroit EP",https://www.redeyerecords.co.uk/imagery/116052-2.jpg,TULTD005
Add To Basket,"Medu,Natarash",£7.91 (£9.49 inc vat),Rewire,"A1: Original Mix / B1: Doubtingthomas ""dub"" ...",https://www.redeyerecords.co.uk/vinyl/81025-rwv003-medu-natarash,"Medu,Natarash",https://www.redeyerecords.co.uk/imagery/115735-2.jpg,RWV003
Add To Basket,Peggy Gou,£7.49 (£8.99 inc vat),Phonica White,Day Without Yesterday / Six O Six    ,https://www.redeyerecords.co.uk/vinyl/72688-phonicawhite015-peggy-gou,Peggy Gou,https://www.redeyerecords.co.uk/imagery/109597-2.jpg,PHONICAWHITE015
Out Of Stock,Raphael Danilo Feat. George Pappos,£8.75 (£10.50 inc vat),Pauls Musique / Freeride Millenium,Raphael Danilo Feat. George Pappos - Strange...,https://www.redeyerecords.co.uk/vinyl/82919-fm004-pm010-3-raphael-danilo-feat--george-pappos,Raphael Danilo Feat. George Pappos,https://www.redeyerecords.co.uk/imagery/117204-2.jpg,FM004/PM010.3
Add To Basket,"Rhythim Is Rhythim,Strings Of Life",£7.49 (£8.99 inc vat),Transmat,1 Strings - Flam*boy*ant Mix / 2 Strings Of ...,https://www.redeyerecords.co.uk/vinyl/81246-ms004-rhythim-is-rhythim-strings-of-life,"Rhythim Is Rhythim,Strings Of Life",https://www.redeyerecords.co.uk/imagery/115878-2.jpg,MS004
Add To Basket,"Robert Dietz,Tbt004",£7.91 (£9.49 inc vat),Truth Be Told,Prom Night / Okasio / Kleptogracy / Whoja Vu...,https://www.redeyerecords.co.uk/vinyl/81201-tbt004-robert-dietz-tbt004,"Robert Dietz,Tbt004",https://www.redeyerecords.co.uk/imagery/115854-2.jpg,TBT004
Add To Basket,"Roisner,Interstellar",£9.16 (£10.99 inc vat),Lumièreslanuit,Interstellar / Comet / Shooting Star ,https://www.redeyerecords.co.uk/vinyl/80724-lln007-roisner-interstellar,"Roisner,Interstellar",https://www.redeyerecords.co.uk/imagery/115498-2.jpg,LLN007
Add To Basket,"Rovi Aka Piero Umiliani,Storia E Preis...",£12.33 (£14.80 inc vat),Galaxy,Nasce La Storia / Millenni / Millenni / Vest...,https://www.redeyerecords.co.uk/vinyl/82782-galaxy-002-rovi-aka-piero-umiliani-storia-e-preistoria,"Rovi Aka Piero Umiliani,Storia E Preis...",https://www.redeyerecords.co.uk/imagery/117089-2.jpg,GALAXY 002
Add To Basket,"Ruff Stuff,Antsy Dude EP",£8.75 (£10.50 inc vat),Quality Vibe Records,Cigarette / Percolate / Antsy Dude / First F...,https://www.redeyerecords.co.uk/vinyl/77908-qvw001-ruff-stuff-antsy-dude-ep,"Ruff Stuff,Antsy Dude EP",https://www.redeyerecords.co.uk/imagery/113466-2.jpg,QVW001
Out Of Stock,"Samuel L Session,In The Dark",£7.91 (£9.49 inc vat),Rhythm Cult,Breaking Out / In The Dark Feat. Elbee Bad /...,https://www.redeyerecords.co.uk/vinyl/82389-rcr004-samuel-l-session-in-the-dark,"Samuel L Session,In The Dark",https://www.redeyerecords.co.uk/imagery/116781-2.jpg,RCR004
Out Of Stock,"Soulphiction,Jamz 2",£8.33 (£10.00 inc vat),Philpot,The Ingredients / Blues Theory (Churchapella...,https://www.redeyerecords.co.uk/vinyl/81942-php073-soulphiction-jamz-2,"Soulphiction,Jamz 2",https://www.redeyerecords.co.uk/imagery/116433-2.jpg,PHP073
Out Of Stock,"Stiff Little Spinners Vol 8 (Ltd, Mp3, 5...",£9.16 (£10.99 inc vat),Audiolith Records,"Thomas Atzmann - Skagerrak , Rampue - Der Kö...",https://www.redeyerecords.co.uk/vinyl/82914-al262-stiff-little-spinners-vol-8-ltd--mp3--5”52-minutes-of-music!-va,"Stiff Little Spinners Vol 8 (Ltd, Mp3, 5...",https://www.redeyerecords.co.uk/imagery/117200-2.jpg,AL262
Out Of Stock,"Strip Steve,The Dog Days",£8.33 (£10.00 inc vat),Waxtefacts,Cause It's Cold Outside / Wathever U.b / Mac...,https://www.redeyerecords.co.uk/vinyl/78181-wxtfx003-strip-steve-the-dog-days,"Strip Steve,The Dog Days",https://www.redeyerecords.co.uk/imagery/113657-2.jpg,WXTFX003
Out Of Stock,"Sw,Sued 15 (2 X 12'')",£14.98 (£17.98 inc vat),Sued,A1 / A2 / B1 / B2 / B3 / C1 / C2 / C3 / D1 /...,https://www.redeyerecords.co.uk/vinyl/80103-15100-sw-sued-15-2-x-12'',"Sw,Sued 15 (2 X 12'')",https://www.redeyerecords.co.uk/imagery/115040-2.jpg,15100
Add To Basket,Tony Rainwater,£7.91 (£9.49 inc vat),Lehult,Rockberry Jam / To All The World / . Lay It ...,https://www.redeyerecords.co.uk/vinyl/80521-lhlt009-tony-rainwater,Tony Rainwater,https://www.redeyerecords.co.uk/imagery/115356-2.jpg,LHLT009
Add To Basket,"Tprl002,Va",£8.75 (£10.50 inc vat),Tupiar Limited,A1 Herck - Bellancholia / A2 Maurice Giovann...,https://www.redeyerecords.co.uk/vinyl/81022-tprl002-tprl002-va,"Tprl002,Va",https://www.redeyerecords.co.uk/imagery/115732-2.jpg,TPRL002
Add To Basket,Undo,£7.91 (£9.49 inc vat),Factor City,Autómatas (Iñigo Vontier Remix) / Computer F...,https://www.redeyerecords.co.uk/vinyl/82896-fc052-undo,Undo,https://www.redeyerecords.co.uk/imagery/117183-2.jpg,FC052
Add To Basket,Unknown Artists – Le Borgne #1,£6.66 (£7.99 inc vat),Le Borgne,A1. Bone Island / B1. Bones Edit   ,https://www.redeyerecords.co.uk/vinyl/56536-lbrgn01-unknown-artists-–-le-borgne-1,Unknown Artists – Le Borgne #1,https://www.redeyerecords.co.uk/imagery/99375-2.jpg,LBRGN01
Out Of Stock,"Waxtefacts 001,Va",£8.33 (£10.00 inc vat),Waxtefacts,Librarian - Tape 003 / Librarian - Bronx Key...,https://www.redeyerecords.co.uk/vinyl/73185-wxtfx001-waxtefacts-001-va,"Waxtefacts 001,Va",https://www.redeyerecords.co.uk/imagery/109969-2.jpg,WXTFX001
Add To Basket,"10 Years And A Big Fear Of Flying,Va",£6.66 (£7.99 inc vat),Fear Of Flying,Blm - Shade / Leka & Sinan - Two By Two / Ma...,https://www.redeyerecords.co.uk/vinyl/81557-fof10yr1-10-years-and-a-big-fear-of-flying-va,"10 Years And A Big Fear Of Flying,Va",https://www.redeyerecords.co.uk/imagery/116126-2.jpg,FOF10YR1
Add To Basket,Calibre,£7.49 (£8.99 inc vat),The Nothing Special,Grow / Lost  ,https://www.redeyerecords.co.uk/vinyl/82763-tns022-calibre,Calibre,https://www.redeyerecords.co.uk/imagery/117071-2.jpg,TNS022
Add To Basket,Cedar Sound Workshop / Monchan,£10.00 (£12.00 inc vat),Ds Records,Cedar Sound Workshop - Everybody Rocking On ...,https://www.redeyerecords.co.uk/vinyl/82893-dsr009-cedar-sound-workshop-monchan,Cedar Sound Workshop / Monchan,https://www.redeyerecords.co.uk/imagery/117181-2.jpg,DSR009
Add To Basket,Chasindub  – Still Here EP,£7.08 (£8.50 inc vat),Phonogramme,Still Here / Yellowstrate / She Is / Monza :...,https://www.redeyerecords.co.uk/vinyl/80297-phonogramme22-chasindub--–-still-here-ep,Chasindub  – Still Here EP,https://www.redeyerecords.co.uk/imagery/115192-2.jpg,PHONOGRAMME22
Out Of Stock,"Christopher Ledger,Metonimia",£6.66 (£7.99 inc vat),????,Metonimia / Metonimia (Ambient Version) / Me...,https://www.redeyerecords.co.uk/vinyl/81774-mayak008-christopher-ledger-metonimia,"Christopher Ledger,Metonimia",https://www.redeyerecords.co.uk/imagery/116308-2.jpg,MAYAK008
Add To Basket,"Classonix,Vibes EP",£7.49 (£8.99 inc vat),Rare Beats Records,Classonix - Get Up / Classonix - August / Cl...,https://www.redeyerecords.co.uk/vinyl/81624-rbltd001-classonix-vibes-ep,"Classonix,Vibes EP",https://www.redeyerecords.co.uk/imagery/116187-2.jpg,RBLTD001
