Date,P,D,E,CPI,T10,RP,RD,RE,CAPE
1/15/1969,102.00,3.08,5.78,35.60,6.04,702.16,21.20,39.79,21.19
2/15/1969,101.50,3.09,5.80,35.80,6.19,694.81,21.15,39.70,20.90
3/15/1969,99.30,3.10,5.82,36.10,6.30,674.10,21.04,39.51,20.20
4/15/1969,101.30,3.11,5.83,36.30,6.17,683.89,21.00,39.34,20.43
5/15/1969,104.60,3.12,5.83,36.40,6.32,704.23,21.01,39.27,20.97
6/15/1969,99.14,3.13,5.84,36.60,6.57,663.82,20.96,39.10,19.71
7/15/1969,94.71,3.14,5.86,36.80,6.72,630.71,20.89,39.00,18.68
8/15/1969,94.18,3.14,5.87,37.00,6.69,623.79,20.82,38.90,18.43
9/15/1969,94.51,3.15,5.89,37.10,7.16,624.29,20.81,38.91,18.40
10/15/1969,95.52,3.15,5.85,37.30,7.10,627.58,20.72,38.46,18.45
11/15/1969,96.21,3.16,5.82,37.50,7.14,628.74,20.63,38.01,18.44
12/15/1969,91.11,3.16,5.78,37.70,7.65,592.25,20.54,37.57,17.33
1/15/1970,90.31,3.16,5.73,37.80,7.79,585.50,20.51,37.15,17.09
2/15/1970,87.16,3.17,5.68,38.00,7.24,562.10,20.42,36.63,16.37
3/15/1970,88.65,3.17,5.63,38.20,7.07,568.72,20.34,36.12,16.53
4/15/1970,85.95,3.17,5.59,38.50,7.39,547.10,20.20,35.60,15.87
5/15/1970,76.06,3.18,5.56,38.60,7.91,482.89,20.17,35.28,13.98
6/15/1970,75.59,3.18,5.52,38.80,7.84,477.44,20.09,34.87,13.80
7/15/1970,75.72,3.18,5.47,39.00,7.46,475.81,20.00,34.35,13.73
8/15/1970,77.92,3.19,5.41,39.00,7.53,489.63,20.02,34.02,14.10
9/15/1970,82.58,3.19,5.36,39.20,7.39,516.26,19.94,33.51,14.84
10/15/1970,84.37,3.17,5.28,39.40,7.33,524.78,19.74,32.86,15.06
11/15/1970,84.28,3.16,5.21,39.60,6.84,521.57,19.54,32.22,14.95
12/15/1970,90.05,3.14,5.13,39.80,6.39,554.48,19.33,31.59,15.87
1/15/1971,93.49,3.13,5.16,39.80,6.24,575.66,19.27,31.77,16.46
2/15/1971,97.11,3.12,5.19,39.90,6.11,596.45,19.16,31.88,17.03
3/15/1971,99.60,3.11,5.22,40.00,5.70,610.21,19.05,31.98,17.40
4/15/1971,103.00,3.11,5.25,40.10,5.83,629.47,18.99,32.11,17.92
5/15/1971,101.60,3.10,5.29,40.30,6.39,617.83,18.87,32.15,17.56
6/15/1971,99.72,3.10,5.32,40.60,6.52,601.92,18.71,32.11,17.08
7/15/1971,99.00,3.10,5.36,40.70,6.73,596.11,18.65,32.25,16.89
8/15/1971,97.24,3.09,5.39,40.80,6.58,584.07,18.58,32.40,16.52
9/15/1971,99.40,3.09,5.43,40.80,6.14,597.05,18.56,32.62,16.86
10/15/1971,97.29,3.08,5.52,40.90,5.93,582.95,18.47,33.07,16.43
11/15/1971,92.78,3.08,5.61,40.90,5.81,555.92,18.43,33.61,15.64
12/15/1971,99.17,3.07,5.70,41.10,5.93,591.32,18.31,33.99,16.60
1/15/1972,103.30,3.07,5.74,41.10,5.95,615.95,18.31,34.21,17.26
2/15/1972,105.20,3.07,5.77,41.30,6.08,624.24,18.22,34.26,17.46
3/15/1972,107.70,3.07,5.81,41.40,6.07,637.53,18.17,34.39,17.81
4/15/1972,108.80,3.07,5.86,41.50,6.19,642.49,18.13,34.62,17.92
5/15/1972,107.70,3.07,5.92,41.60,6.13,634.46,18.09,34.86,17.66
6/15/1972,108.00,3.07,5.97,41.70,6.11,634.70,18.04,35.09,17.64
7/15/1972,107.20,3.07,6.03,41.90,6.11,627.00,17.98,35.25,17.40
8/15/1972,111.00,3.08,6.08,42.00,6.21,647.68,17.95,35.50,17.94
9/15/1972,109.40,3.08,6.14,42.10,6.55,636.82,17.93,35.74,17.61
10/15/1972,109.60,3.10,6.23,42.30,6.48,634.97,17.98,36.11,17.53
11/15/1972,115.10,3.13,6.33,42.40,6.28,665.26,18.07,36.57,18.34
12/15/1972,117.50,3.15,6.42,42.50,6.36,677.54,18.16,37.02,18.65
1/15/1973,118.40,3.16,6.55,42.60,6.46,681.12,18.16,37.66,18.71
2/15/1973,114.20,3.16,6.67,42.90,6.64,652.37,18.07,38.12,17.89
3/15/1973,112.40,3.17,6.80,43.30,6.71,636.15,17.94,38.49,17.41
4/15/1973,110.30,3.19,6.94,43.60,6.67,619.97,17.91,39.03,16.94
5/15/1973,107.20,3.20,7.09,43.90,6.85,598.43,17.88,39.56,16.31
6/15/1973,104.80,3.22,7.23,44.20,6.90,581.06,17.85,40.09,15.81
7/15/1973,105.80,3.24,7.38,44.30,7.13,585.28,17.91,40.84,15.89
8/15/1973,103.80,3.25,7.54,45.10,7.40,564.03,17.68,40.95,15.28
9/15/1973,105.60,3.27,7.69,45.20,7.09,572.54,17.73,41.69,15.48
10/15/1973,109.80,3.31,7.85,45.60,6.79,590.09,17.77,42.17,15.91
11/15/1973,102.00,3.34,8.00,45.90,6.73,544.59,17.85,42.73,14.65
12/15/1973,94.78,3.38,8.16,46.20,6.74,502.76,17.93,43.28,13.49
1/15/1974,96.11,3.40,8.23,46.60,6.99,505.44,17.88,43.26,13.53
2/15/1974,93.45,3.42,8.29,47.20,6.96,485.20,17.76,43.06,12.96
3/15/1974,97.44,3.44,8.36,47.80,7.21,499.57,17.64,42.86,13.31
4/15/1974,92.46,3.46,8.49,48.00,7.51,472.06,17.67,43.33,12.55
5/15/1974,89.67,3.48,8.61,48.60,7.58,452.16,17.55,43.43,12.00
6/15/1974,89.79,3.50,8.74,49.00,7.54,449.07,17.50,43.71,11.89
7/15/1974,79.31,3.53,8.86,49.40,7.81,393.45,17.51,43.97,10.39
8/15/1974,76.03,3.56,8.99,50.00,8.04,372.65,17.45,44.05,9.82
9/15/1974,68.12,3.59,9.11,50.60,8.04,329.92,17.39,44.12,8.68
10/15/1974,69.44,3.59,9.04,51.10,7.90,333.02,17.23,43.34,8.74
11/15/1974,71.74,3.60,8.96,51.50,7.68,341.38,17.11,42.65,8.95
12/15/1974,67.07,3.60,8.89,51.90,7.43,316.70,17.00,41.98,8.29
1/15/1975,72.56,3.62,8.74,52.10,7.50,341.31,17.04,41.13,8.92
2/15/1975,80.10,3.65,8.60,52.50,7.39,373.90,17.02,40.13,9.76
3/15/1975,83.78,3.67,8.45,52.70,7.73,389.59,17.07,39.29,10.16
4/15/1975,84.72,3.68,8.29,52.90,8.23,392.48,17.06,38.39,10.23
5/15/1975,90.10,3.70,8.12,53.20,8.06,415.05,17.03,37.42,10.82
6/15/1975,92.40,3.71,7.96,53.60,7.86,422.46,16.96,36.39,11.01
7/15/1975,92.49,3.71,7.89,54.20,8.06,418.20,16.77,35.69,10.90
8/15/1975,85.71,3.71,7.83,54.30,8.40,386.83,16.74,35.32,10.09
9/15/1975,84.67,3.71,7.76,54.60,8.43,380.03,16.65,34.83,9.92
10/15/1975,88.57,3.70,7.83,54.90,8.14,395.36,16.52,34.94,10.33
11/15/1975,90.07,3.69,7.89,55.30,8.05,399.15,16.35,34.98,10.44
12/15/1975,88.70,3.68,7.96,55.50,8.00,391.66,16.25,35.15,10.25
1/15/1976,96.86,3.68,8.19,55.60,7.74,426.93,16.23,36.11,11.19
2/15/1976,100.60,3.69,8.43,55.80,7.79,441.82,16.19,37.01,11.59
3/15/1976,101.10,3.69,8.66,55.90,7.73,443.22,16.18,37.97,11.63
4/15/1976,101.90,3.71,8.86,56.10,7.56,445.14,16.22,38.69,11.69
5/15/1976,101.20,3.74,9.05,56.50,7.90,438.95,16.21,39.27,11.53
6/15/1976,101.80,3.76,9.25,56.80,7.86,439.22,16.22,39.91,11.54
7/15/1976,104.20,3.79,9.35,57.10,7.83,447.21,16.27,40.13,11.76
8/15/1976,103.30,3.82,9.45,57.40,7.77,441.03,16.31,40.35,11.60
9/15/1976,105.50,3.85,9.55,57.60,7.59,448.86,16.38,40.63,11.81
10/15/1976,101.90,3.92,9.67,57.90,7.41,431.30,16.58,40.93,11.35
11/15/1976,101.20,3.98,9.79,58.00,7.29,427.60,16.83,41.37,11.25
12/15/1976,104.70,4.05,9.91,58.20,6.87,440.87,17.05,41.73,11.60
1/15/1977,103.80,4.10,9.97,58.50,7.21,434.84,17.16,41.75,11.44
2/15/1977,101.00,4.14,10.02,59.10,7.39,418.81,17.18,41.56,11.01
3/15/1977,100.60,4.19,10.08,59.50,7.46,414.35,17.26,41.52,10.90
4/15/1977,99.05,4.25,10.19,60.00,7.37,404.56,17.35,41.63,10.64
5/15/1977,98.76,4.30,10.31,60.30,7.46,401.37,17.49,41.89,10.55
6/15/1977,99.29,4.36,10.42,60.70,7.28,400.87,17.60,42.07,10.53
7/15/1977,100.20,4.41,10.52,61.00,7.33,402.55,17.70,42.25,10.57
8/15/1977,97.75,4.45,10.61,61.20,7.40,391.43,17.83,42.50,10.27
9/15/1977,96.23,4.50,10.71,61.40,7.34,384.08,17.96,42.75,10.07
10/15/1977,93.74,4.56,10.77,61.60,7.52,372.93,18.13,42.85,9.77
11/15/1977,94.28,4.61,10.83,61.90,7.58,373.26,18.26,42.88,9.77
12/15/1977,93.82,4.67,10.89,62.10,7.69,370.24,18.43,42.98,9.68
1/15/1978,90.25,4.71,10.90,62.50,7.96,353.88,18.48,42.74,9.24
2/15/1978,88.98,4.76,10.91,62.90,8.03,346.68,18.53,42.51,9.05
3/15/1978,88.82,4.80,10.92,63.40,8.04,343.32,18.55,42.21,8.95
4/15/1978,92.71,4.84,11.02,63.90,8.15,355.56,18.55,42.28,9.26
5/15/1978,97.41,4.87,11.13,64.50,8.35,370.11,18.52,42.28,9.63
6/15/1978,97.66,4.91,11.23,65.20,8.46,367.07,18.46,42.21,9.55
7/15/1978,97.19,4.95,11.34,65.70,8.64,362.53,18.45,42.31,9.43
8/15/1978,103.90,4.98,11.46,66.00,8.41,385.79,18.50,42.54,10.02
9/15/1978,103.90,5.02,11.57,66.50,8.42,382.89,18.50,42.64,9.94
10/15/1978,100.60,5.04,11.82,67.10,8.64,367.42,18.40,43.18,9.53
11/15/1978,94.71,5.05,12.08,67.40,8.81,344.37,18.37,43.91,8.93
12/15/1978,96.11,5.07,12.33,67.70,9.01,347.91,18.35,44.63,9.01
1/15/1979,99.71,5.11,12.65,68.30,9.10,357.77,18.35,45.40,9.26
2/15/1979,98.23,5.16,12.98,69.10,9.10,348.38,18.29,46.02,9.00
3/15/1979,100.10,5.20,13.30,69.80,9.12,351.45,18.26,46.70,9.07
4/15/1979,102.10,5.25,13.53,70.60,9.18,354.41,18.21,46.95,9.13
5/15/1979,99.73,5.29,13.75,71.50,9.25,341.82,18.14,47.14,8.79
6/15/1979,101.70,5.34,13.98,72.30,8.91,344.72,18.10,47.39,8.85
7/15/1979,102.70,5.40,14.20,73.10,8.95,344.30,18.09,47.59,8.83
8/15/1979,107.40,5.45,14.41,73.80,9.03,356.64,18.11,47.86,9.13
9/15/1979,108.60,5.51,14.63,74.60,9.33,356.76,18.10,48.06,9.11
10/15/1979,104.50,5.56,14.71,75.20,10.30,340.55,18.11,47.93,8.68
11/15/1979,103.70,5.60,14.78,75.90,10.65,334.83,18.09,47.73,8.52
12/15/1979,107.80,5.65,14.86,76.70,10.39,344.43,18.05,47.48,8.75
1/15/1980,110.90,5.70,15.00,77.80,10.80,349.33,17.95,47.26,8.85
2/15/1980,115.30,5.75,15.15,78.90,12.41,358.13,17.86,47.05,9.05
3/15/1980,104.70,5.80,15.29,80.10,12.75,320.33,17.75,46.78,8.08
4/15/1980,103.00,5.85,15.17,81.00,11.47,311.63,17.69,45.91,7.84
5/15/1980,107.70,5.89,15.06,81.80,10.18,322.66,17.66,45.11,8.10
6/15/1980,114.60,5.94,14.94,82.70,9.78,339.60,17.60,44.27,8.51
7/15/1980,119.80,5.98,14.84,82.70,10.25,355.01,17.73,43.98,8.88
8/15/1980,123.50,6.03,14.74,83.30,11.10,363.33,17.73,43.36,9.07
9/15/1980,126.50,6.07,14.64,84.00,11.51,369.06,17.71,42.71,9.20
10/15/1980,130.20,6.10,14.70,84.80,11.75,376.27,17.63,42.48,9.36
11/15/1980,135.70,6.13,14.76,85.50,12.68,388.95,17.57,42.31,9.65
12/15/1980,133.50,6.16,14.82,86.30,12.84,379.10,17.49,42.08,9.39
1/15/1981,133.00,6.20,14.74,87.00,12.57,374.64,17.46,41.52,9.26
2/15/1981,128.40,6.24,14.66,87.90,13.19,357.98,17.40,40.87,8.83
3/15/1981,133.20,6.28,14.58,88.50,13.12,368.85,17.39,40.37,9.08
4/15/1981,134.40,6.32,14.72,89.10,13.68,369.66,17.37,40.50,9.09
5/15/1981,131.70,6.35,14.87,89.80,14.10,359.41,17.34,40.57,8.82
6/15/1981,132.30,6.39,15.01,90.60,13.47,357.86,17.28,40.60,8.77
7/15/1981,129.10,6.43,15.10,91.60,14.28,345.39,17.21,40.39,8.45
8/15/1981,129.60,6.48,15.18,92.30,14.94,344.10,17.20,40.31,8.40
9/15/1981,118.30,6.52,15.27,93.20,15.32,311.07,17.14,40.15,7.58
10/15/1981,119.80,6.56,15.30,93.40,15.15,314.34,17.20,40.14,7.65
11/15/1981,122.90,6.59,15.33,93.70,13.39,321.44,17.24,40.09,7.81
12/15/1981,123.80,6.63,15.36,94.00,13.72,322.76,17.28,40.04,7.83
1/15/1982,117.30,6.66,15.18,94.30,14.59,304.84,17.31,39.44,7.39
2/15/1982,114.50,6.69,14.99,94.60,14.43,296.62,17.33,38.84,7.18
3/15/1982,110.80,6.72,14.81,94.50,13.86,287.34,17.43,38.41,6.95
4/15/1982,116.30,6.75,14.60,94.90,13.87,300.33,17.43,37.69,7.26
5/15/1982,116.40,6.78,14.38,95.80,13.62,297.76,17.34,36.79,7.19
6/15/1982,109.70,6.81,14.17,97.00,14.30,277.15,17.21,35.80,6.69
7/15/1982,109.40,6.82,13.97,97.50,13.95,274.98,17.15,35.11,6.64
8/15/1982,109.70,6.84,13.76,97.70,13.06,275.17,17.15,34.52,6.64
9/15/1982,122.40,6.85,13.56,97.90,12.34,306.40,17.15,33.94,7.40
10/15/1982,132.70,6.86,13.25,98.20,10.91,331.16,17.11,33.07,8.00
11/15/1982,138.10,6.86,12.95,98.00,10.55,345.34,17.16,32.38,8.35
12/15/1982,139.40,6.87,12.64,97.60,10.54,350.02,17.25,31.74,8.47
1/15/1983,144.30,6.88,12.57,97.80,10.46,361.59,17.25,31.49,8.76
2/15/1983,146.80,6.90,12.49,97.90,10.72,367.47,17.26,31.27,8.91
3/15/1983,151.90,6.91,12.42,97.90,10.51,380.24,17.30,31.09,9.23
4/15/1983,157.70,6.92,12.48,98.60,10.40,391.96,17.20,31.01,9.53
5/15/1983,164.10,6.93,12.53,99.20,10.38,405.40,17.12,30.96,9.87
6/15/1983,166.40,6.94,12.59,99.50,10.85,409.84,17.09,31.01,10.00
7/15/1983,167.00,6.96,12.83,99.90,11.38,409.67,17.07,31.47,10.01
8/15/1983,162.40,6.98,13.06,100.20,11.85,397.19,17.07,31.95,9.73
9/15/1983,167.20,7.00,13.30,100.70,11.65,406.90,17.04,32.37,9.98
10/15/1983,167.70,7.03,13.54,101.00,11.54,406.91,17.06,32.86,10.00
11/15/1983,165.20,7.06,13.79,101.20,11.69,400.05,17.10,33.39,9.85
12/15/1983,164.40,7.09,14.03,101.30,11.83,397.72,17.15,33.94,9.82
1/15/1984,166.40,7.12,14.44,101.90,11.67,400.19,17.12,34.73,9.89
2/15/1984,157.30,7.15,14.85,102.40,11.84,376.45,17.11,35.54,9.32
3/15/1984,157.40,7.18,15.26,102.60,12.32,375.96,17.15,36.45,9.33
4/15/1984,157.60,7.22,15.57,103.10,12.63,374.61,17.17,37.02,9.31
5/15/1984,156.60,7.27,15.89,103.40,13.41,371.15,17.22,37.65,9.23
6/15/1984,153.10,7.31,16.20,103.70,13.56,361.81,17.28,38.28,9.01
7/15/1984,151.10,7.33,16.32,104.10,13.36,355.71,17.26,38.42,8.87
8/15/1984,164.40,7.36,16.44,104.50,12.72,385.54,17.25,38.55,9.62
9/15/1984,166.10,7.38,16.56,105.00,12.52,387.67,17.22,38.65,9.69
10/15/1984,164.80,7.43,16.59,105.30,12.16,383.54,17.29,38.60,9.60
11/15/1984,166.30,7.48,16.61,105.30,11.57,387.03,17.41,38.66,9.69
12/15/1984,164.50,7.53,16.64,105.30,11.50,382.84,17.52,38.73,9.60
1/15/1985,171.60,7.57,16.56,105.50,11.38,398.61,17.59,38.46,10.00
2/15/1985,180.90,7.62,16.47,106.00,11.51,418.23,17.61,38.09,10.49
3/15/1985,179.40,7.66,16.39,106.40,11.86,413.20,17.64,37.75,10.37
4/15/1985,180.60,7.69,16.13,106.90,11.43,414.02,17.62,36.98,10.40
5/15/1985,184.90,7.71,15.87,107.30,10.85,422.30,17.62,36.25,10.61
6/15/1985,188.90,7.74,15.61,107.60,10.16,430.23,17.63,35.55,10.81
7/15/1985,192.50,7.77,15.48,107.80,10.31,437.62,17.67,35.20,11.00
8/15/1985,188.30,7.81,15.36,108.00,10.33,427.28,17.71,34.85,10.74
9/15/1985,184.10,7.84,15.23,108.30,10.37,416.59,17.74,34.46,10.47
10/15/1985,186.20,7.86,15.02,108.70,10.24,419.79,17.72,33.87,10.55
11/15/1985,197.50,7.88,14.82,109.00,9.78,444.04,17.72,33.31,11.16
12/15/1985,207.30,7.90,14.61,109.30,9.26,464.80,17.71,32.76,11.69
1/15/1986,208.20,7.94,14.58,109.60,9.19,465.54,17.75,32.60,11.72
2/15/1986,219.40,7.98,14.55,109.30,8.70,491.93,17.89,32.62,12.39
3/15/1986,232.30,8.02,14.52,108.80,7.78,523.24,18.06,32.71,13.19
4/15/1986,238.00,8.05,14.58,108.60,7.30,537.07,18.16,32.91,13.55
5/15/1986,238.50,8.07,14.65,108.90,7.71,536.72,18.17,32.96,13.56
6/15/1986,245.30,8.10,14.71,109.50,7.80,548.99,18.13,32.92,13.89
7/15/1986,240.20,8.14,14.76,109.50,7.30,537.58,18.23,33.03,13.62
8/15/1986,245.00,8.19,14.80,109.70,7.17,547.32,18.29,33.07,13.89
9/15/1986,238.30,8.23,14.85,110.20,7.45,529.94,18.30,33.02,13.47
10/15/1986,237.40,8.25,14.73,110.30,7.43,527.46,18.32,32.72,13.43
11/15/1986,245.10,8.26,14.60,110.40,7.25,544.07,18.34,32.42,13.87
12/15/1986,248.60,8.28,14.48,110.50,7.11,551.34,18.36,32.11,14.09
1/15/1987,264.50,8.30,14.69,111.20,7.08,582.91,18.29,32.37,14.92
2/15/1987,280.90,8.32,14.89,111.60,7.25,616.84,18.27,32.70,15.82
3/15/1987,292.50,8.34,15.10,112.10,7.25,639.45,18.23,33.01,16.43
4/15/1987,289.30,8.40,14.87,112.70,8.02,629.08,18.27,32.34,16.20
5/15/1987,289.10,8.46,14.65,113.10,8.61,626.42,18.33,31.74,16.16
6/15/1987,301.40,8.52,14.42,113.50,8.40,650.78,18.40,31.14,16.83
7/15/1987,310.10,8.57,14.90,113.80,8.45,667.79,18.45,32.09,17.31
8/15/1987,329.40,8.61,15.38,114.40,8.76,705.64,18.45,32.95,18.33
9/15/1987,318.70,8.66,15.86,115.00,9.42,679.15,18.45,33.80,17.68
10/15/1987,280.20,8.71,16.41,115.30,9.52,595.56,18.51,34.87,15.53
11/15/1987,245.00,8.76,16.95,115.40,8.86,520.29,18.60,36.00,13.59
12/15/1987,241.00,8.81,17.50,115.40,8.99,511.79,18.71,37.16,13.39
1/15/1988,250.50,8.86,17.86,115.70,8.67,530.59,18.76,37.84,13.90
2/15/1988,258.10,8.90,18.23,116.00,8.21,545.27,18.81,38.51,14.30
3/15/1988,265.70,8.95,18.59,116.50,8.37,558.92,18.83,39.11,14.67
4/15/1988,262.60,9.04,19.62,117.10,8.72,549.57,18.93,41.05,14.43
5/15/1988,256.10,9.14,20.64,117.50,9.09,534.14,19.06,43.06,14.03
6/15/1988,270.70,9.23,21.67,118.00,8.92,562.20,19.17,45.00,14.77
7/15/1988,269.10,9.31,22.02,118.50,9.06,556.52,19.25,45.55,14.61
8/15/1988,263.70,9.38,22.38,119.00,9.26,543.06,19.32,46.08,14.24
9/15/1988,268.00,9.46,22.73,119.80,8.98,548.23,19.35,46.50,14.37
10/15/1988,277.40,9.55,23.07,120.20,8.80,565.57,19.47,47.04,14.81
11/15/1988,271.00,9.64,23.42,120.30,8.96,552.06,19.64,47.70,14.45
12/15/1988,276.50,9.75,23.75,120.50,9.11,562.33,19.83,48.30,14.70
1/15/1989,285.40,9.81,24.16,121.10,9.09,577.55,19.86,48.89,15.09
2/15/1989,294.00,9.90,24.56,121.60,9.17,592.51,19.95,49.50,15.47
3/15/1989,292.70,10.01,24.96,122.30,9.36,586.52,20.06,50.02,15.30
4/15/1989,302.30,10.09,25.05,123.10,9.18,601.82,20.08,49.86,15.69
5/15/1989,313.90,10.19,25.13,123.80,8.86,621.38,20.18,49.75,16.19
6/15/1989,323.70,10.37,25.22,124.10,8.28,639.23,20.48,49.80,16.64
7/15/1989,331.90,10.42,24.71,124.40,8.02,653.84,20.53,48.68,17.01
8/15/1989,346.60,10.55,24.20,124.60,8.11,681.70,20.74,47.60,17.73
9/15/1989,347.30,10.73,23.69,125.00,8.19,680.89,21.04,46.44,17.71
10/15/1989,347.40,10.80,23.43,125.60,8.01,677.83,21.07,45.71,17.64
11/15/1989,340.20,10.92,23.16,125.90,7.87,662.20,21.26,45.09,17.24
12/15/1989,348.60,11.06,22.87,126.10,7.84,677.48,21.49,44.45,17.65
1/15/1990,339.97,11.14,22.49,127.40,8.21,653.97,21.43,43.26,17.05
2/15/1990,330.45,11.23,22.08,128.00,8.47,632.67,21.50,42.27,16.51
3/15/1990,338.46,11.32,21.67,128.70,8.59,644.48,21.56,41.26,16.83
4/15/1990,338.18,11.44,21.53,128.90,8.79,642.95,21.74,40.94,16.81
5/15/1990,350.25,11.55,21.40,129.20,8.76,664.35,21.91,40.59,17.39
6/15/1990,360.39,11.66,21.26,129.90,8.48,679.90,22.00,40.11,17.82
7/15/1990,360.03,11.73,21.42,130.40,8.47,676.62,22.04,40.26,17.75
8/15/1990,330.75,11.78,21.58,131.60,8.75,615.92,21.94,40.19,16.17
9/15/1990,315.41,11.83,21.74,132.70,8.89,582.49,21.85,40.15,15.30
10/15/1990,307.12,11.93,21.61,133.50,8.72,563.78,21.89,39.66,14.82
11/15/1990,315.29,12.01,21.47,133.80,8.39,577.48,22.00,39.33,15.19
12/15/1990,328.75,12.09,21.34,133.80,8.08,602.13,22.14,39.09,15.85
1/15/1991,325.49,12.11,21.18,134.60,8.09,592.62,22.04,38.57,15.61
2/15/1991,362.26,12.11,21.03,134.80,7.85,658.59,22.02,38.23,17.35
3/15/1991,372.28,12.11,20.94,135.00,8.11,675.80,21.98,38.01,17.82
4/15/1991,379.68,12.13,20.36,135.20,8.04,688.22,21.99,36.91,18.16
5/15/1991,377.99,12.14,19.86,135.60,8.07,683.13,21.94,35.89,18.04
6/15/1991,378.29,12.15,19.41,136.00,8.28,681.66,21.89,34.98,18.02
7/15/1991,380.23,12.19,18.84,136.20,8.27,684.15,21.94,33.90,18.10
8/15/1991,389.40,12.24,18.33,136.60,7.90,698.60,21.95,32.88,18.51
9/15/1991,387.20,12.28,17.82,137.20,7.65,691.62,21.93,31.83,18.36
10/15/1991,386.88,12.25,17.20,137.40,7.53,690.04,21.85,30.68,18.35
11/15/1991,385.92,12.23,16.59,137.80,7.42,686.33,21.74,29.50,18.29
12/15/1991,388.51,12.20,15.97,137.90,7.09,690.43,21.68,28.38,18.44
1/15/1992,416.08,12.24,16.05,138.10,7.03,738.36,21.72,28.48,19.77
2/15/1992,412.56,12.28,16.12,138.60,7.34,729.47,21.71,28.51,19.58
3/15/1992,407.36,12.32,16.19,139.30,7.54,716.66,21.67,28.48,19.28
4/15/1992,407.41,12.32,16.48,139.50,7.48,715.72,21.64,28.96,19.30
5/15/1992,414.81,12.32,16.77,139.70,7.39,727.67,21.61,29.41,19.66
6/15/1992,408.27,12.32,17.05,140.20,7.26,713.65,21.54,29.80,19.32
7/15/1992,415.05,12.34,17.38,140.50,6.84,723.95,21.53,30.31,19.62
8/15/1992,417.93,12.37,17.71,140.90,6.59,726.90,21.51,30.80,19.72
9/15/1992,418.48,12.40,18.04,141.30,6.42,725.80,21.51,31.29,19.71
10/15/1992,412.50,12.39,18.39,141.80,6.59,712.90,21.41,31.78,19.37
11/15/1992,422.84,12.38,18.74,142.00,6.87,729.75,21.37,32.34,19.83
12/15/1992,435.64,12.39,19.09,141.90,6.77,752.37,21.40,32.97,20.45
1/15/1993,435.23,12.41,19.34,142.60,6.60,747.97,21.33,33.24,20.32
2/15/1993,441.70,12.45,19.59,143.10,6.26,756.43,21.32,33.55,20.55
3/15/1993,450.16,12.48,19.84,143.60,5.98,768.24,21.30,33.86,20.86
4/15/1993,443.08,12.49,19.67,144.00,5.97,754.06,21.26,33.48,20.46
5/15/1993,445.25,12.51,19.50,144.20,6.04,756.70,21.25,33.14,20.52
6/15/1993,448.06,12.52,19.33,144.40,5.96,760.42,21.25,32.81,20.61
7/15/1993,447.29,12.52,19.69,144.40,5.81,759.11,21.25,33.42,20.56
8/15/1993,454.13,12.52,20.05,144.80,5.68,768.59,21.19,33.93,20.81
9/15/1993,459.24,12.52,20.41,145.10,5.36,775.63,21.15,34.47,20.99
10/15/1993,463.90,12.54,20.90,145.70,5.33,780.28,21.09,35.15,21.11
11/15/1993,462.89,12.56,21.39,145.80,5.72,778.04,21.11,35.95,21.04
12/15/1993,465.95,12.58,21.89,145.80,5.77,783.19,21.14,36.79,21.16
1/15/1994,472.99,12.62,22.16,146.20,5.75,792.84,21.16,37.14,21.41
2/15/1994,471.58,12.67,22.43,146.70,5.97,787.79,21.16,37.48,21.26
3/15/1994,463.81,12.71,22.71,147.20,6.48,772.18,21.16,37.81,20.83
4/15/1994,447.23,12.75,23.54,147.40,6.97,743.56,21.20,39.14,20.06
5/15/1994,450.90,12.80,24.37,147.50,7.18,749.16,21.26,40.49,20.20
6/15/1994,454.83,12.84,25.20,148.00,7.10,753.13,21.26,41.73,20.29
7/15/1994,451.40,12.87,25.91,148.40,7.30,745.44,21.25,42.79,20.07
8/15/1994,464.24,12.90,26.62,149.00,7.24,763.55,21.22,43.78,20.54
9/15/1994,466.96,12.92,27.33,149.40,7.46,765.97,21.19,44.83,20.58
10/15/1994,463.81,13.01,28.42,149.50,7.74,760.30,21.33,46.59,20.40
11/15/1994,461.01,13.10,29.51,149.70,7.96,754.70,21.44,48.31,20.21
12/15/1994,455.19,13.17,30.60,149.70,7.81,745.17,21.56,50.09,19.91
1/15/1995,465.25,13.18,31.25,150.30,7.78,758.60,21.49,50.95,20.22
2/15/1995,481.92,13.18,31.90,150.90,7.47,782.65,21.40,51.81,20.80
3/15/1995,493.15,13.17,32.55,151.40,7.20,798.25,21.32,52.69,21.15
4/15/1995,507.91,13.24,33.18,151.90,7.06,819.43,21.37,53.53,21.64
5/15/1995,523.81,13.31,33.80,152.20,6.63,843.42,21.43,54.43,22.20
6/15/1995,539.35,13.36,34.43,152.50,6.17,866.73,21.47,55.33,22.72
7/15/1995,557.37,13.44,34.68,152.50,6.28,895.69,21.60,55.73,23.38
8/15/1995,559.11,13.51,34.93,152.90,6.49,896.13,21.65,55.99,23.28
9/15/1995,578.77,13.58,35.18,153.20,6.20,925.83,21.72,56.28,23.95
10/15/1995,582.92,13.65,34.77,153.70,6.04,929.43,21.76,55.44,23.93
11/15/1995,595.53,13.72,34.37,153.60,5.93,950.16,21.89,54.83,24.35
12/15/1995,614.57,13.79,33.96,153.50,5.71,981.18,22.02,54.22,25.03
