Date,P,D,E,CPI,T10,RP,RD,RE,CAPE
1/15/1871,4.44,0.26,0.40,12.46,5.32,87.30,5.11,7.86,NA
2/15/1871,4.50,0.26,0.40,12.84,5.32,85.86,4.96,7.63,NA
3/15/1871,4.61,0.26,0.40,13.03,5.33,86.67,4.89,7.52,NA
4/15/1871,4.74,0.26,0.40,12.56,5.33,92.49,5.07,7.81,NA
5/15/1871,4.86,0.26,0.40,12.27,5.33,97.04,5.19,7.99,NA
6/15/1871,4.82,0.26,0.40,12.08,5.34,97.75,5.27,8.11,NA
7/15/1871,4.73,0.26,0.40,12.08,5.34,95.93,5.27,8.11,NA
8/15/1871,4.79,0.26,0.40,11.89,5.34,98.70,5.36,8.24,NA
9/15/1871,4.84,0.26,0.40,12.18,5.35,97.39,5.23,8.05,NA
10/15/1871,4.59,0.26,0.40,12.37,5.35,90.94,5.15,7.93,NA
11/15/1871,4.64,0.26,0.40,12.37,5.35,91.93,5.15,7.93,NA
12/15/1871,4.74,0.26,0.40,12.65,5.36,91.80,5.04,7.75,NA
1/15/1872,4.86,0.26,0.40,12.65,5.36,94.12,5.10,7.79,NA
2/15/1872,4.88,0.27,0.41,12.65,5.38,94.51,5.16,7.84,NA
3/15/1872,5.04,0.27,0.41,12.84,5.40,96.16,5.15,7.77,NA
4/15/1872,5.18,0.27,0.41,13.13,5.42,96.68,5.10,7.65,NA
5/15/1872,5.18,0.28,0.41,13.13,5.43,96.68,5.16,7.70,NA
6/15/1872,5.13,0.28,0.42,13.03,5.45,96.45,5.26,7.80,NA
7/15/1872,5.10,0.28,0.42,12.84,5.47,97.30,5.41,7.97,NA
8/15/1872,5.04,0.29,0.42,12.94,5.49,95.45,5.43,7.95,NA
9/15/1872,4.95,0.29,0.42,13.03,5.51,93.06,5.45,7.94,NA
10/15/1872,4.97,0.29,0.43,12.75,5.53,95.53,5.64,8.17,NA
11/15/1872,4.95,0.30,0.43,13.13,5.54,92.39,5.54,7.98,NA
12/15/1872,5.07,0.30,0.43,12.94,5.56,96.02,5.68,8.14,NA
1/15/1873,5.11,0.30,0.43,12.94,5.58,96.78,5.73,8.19,NA
2/15/1873,5.15,0.31,0.44,13.23,5.57,95.43,5.65,8.06,NA
3/15/1873,5.11,0.31,0.44,13.23,5.56,94.69,5.70,8.11,NA
4/15/1873,5.04,0.31,0.44,13.23,5.55,93.39,5.74,8.15,NA
5/15/1873,5.05,0.31,0.44,12.94,5.54,95.64,5.92,8.38,NA
6/15/1873,4.98,0.32,0.45,12.56,5.53,97.17,6.15,8.68,NA
7/15/1873,4.97,0.32,0.45,12.56,5.53,96.98,6.20,8.73,NA
8/15/1873,4.97,0.32,0.45,12.56,5.52,96.98,6.24,8.78,NA
9/15/1873,4.59,0.32,0.45,12.56,5.51,89.56,6.29,8.83,NA
10/15/1873,4.19,0.33,0.46,12.27,5.50,83.66,6.49,9.08,NA
11/15/1873,4.04,0.33,0.46,11.89,5.49,83.25,6.75,9.43,NA
12/15/1873,4.42,0.33,0.46,12.18,5.48,88.94,6.64,9.26,NA
1/15/1874,4.66,0.33,0.46,12.37,5.47,92.33,6.54,9.11,NA
2/15/1874,4.80,0.33,0.46,12.37,5.44,95.10,6.54,9.11,NA
3/15/1874,4.73,0.33,0.46,12.37,5.40,93.72,6.54,9.11,NA
4/15/1874,4.60,0.33,0.46,12.18,5.37,92.56,6.64,9.26,NA
5/15/1874,4.48,0.33,0.46,12.08,5.34,90.86,6.69,9.33,NA
6/15/1874,4.46,0.33,0.46,11.80,5.30,92.64,6.85,9.55,NA
7/15/1874,4.46,0.33,0.46,11.89,5.27,91.90,6.80,9.48,NA
8/15/1874,4.47,0.33,0.46,11.80,5.24,92.85,6.85,9.55,NA
9/15/1874,4.54,0.33,0.46,11.80,5.20,94.30,6.85,9.55,NA
10/15/1874,4.53,0.33,0.46,11.61,5.17,95.64,6.97,9.71,NA
11/15/1874,4.57,0.33,0.46,11.51,5.14,97.28,7.02,9.79,NA
12/15/1874,4.54,0.33,0.46,11.51,5.10,96.64,7.02,9.79,NA
1/15/1875,4.54,0.33,0.45,11.51,5.07,96.64,6.97,9.62,NA
2/15/1875,4.53,0.33,0.44,11.51,5.03,96.43,6.92,9.44,NA
3/15/1875,4.59,0.32,0.44,11.51,4.99,97.71,6.86,9.26,NA
4/15/1875,4.65,0.32,0.43,11.61,4.95,98.17,6.76,9.01,NA
5/15/1875,4.47,0.32,0.42,11.32,4.91,96.75,6.87,9.05,NA
6/15/1875,4.38,0.32,0.41,11.13,4.87,96.42,6.93,9.03,NA
7/15/1875,4.39,0.31,0.40,11.13,4.83,96.64,6.88,8.84,NA
8/15/1875,4.41,0.31,0.39,11.23,4.79,96.26,6.77,8.58,NA
9/15/1875,4.37,0.31,0.39,11.13,4.75,96.20,6.77,8.48,NA
10/15/1875,4.30,0.31,0.38,11.13,4.71,94.66,6.71,8.29,NA
11/15/1875,4.37,0.30,0.37,11.04,4.67,97.03,6.72,8.18,NA
12/15/1875,4.37,0.30,0.36,10.94,4.63,97.88,6.72,8.06,NA
1/15/1876,4.46,0.30,0.35,10.85,4.59,100.77,6.78,7.98,NA
2/15/1876,4.52,0.30,0.35,10.85,4.58,102.12,6.78,7.83,NA
3/15/1876,4.51,0.30,0.34,10.85,4.57,101.90,6.78,7.68,NA
4/15/1876,4.34,0.30,0.33,10.75,4.56,98.92,6.84,7.60,NA
5/15/1876,4.18,0.30,0.33,10.37,4.54,98.77,7.09,7.72,NA
6/15/1876,4.15,0.30,0.32,10.09,4.53,100.84,7.29,7.78,NA
7/15/1876,4.10,0.30,0.31,10.09,4.52,99.63,7.29,7.61,NA
8/15/1876,3.93,0.30,0.31,10.18,4.51,94.60,7.22,7.38,NA
9/15/1876,3.69,0.30,0.30,10.28,4.50,88.00,7.15,7.15,NA
10/15/1876,3.67,0.30,0.29,10.47,4.49,85.93,7.02,6.87,NA
11/15/1876,3.60,0.30,0.29,10.56,4.47,83.54,6.96,6.65,NA
12/15/1876,3.58,0.30,0.28,10.75,4.46,81.60,6.84,6.38,NA
1/15/1877,3.55,0.29,0.28,10.94,4.45,79.51,6.51,6.31,NA
2/15/1877,3.34,0.28,0.28,10.66,4.44,76.81,6.48,6.52,NA
3/15/1877,3.17,0.27,0.29,10.18,4.43,76.31,6.56,6.86,NA
4/15/1877,2.94,0.26,0.29,10.47,4.42,68.84,6.17,6.71,NA
5/15/1877,2.94,0.25,0.29,10.66,4.41,67.61,5.85,6.63,NA
6/15/1877,2.73,0.25,0.29,10.09,4.40,66.34,5.95,7.05,NA
7/15/1877,2.85,0.24,0.29,10.18,4.40,68.61,5.68,7.02,NA
8/15/1877,3.05,0.23,0.29,9.80,4.39,76.27,5.67,7.33,NA
9/15/1877,3.24,0.22,0.30,9.70,4.38,81.82,5.49,7.45,NA
10/15/1877,3.31,0.21,0.30,9.70,4.37,83.58,5.26,7.49,NA
11/15/1877,3.26,0.20,0.30,9.51,4.36,83.97,5.13,7.68,NA
12/15/1877,3.25,0.19,0.30,9.51,4.35,83.71,4.89,7.73,NA
1/15/1878,3.25,0.19,0.30,9.23,4.34,86.30,5.02,7.99,NA
2/15/1878,3.18,0.19,0.30,9.13,4.33,85.32,5.05,8.09,NA
3/15/1878,3.24,0.19,0.30,8.94,4.32,88.78,5.14,8.29,NA
4/15/1878,3.33,0.19,0.30,8.85,4.31,92.23,5.17,8.40,NA
5/15/1878,3.34,0.19,0.30,8.56,4.30,95.59,5.32,8.71,NA
6/15/1878,3.41,0.19,0.31,8.37,4.29,99.81,5.41,8.93,NA
7/15/1878,3.48,0.18,0.31,8.47,4.28,100.71,5.33,8.85,NA
8/15/1878,3.45,0.18,0.31,8.56,4.27,98.74,5.25,8.78,NA
9/15/1878,3.52,0.18,0.31,8.56,4.26,100.74,5.22,8.80,NA
10/15/1878,3.48,0.18,0.31,8.47,4.25,100.71,5.26,8.92,NA
11/15/1878,3.47,0.18,0.31,8.37,4.24,101.56,5.29,9.05,NA
12/15/1878,3.45,0.18,0.31,8.18,4.23,103.33,5.39,9.28,NA
1/15/1879,3.58,0.18,0.32,8.28,4.22,105.99,5.38,9.35,NA
2/15/1879,3.71,0.18,0.32,8.37,4.20,108.59,5.37,9.42,NA
3/15/1879,3.65,0.19,0.33,8.28,4.19,108.06,5.48,9.70,NA
4/15/1879,3.77,0.19,0.33,8.18,4.17,112.91,5.59,9.98,NA
5/15/1879,3.94,0.19,0.34,8.18,4.15,118.00,5.64,10.16,NA
6/15/1879,3.96,0.19,0.35,8.09,4.14,120.00,5.76,10.45,NA
7/15/1879,4.04,0.19,0.35,8.18,4.12,121.00,5.74,10.51,NA
8/15/1879,4.07,0.19,0.36,8.18,4.10,121.90,5.79,10.68,NA
9/15/1879,4.22,0.20,0.36,8.47,4.09,122.13,5.64,10.49,NA
10/15/1879,4.68,0.20,0.37,8.94,4.07,128.24,5.39,10.09,NA
11/15/1879,4.93,0.20,0.37,9.42,4.05,128.26,5.16,9.74,NA
12/15/1879,4.92,0.20,0.38,9.70,4.04,124.24,5.05,9.60,NA
1/15/1880,5.11,0.21,0.39,9.99,4.02,125.35,5.03,9.55,NA
2/15/1880,5.20,0.21,0.40,9.99,3.99,127.56,5.15,9.77,NA
3/15/1880,5.30,0.22,0.41,10.09,3.97,128.79,5.22,9.90,NA
4/15/1880,5.18,0.22,0.42,9.70,3.94,130.81,5.56,10.52,NA
5/15/1880,4.77,0.23,0.43,9.42,3.91,124.10,5.85,11.08,NA
6/15/1880,4.79,0.23,0.44,9.23,3.89,127.19,6.11,11.55,NA
7/15/1880,5.01,0.24,0.44,9.23,3.86,133.03,6.24,11.80,NA
8/15/1880,5.19,0.24,0.45,9.23,3.83,137.81,6.37,12.04,NA
9/15/1880,5.18,0.25,0.46,9.32,3.81,136.14,6.44,12.16,NA
10/15/1880,5.33,0.25,0.47,9.32,3.78,140.09,6.57,12.40,NA
11/15/1880,5.61,0.26,0.48,9.42,3.75,145.96,6.63,12.51,NA
12/15/1880,5.84,0.26,0.49,9.51,3.73,150.42,6.70,12.62,NA
1/15/1881,6.19,0.27,0.49,9.42,3.70,161.05,6.89,12.64,18.47
2/15/1881,6.17,0.27,0.48,9.51,3.69,158.92,6.95,12.41,18.15
3/15/1881,6.24,0.28,0.48,9.51,3.69,160.72,7.08,12.30,18.27
4/15/1881,6.22,0.28,0.47,9.61,3.68,158.62,7.14,12.07,17.95
5/15/1881,6.50,0.29,0.47,9.51,3.67,167.42,7.34,12.09,18.87
6/15/1881,6.58,0.29,0.47,9.51,3.67,169.48,7.47,11.98,19.03
7/15/1881,6.35,0.30,0.46,9.61,3.66,161.94,7.52,11.75,18.12
8/15/1881,6.20,0.30,0.46,9.80,3.65,155.04,7.50,11.42,17.29
9/15/1881,6.25,0.31,0.45,10.18,3.65,150.45,7.34,10.89,16.72
10/15/1881,6.15,0.31,0.45,10.28,3.64,146.67,7.39,10.69,16.26
11/15/1881,6.19,0.32,0.44,10.18,3.63,149.01,7.58,10.69,16.48
12/15/1881,6.01,0.32,0.44,10.18,3.63,144.67,7.70,10.59,15.96
1/15/1882,5.92,0.32,0.44,10.18,3.62,142.51,7.70,10.57,15.68
2/15/1882,5.79,0.32,0.44,10.28,3.62,138.09,7.63,10.45,15.15
3/15/1882,5.78,0.32,0.44,10.28,3.62,137.85,7.63,10.43,15.09
4/15/1882,5.78,0.32,0.44,10.37,3.62,136.58,7.56,10.32,14.92
5/15/1882,5.71,0.32,0.44,10.47,3.62,133.70,7.49,10.20,14.57
6/15/1882,5.68,0.32,0.44,10.56,3.62,131.80,7.43,10.09,14.33
7/15/1882,6.00,0.32,0.43,10.47,3.63,140.49,7.49,10.17,15.24
8/15/1882,6.18,0.32,0.43,10.56,3.63,143.40,7.43,10.05,15.53
9/15/1882,6.24,0.32,0.43,10.28,3.63,148.82,7.63,10.31,16.08
10/15/1882,6.07,0.32,0.43,10.18,3.63,146.12,7.70,10.39,15.76
11/15/1882,5.81,0.32,0.43,10.09,3.63,141.18,7.78,10.47,15.19
12/15/1882,5.84,0.32,0.43,9.99,3.63,143.26,7.85,10.55,15.38
1/15/1883,5.81,0.32,0.43,9.99,3.63,142.52,7.87,10.49,15.27
2/15/1883,5.68,0.32,0.43,10.09,3.63,138.02,7.82,10.33,14.76
3/15/1883,5.75,0.32,0.42,9.99,3.63,141.05,7.91,10.36,15.05
4/15/1883,5.87,0.32,0.42,9.90,3.63,145.38,8.01,10.40,15.48
5/15/1883,5.77,0.32,0.42,9.80,3.63,144.29,8.11,10.44,15.34
6/15/1883,5.82,0.33,0.42,9.51,3.63,149.91,8.37,10.69,15.90
7/15/1883,5.73,0.33,0.41,9.32,3.63,150.60,8.56,10.84,15.95
8/15/1883,5.47,0.33,0.41,9.32,3.62,143.77,8.59,10.78,15.20
9/15/1883,5.53,0.33,0.41,9.23,3.62,146.84,8.70,10.82,15.49
10/15/1883,5.38,0.33,0.41,9.23,3.62,142.86,8.72,10.75,15.05
11/15/1883,5.46,0.33,0.40,9.13,3.62,146.49,8.83,10.80,15.41
12/15/1883,5.34,0.33,0.40,9.23,3.62,141.80,8.76,10.62,14.90
1/15/1884,5.18,0.33,0.39,9.23,3.62,137.55,8.72,10.42,14.43
2/15/1884,5.32,0.33,0.39,9.23,3.61,141.27,8.68,10.22,14.81
3/15/1884,5.30,0.33,0.38,9.23,3.60,140.73,8.63,10.02,14.74
4/15/1884,5.06,0.32,0.37,9.04,3.60,137.19,8.77,10.03,14.35
5/15/1884,4.65,0.32,0.36,8.85,3.59,128.79,8.91,10.04,13.47
6/15/1884,4.46,0.32,0.36,8.85,3.58,123.52,8.86,9.83,12.91
7/15/1884,4.46,0.32,0.35,8.75,3.57,124.86,8.91,9.73,13.04
8/15/1884,4.74,0.32,0.34,8.75,3.56,132.70,8.87,9.52,13.86
9/15/1884,4.59,0.32,0.33,8.66,3.55,129.92,8.92,9.41,13.57
10/15/1884,4.44,0.31,0.33,8.56,3.55,127.07,8.97,9.30,13.27
11/15/1884,4.35,0.31,0.32,8.37,3.54,127.32,9.12,9.29,13.30
12/15/1884,4.34,0.31,0.31,8.28,3.53,128.49,9.18,9.18,13.43
1/15/1885,4.24,0.30,0.31,8.28,3.52,125.53,9.01,9.08,13.13
2/15/1885,4.37,0.30,0.30,8.37,3.51,127.91,8.73,8.88,13.38
3/15/1885,4.38,0.29,0.30,8.18,3.50,131.18,8.76,8.98,13.73
4/15/1885,4.37,0.29,0.30,8.28,3.48,129.38,8.49,8.78,13.55
5/15/1885,4.32,0.28,0.29,8.09,3.47,130.91,8.51,8.89,13.71
6/15/1885,4.30,0.28,0.29,7.90,3.46,133.44,8.53,9.00,13.98
7/15/1885,4.46,0.27,0.29,7.99,3.45,136.76,8.25,8.79,14.33
8/15/1885,4.71,0.26,0.28,7.99,3.43,144.42,8.07,8.69,15.13
9/15/1885,4.65,0.26,0.28,7.90,3.42,144.30,7.99,8.69,15.12
10/15/1885,4.92,0.25,0.28,7.90,3.41,152.68,7.81,8.59,15.99
11/15/1885,5.24,0.25,0.27,7.99,3.40,160.67,7.54,8.38,16.82
12/15/1885,5.20,0.24,0.27,8.18,3.38,155.74,7.19,8.09,16.30
1/15/1886,5.20,0.24,0.28,7.99,3.37,159.45,7.31,8.43,16.69
2/15/1886,5.30,0.24,0.28,7.99,3.38,162.51,7.26,8.59,17.01
3/15/1886,5.19,0.24,0.29,7.90,3.40,161.06,7.29,8.84,16.84
4/15/1886,5.12,0.23,0.29,7.80,3.41,160.82,7.33,9.11,16.80
5/15/1886,5.02,0.23,0.30,7.61,3.42,161.62,7.46,9.50,16.86
6/15/1886,5.25,0.23,0.30,7.52,3.43,171.17,7.50,9.78,17.83
7/15/1886,5.33,0.23,0.31,7.61,3.45,171.61,7.35,9.82,17.85
8/15/1886,5.37,0.23,0.31,7.71,3.46,170.76,7.21,9.86,17.72
9/15/1886,5.51,0.23,0.32,7.71,3.47,175.21,7.15,10.02,18.15
10/15/1886,5.65,0.22,0.32,7.71,3.48,179.66,7.10,10.18,18.56
11/15/1886,5.79,0.22,0.33,7.71,3.50,184.11,7.05,10.33,18.97
12/15/1886,5.64,0.22,0.33,7.80,3.51,177.16,6.91,10.37,18.19
1/15/1887,5.58,0.22,0.33,7.99,3.52,171.10,6.82,10.20,17.51
2/15/1887,5.54,0.23,0.34,8.09,3.53,167.87,6.82,10.15,17.13
3/15/1887,5.67,0.23,0.34,8.09,3.55,171.81,6.89,10.23,17.47
4/15/1887,5.80,0.23,0.34,8.09,3.56,175.75,6.97,10.30,17.82
5/15/1887,5.90,0.23,0.34,8.09,3.57,178.78,7.05,10.38,18.08
6/15/1887,5.73,0.24,0.35,7.99,3.58,175.70,7.21,10.58,17.71
7/15/1887,5.59,0.24,0.35,7.90,3.60,173.47,7.37,10.78,17.43
8/15/1887,5.45,0.24,0.35,7.99,3.61,167.11,7.36,10.73,16.74
9/15/1887,5.38,0.24,0.35,7.90,3.62,166.95,7.53,10.94,16.68
10/15/1887,5.20,0.25,0.36,7.99,3.63,159.45,7.51,10.89,15.88
11/15/1887,5.30,0.25,0.36,8.09,3.65,160.60,7.50,10.83,15.95
12/15/1887,5.27,0.25,0.36,8.28,3.66,156.02,7.40,10.66,15.46
1/15/1888,5.31,0.25,0.35,8.37,3.67,155.42,7.27,10.29,15.36
2/15/1888,5.28,0.25,0.34,8.28,3.65,156.32,7.30,10.16,15.42
3/15/1888,5.08,0.25,0.34,8.28,3.63,150.40,7.25,9.92,14.81
4/15/1888,5.10,0.24,0.33,8.18,3.62,152.74,7.29,9.78,15.02
5/15/1888,5.17,0.24,0.32,8.09,3.60,156.66,7.32,9.65,15.39
6/15/1888,5.01,0.24,0.31,7.99,3.58,153.62,7.36,9.51,15.08
7/15/1888,5.14,0.24,0.30,8.09,3.56,155.75,7.22,9.14,15.28
8/15/1888,5.25,0.24,0.29,8.09,3.54,159.09,7.17,8.89,15.60
9/15/1888,5.38,0.24,0.29,8.09,3.52,163.03,7.12,8.64,15.99
10/15/1888,5.35,0.23,0.28,8.18,3.51,160.23,6.99,8.29,15.72
11/15/1888,5.24,0.23,0.27,8.28,3.49,155.13,6.86,7.94,15.22
12/15/1888,5.14,0.23,0.26,8.28,3.47,152.17,6.81,7.70,14.95
1/15/1889,5.24,0.23,0.26,7.99,3.45,160.67,7.03,8.07,15.80
2/15/1889,5.30,0.23,0.27,7.90,3.45,164.47,7.08,8.28,16.19
3/15/1889,5.19,0.23,0.27,7.80,3.45,163.02,7.15,8.48,16.07
4/15/1889,5.18,0.23,0.27,7.80,3.44,162.71,7.12,8.58,16.05
5/15/1889,5.32,0.23,0.28,7.61,3.44,171.28,7.27,8.91,16.92
6/15/1889,5.41,0.23,0.28,7.61,3.44,174.18,7.24,9.01,17.22
7/15/1889,5.30,0.22,0.28,7.61,3.44,170.64,7.22,9.12,16.89
8/15/1889,5.37,0.22,0.29,7.61,3.43,172.89,7.19,9.23,17.13
9/15/1889,5.50,0.22,0.29,7.71,3.43,174.89,7.08,9.22,17.35
10/15/1889,5.40,0.22,0.29,7.71,3.43,171.71,7.05,9.33,17.05
11/15/1889,5.35,0.22,0.30,7.71,3.43,170.12,7.02,9.43,16.91
12/15/1889,5.32,0.22,0.30,7.80,3.42,167.11,6.91,9.42,16.61
1/15/1890,5.38,0.22,0.30,7.61,3.42,173.22,7.08,9.63,17.22
2/15/1890,5.32,0.22,0.30,7.61,3.44,171.28,7.08,9.60,17.03
3/15/1890,5.28,0.22,0.30,7.61,3.45,170.00,7.08,9.58,16.90
4/15/1890,5.39,0.22,0.30,7.61,3.47,173.54,7.08,9.55,17.26
5/15/1890,5.62,0.22,0.30,7.71,3.49,178.71,7.00,9.41,17.79
6/15/1890,5.58,0.22,0.30,7.71,3.50,177.44,7.00,9.38,17.68
7/15/1890,5.54,0.22,0.29,7.71,3.52,176.16,7.00,9.36,17.59
8/15/1890,5.41,0.22,0.29,7.99,3.54,165.89,6.75,8.99,16.60
9/15/1890,5.32,0.22,0.29,8.09,3.55,161.21,6.67,8.86,16.17
10/15/1890,5.08,0.22,0.29,8.09,3.57,153.94,6.67,8.84,15.48
11/15/1890,4.71,0.22,0.29,7.90,3.59,146.16,6.83,9.02,14.75
12/15/1890,4.60,0.22,0.29,7.90,3.60,142.75,6.83,9.00,14.44
1/15/1891,4.84,0.22,0.29,7.80,3.62,152.03,6.91,9.24,15.43
2/15/1891,4.90,0.22,0.30,7.90,3.62,152.06,6.83,9.26,15.48
3/15/1891,4.81,0.22,0.30,7.99,3.62,147.49,6.75,9.28,15.05
4/15/1891,4.97,0.22,0.31,8.09,3.62,150.60,6.67,9.29,15.41
5/15/1891,4.95,0.22,0.31,7.99,3.61,151.78,6.75,9.53,15.57
6/15/1891,4.85,0.22,0.32,7.80,3.61,152.34,6.91,9.89,15.66
7/15/1891,4.77,0.22,0.32,7.71,3.61,151.68,7.00,10.15,15.62
8/15/1891,4.93,0.22,0.32,7.71,3.61,156.77,7.00,10.28,16.16
9/15/1891,5.33,0.22,0.33,7.61,3.61,171.61,7.08,10.54,17.71
10/15/1891,5.33,0.22,0.33,7.61,3.61,171.61,7.08,10.68,17.72
11/15/1891,5.25,0.22,0.34,7.52,3.60,171.17,7.17,10.95,17.67
12/15/1891,5.41,0.22,0.34,7.52,3.60,176.39,7.17,11.09,18.21
1/15/1892,5.51,0.22,0.34,7.33,3.60,184.31,7.42,11.46,19.02
2/15/1892,5.52,0.22,0.35,7.33,3.61,184.65,7.47,11.54,19.04
3/15/1892,5.58,0.23,0.35,7.14,3.63,191.63,7.73,11.93,19.74
4/15/1892,5.57,0.23,0.35,7.04,3.64,193.87,7.89,12.18,19.94
5/15/1892,5.57,0.23,0.35,7.04,3.65,193.87,7.95,12.27,19.91
6/15/1892,5.54,0.23,0.36,7.04,3.66,192.83,8.01,12.36,19.77
7/15/1892,5.54,0.23,0.36,7.23,3.68,187.75,7.85,12.12,19.21
8/15/1892,5.62,0.23,0.36,7.33,3.69,187.99,7.80,12.04,19.20
9/15/1892,5.48,0.24,0.36,7.33,3.70,183.31,7.86,12.13,18.69
10/15/1892,5.59,0.24,0.37,7.33,3.71,186.99,7.92,12.21,19.04
11/15/1892,5.57,0.24,0.37,7.52,3.73,181.60,7.77,11.98,18.46
12/15/1892,5.51,0.24,0.37,7.61,3.74,177.40,7.73,11.91,18.01
1/15/1893,5.61,0.24,0.36,7.90,3.75,174.09,7.47,11.20,17.66
2/15/1893,5.51,0.24,0.35,7.99,3.75,168.95,7.41,10.78,17.13
3/15/1893,5.31,0.24,0.34,7.80,3.74,166.79,7.62,10.76,16.90
4/15/1893,5.31,0.24,0.33,7.71,3.74,168.85,7.74,10.60,17.10
5/15/1893,4.84,0.24,0.32,7.61,3.73,155.83,7.86,10.44,15.78
6/15/1893,4.61,0.25,0.32,7.42,3.73,152.23,8.09,10.40,15.42
7/15/1893,4.18,0.25,0.31,7.23,3.73,141.66,8.33,10.36,14.35
8/15/1893,4.08,0.25,0.30,6.95,3.72,143.96,8.70,10.47,14.59
9/15/1893,4.37,0.25,0.29,7.23,3.72,148.10,8.39,9.74,15.01
10/15/1893,4.50,0.25,0.28,7.33,3.71,150.53,8.31,9.31,15.27
11/15/1893,4.57,0.25,0.27,7.14,3.71,156.95,8.56,9.25,15.94
12/15/1893,4.41,0.25,0.26,7.04,3.70,153.50,8.70,9.05,15.61
1/15/1894,4.32,0.25,0.25,6.85,3.70,154.54,8.83,9.00,15.74
2/15/1894,4.38,0.24,0.24,6.76,3.68,158.90,8.83,8.83,16.20
3/15/1894,4.51,0.24,0.24,6.57,3.66,168.35,8.96,8.77,17.19
4/15/1894,4.57,0.24,0.23,6.57,3.64,170.59,8.84,8.46,17.43
5/15/1894,4.40,0.23,0.22,6.57,3.62,164.25,8.71,8.15,16.81
6/15/1894,4.34,0.23,0.21,6.57,3.60,162.01,8.59,7.84,16.61
7/15/1894,4.25,0.23,0.20,6.57,3.58,158.65,8.46,7.53,16.29
8/15/1894,4.41,0.22,0.19,6.76,3.56,159.98,8.10,7.01,16.46
9/15/1894,4.48,0.22,0.19,6.85,3.54,160.27,7.87,6.62,16.52
10/15/1894,4.34,0.22,0.18,6.66,3.52,159.69,7.97,6.50,16.50
11/15/1894,4.34,0.21,0.17,6.66,3.50,159.69,7.85,6.19,16.54
12/15/1894,4.30,0.21,0.16,6.57,3.48,160.51,7.84,5.97,16.67
1/15/1895,4.25,0.21,0.17,6.57,3.46,158.65,7.78,6.25,16.52
2/15/1895,4.19,0.21,0.18,6.57,3.47,156.41,7.72,6.53,16.33
3/15/1895,4.19,0.21,0.18,6.57,3.48,156.41,7.65,6.81,16.36
4/15/1895,4.37,0.20,0.19,6.85,3.50,156.33,7.27,6.80,16.39
5/15/1895,4.61,0.20,0.20,6.95,3.51,162.66,7.12,6.97,17.08
6/15/1895,4.70,0.20,0.21,7.04,3.52,163.59,6.96,7.14,17.21
7/15/1895,4.72,0.20,0.21,6.95,3.53,166.54,7.00,7.50,17.55
8/15/1895,4.79,0.20,0.22,6.85,3.54,171.36,7.04,7.87,18.07
9/15/1895,4.82,0.20,0.23,6.85,3.55,172.43,6.98,8.14,18.20
10/15/1895,4.75,0.19,0.24,6.85,3.57,169.92,6.92,8.41,17.94
11/15/1895,4.59,0.19,0.24,6.85,3.58,164.20,6.86,8.68,17.34
12/15/1895,4.32,0.19,0.25,6.76,3.59,156.72,6.89,9.07,16.55
1/15/1896,4.27,0.19,0.25,6.66,3.60,157.12,6.96,9.08,16.58
2/15/1896,4.45,0.19,0.24,6.57,3.58,166.11,7.03,9.08,17.52
3/15/1896,4.38,0.19,0.24,6.57,3.57,163.50,7.00,8.96,17.23
4/15/1896,4.42,0.19,0.24,6.47,3.55,167.42,7.07,8.97,17.64
5/15/1896,4.40,0.19,0.23,6.37,3.53,169.15,7.14,8.97,17.83
6/15/1896,4.32,0.19,0.23,6.28,3.52,168.59,7.22,8.98,17.78
7/15/1896,4.04,0.18,0.23,6.28,3.50,157.66,7.19,8.85,16.64
8/15/1896,3.81,0.18,0.22,6.28,3.48,148.69,7.15,8.71,15.70
9/15/1896,4.01,0.18,0.22,6.28,3.47,156.49,7.12,8.59,16.54
10/15/1896,4.10,0.18,0.22,6.47,3.45,155.30,6.88,8.21,16.44
11/15/1896,4.38,0.18,0.21,6.66,3.43,161.17,6.65,7.85,17.09
12/15/1896,4.22,0.18,0.21,6.66,3.42,155.28,6.62,7.73,16.50
1/15/1897,4.22,0.18,0.22,6.47,3.40,159.84,6.82,8.27,17.03
2/15/1897,4.18,0.18,0.23,6.47,3.40,158.33,6.82,8.59,16.89
3/15/1897,4.19,0.18,0.24,6.47,3.39,158.71,6.82,8.90,16.96
4/15/1897,4.06,0.18,0.24,6.37,3.39,156.08,6.92,9.35,16.70
5/15/1897,4.08,0.18,0.25,6.28,3.38,159.22,7.02,9.82,17.05
6/15/1897,4.27,0.18,0.26,6.28,3.38,166.64,7.02,10.15,17.85
7/15/1897,4.46,0.18,0.27,6.28,3.38,174.05,7.02,10.47,18.65
8/15/1897,4.75,0.18,0.28,6.57,3.37,177.31,6.72,10.33,19.01
9/15/1897,4.98,0.18,0.29,6.76,3.37,180.66,6.53,10.34,19.37
10/15/1897,4.82,0.18,0.29,6.66,3.36,177.36,6.62,10.79,19.03
11/15/1897,4.65,0.18,0.30,6.66,3.36,171.10,6.62,11.10,18.36
12/15/1897,4.75,0.18,0.31,6.66,3.35,174.78,6.62,11.41,18.75
1/15/1898,4.88,0.18,0.31,6.66,3.35,179.56,6.69,11.53,19.25
2/15/1898,4.87,0.18,0.32,6.76,3.33,176.67,6.65,11.49,18.92
3/15/1898,4.65,0.19,0.32,6.76,3.31,168.69,6.71,11.61,18.04
