temperature,dewPoint,precipitation,windChill,visibility,humidity,windDir,pressure,windSpeed,time,Date,conditions,events,gustSpeed
46.4,46.4,0.00,42.4,0.8,100%,ENE,29.76,8.1,8:44 PM,"Saturday, May 7, 2016",,,"
  -
"
46.9,46.0,0.00,"
  -
",0.8,97%,ENE,29.76,8.1,8:54 PM,"Saturday, May 7, 2016",,,"
  -
"
46.9,46.0,0.00,"
  -
",4.0,97%,ENE,29.76,3.5,9:54 PM,"Saturday, May 7, 2016",,,"
  -
"
46.4,46.4,N/A,"
  -
",7.0,100%,Calm,29.76,Calm,10:34 PM,"Saturday, May 7, 2016",,,"
  -
"
46.0,45.0,N/A,44.8,7.0,96%,ENE,29.75,3.5,10:54 PM,"Saturday, May 7, 2016",,,"
  -
"
46.4,44.6,N/A,44.3,7.0,93%,ESE,29.74,4.6,11:44 PM,"Saturday, May 7, 2016",,,"
  -
"
46.9,45.0,N/A,"
  -
",7.0,93%,ENE,29.73,5.8,11:54 PM,"Saturday, May 7, 2016",,,"
  -
"
46.0,45.0,N/A,"
  -
",7.0,96%,Calm,29.72,Calm,12:54 AM,"Sunday, May 8, 2016",,,"
  -
"
46.4,44.6,N/A,45.2,2.5,93%,SE,29.71,3.5,1:28 AM,"Sunday, May 8, 2016",,,"
  -
"
46.0,45.0,N/A,44.8,2.5,96%,SSE,29.70,3.5,1:54 AM,"Sunday, May 8, 2016",,,"
  -
"
46.4,44.6,0.00,44.3,1.5,93%,South,29.69,4.6,2:33 AM,"Sunday, May 8, 2016",,,"
  -
"
46.9,46.0,0.00,"
  -
",1.5,97%,South,29.68,3.5,2:54 AM,"Sunday, May 8, 2016",,,"
  -
"
46.4,46.4,0.00,45.2,2.0,100%,South,29.67,3.5,3:11 AM,"Sunday, May 8, 2016",,,"
  -
"
46.9,46.0,0.00,"
  -
",4.0,97%,SW,29.67,8.1,3:54 AM,"Sunday, May 8, 2016",,,"
  -
"
46.4,46.4,N/A,40.7,5.0,100%,SW,29.67,12.7,4:02 AM,"Sunday, May 8, 2016",,,"
  -
"
48.0,48.0,N/A,"
  -
",5.0,100%,Calm,29.66,Calm,4:54 AM,"Sunday, May 8, 2016",,,"
  -
"
48.9,46.9,N/A,"
  -
",5.0,93%,South,29.65,5.8,5:54 AM,"Sunday, May 8, 2016",,,"
  -
"
48.2,48.2,N/A,"
  -
",4.0,100%,SSE,29.63,8.1,6:22 AM,"Sunday, May 8, 2016",,,"
  -
"
48.2,48.2,N/A,"
  -
",1.0,100%,South,29.64,9.2,6:29 AM,"Sunday, May 8, 2016",,,"
  -
"
48.9,48.0,N/A,"
  -
",1.0,97%,South,29.65,8.1,6:54 AM,"Sunday, May 8, 2016",,,"
  -
"
50.0,48.2,N/A,"
  -
",3.0,94%,South,29.64,4.6,7:21 AM,"Sunday, May 8, 2016",,,"
  -
"
51.8,50.0,N/A,"
  -
",3.0,94%,South,29.63,6.9,7:38 AM,"Sunday, May 8, 2016",,,"
  -
"
52.0,50.0,N/A,"
  -
",3.0,93%,SW,29.63,10.4,7:54 AM,"Sunday, May 8, 2016",,,"
  -
"
53.6,48.2,N/A,"
  -
",10.0,82%,SW,29.63,11.5,8:18 AM,"Sunday, May 8, 2016",,,"
  -
"
55.4,48.2,N/A,"
  -
",10.0,77%,SW,29.63,11.5,8:43 AM,"Sunday, May 8, 2016",,,"
  -
"
55.9,48.9,N/A,"
  -
",10.0,77%,SW,29.61,8.1,8:54 AM,"Sunday, May 8, 2016",,,"
  -
"
57.2,48.2,N/A,"
  -
",10.0,72%,South,29.59,11.5,9:45 AM,"Sunday, May 8, 2016",,,"
  -
"
59.0,48.0,N/A,"
  -
",10.0,67%,SSW,29.59,13.8,9:54 AM,"Sunday, May 8, 2016",,,"
  -
"
57.0,46.9,0.00,"
  -
",7.0,69%,SSW,29.57,17.3,10:54 AM,"Sunday, May 8, 2016",,,"
  -
"
55.4,48.2,0.00,"
  -
",10.0,77%,South,29.57,15.0,11:46 AM,"Sunday, May 8, 2016",,,"
  -
"
55.0,48.9,0.00,"
  -
",10.0,80%,South,29.57,12.7,11:54 AM,"Sunday, May 8, 2016",,,"
  -
"
53.1,50.0,0.02,"
  -
",7.0,89%,SSW,29.57,18.4,12:54 PM,"Sunday, May 8, 2016",,,24.2
54.0,50.0,0.00,"
  -
",10.0,86%,SW,29.56,15.0,1:54 PM,"Sunday, May 8, 2016",,,"
  -
"
55.4,50.0,N/A,"
  -
",10.0,82%,SW,29.56,16.1,2:19 PM,"Sunday, May 8, 2016",,,"
  -
"
55.9,50.0,0.00,"
  -
",10.0,80%,SW,29.56,13.8,2:54 PM,"Sunday, May 8, 2016",,,"
  -
"
57.2,51.8,0.00,"
  -
",10.0,82%,SW,29.55,12.7,3:02 PM,"Sunday, May 8, 2016",,,"
  -
"
62.1,48.9,0.00,"
  -
",10.0,62%,WSW,29.55,13.8,3:54 PM,"Sunday, May 8, 2016",,,"
  -
"
61.0,39.9,N/A,"
  -
",10.0,46%,West,29.57,12.7,4:54 PM,"Sunday, May 8, 2016",,,23.0
61.0,32.0,N/A,"
  -
",10.0,34%,West,29.60,20.7,5:54 PM,"Sunday, May 8, 2016",,,28.8
60.1,28.0,N/A,"
  -
",10.0,30%,NW,29.67,21.9,6:54 PM,"Sunday, May 8, 2016",,,29.9
57.0,27.0,N/A,"
  -
",10.0,32%,WNW,29.72,20.7,7:54 PM,"Sunday, May 8, 2016",,,29.9
55.0,28.0,N/A,"
  -
",10.0,35%,WNW,29.77,12.7,8:54 PM,"Sunday, May 8, 2016",,,"
  -
"
53.1,28.9,N/A,"
  -
",10.0,40%,West,29.80,12.7,9:54 PM,"Sunday, May 8, 2016",,,21.9
52.0,30.9,N/A,"
  -
",10.0,45%,West,29.81,11.5,10:54 PM,"Sunday, May 8, 2016",,,"
  -
"
50.0,30.9,N/A,"
  -
",10.0,48%,SW,29.81,9.2,11:54 PM,"Sunday, May 8, 2016",,,"
  -
"
50.0,30.9,N/A,"
  -
",10.0,48%,SW,29.84,11.5,12:54 AM,"Monday, May 9, 2016",,,"
  -
"
50.0,30.9,N/A,"
  -
",10.0,48%,WSW,29.85,12.7,1:54 AM,"Monday, May 9, 2016",,,20.7
48.0,33.1,N/A,"
  -
",10.0,56%,SW,29.86,5.8,2:54 AM,"Monday, May 9, 2016",,,"
  -
"
48.0,34.0,N/A,"
  -
",10.0,58%,SW,29.85,5.8,3:54 AM,"Monday, May 9, 2016",,,"
  -
"
46.0,33.1,N/A,40.6,10.0,61%,SW,29.87,11.5,4:54 AM,"Monday, May 9, 2016",,,"
  -
"
"
  -
","
  -
",N/A,"
  -
",10.0,N/A%,SW,29.91,15.0,5:54 AM,"Monday, May 9, 2016",,,"
  -
"
48.9,34.0,N/A,"
  -
",10.0,56%,SW,29.92,13.8,6:54 AM,"Monday, May 9, 2016",,,"
  -
"
54.0,35.1,N/A,"
  -
",10.0,49%,WSW,29.94,17.3,7:54 AM,"Monday, May 9, 2016",,,24.2
55.9,35.1,N/A,"
  -
",10.0,45%,West,29.93,18.4,8:54 AM,"Monday, May 9, 2016",,,27.6
54.0,35.1,N/A,"
  -
",10.0,49%,NNW,29.95,12.7,9:54 AM,"Monday, May 9, 2016",,,"
  -
"
57.0,30.0,N/A,"
  -
",10.0,36%,West,29.94,15.0,10:54 AM,"Monday, May 9, 2016",,,24.2
60.1,28.0,N/A,"
  -
",10.0,30%,WNW,29.94,20.7,11:54 AM,"Monday, May 9, 2016",,,28.8
63.0,28.0,N/A,"
  -
",10.0,27%,West,29.93,24.2,12:54 PM,"Monday, May 9, 2016",,,31.1
64.0,26.1,N/A,"
  -
",10.0,24%,West,29.93,20.7,1:54 PM,"Monday, May 9, 2016",,,29.9
64.0,26.1,N/A,"
  -
",10.0,24%,West,29.93,19.6,2:54 PM,"Monday, May 9, 2016",,,35.7
64.0,25.0,N/A,"
  -
",10.0,23%,West,29.93,23.0,3:54 PM,"Monday, May 9, 2016",,,31.1
64.0,25.0,N/A,"
  -
",10.0,23%,WNW,29.93,16.1,4:54 PM,"Monday, May 9, 2016",,,38.0
64.0,25.0,N/A,"
  -
",10.0,23%,NW,29.93,15.0,5:54 PM,"Monday, May 9, 2016",,,23.0
61.0,24.1,N/A,"
  -
",10.0,24%,NW,29.96,15.0,6:54 PM,"Monday, May 9, 2016",,,"
  -
"
59.0,21.9,N/A,"
  -
",10.0,24%,NW,30.00,15.0,7:54 PM,"Monday, May 9, 2016",,,21.9
57.0,24.1,N/A,"
  -
",10.0,28%,NW,30.05,19.6,8:54 PM,"Monday, May 9, 2016",,,25.3
53.1,25.0,N/A,"
  -
",10.0,34%,NW,30.08,17.3,9:54 PM,"Monday, May 9, 2016",,,"
  -
"
52.0,24.1,N/A,"
  -
",10.0,34%,NNW,30.10,10.4,10:54 PM,"Monday, May 9, 2016",,,18.4
50.0,23.0,N/A,"
  -
",10.0,35%,NW,30.12,9.2,11:54 PM,"Monday, May 9, 2016",,,"
  -
"
48.9,38%,Clear,24.1,West,30.13,6.9,in,"
  -
",12:54 AM,"Tuesday, May 10, 2016",,,N/A
48.9,39%,Clear,25.0,West,30.14,6.9,in,"
  -
",1:54 AM,"Tuesday, May 10, 2016",,,N/A
48.0,41%,Clear,25.0,WSW,30.14,9.2,in,"
  -
",2:54 AM,"Tuesday, May 10, 2016",,,N/A
46.9,42%,Clear,25.0,West,30.14,9.2,in,"
  -
",3:54 AM,"Tuesday, May 10, 2016",,,N/A
46.9,42%,Clear,25.0,West,30.14,12.7,in,"
  -
",4:54 AM,"Tuesday, May 10, 2016",,,N/A
46.9,44%,Clear,26.1,West,30.16,11.5,in,"
  -
",5:54 AM,"Tuesday, May 10, 2016",,,N/A
48.0,42%,Partly Cloudy,26.1,West,30.17,12.7,in,"
  -
",6:54 AM,"Tuesday, May 10, 2016",,,N/A
51.1,39%,Partly Cloudy,27.0,West,30.17,12.7,in,"
  -
",7:54 AM,"Tuesday, May 10, 2016",,,N/A
54.0,35%,Partly Cloudy,27.0,WNW,30.17,9.2,in,"
  -
",8:54 AM,"Tuesday, May 10, 2016",,,N/A
57.0,33%,Partly Cloudy,28.0,WNW,30.18,12.7,in,"
  -
",9:54 AM,"Tuesday, May 10, 2016",,,N/A
59.0,33%,Partly Cloudy,30.0,WSW,30.18,6.9,in,"
  -
",10:54 AM,"Tuesday, May 10, 2016",,,N/A
63.0,31%,Scattered Clouds,32.0,West,30.17,9.2,in,"
  -
",11:54 AM,"Tuesday, May 10, 2016",,,N/A
64.0,31%,Partly Cloudy,33.1,West,30.14,9.2,in,"
  -
",12:54 PM,"Tuesday, May 10, 2016",,,N/A
66.9,31%,Partly Cloudy,35.1,WSW,30.12,6.9,in,17.3,1:54 PM,"Tuesday, May 10, 2016",,,N/A
68.0,31%,Scattered Clouds,36.0,WSW,30.09,6.9,in,"
  -
",2:54 PM,"Tuesday, May 10, 2016",,,N/A
69.1,30%,Mostly Cloudy,36.0,SW,30.07,8.1,in,17.3,3:54 PM,"Tuesday, May 10, 2016",,,N/A
70.0,29%,Mostly Cloudy,36.0,WSW,30.06,11.5,in,"
  -
",4:54 PM,"Tuesday, May 10, 2016",,,N/A
70.0,29%,Mostly Cloudy,36.0,WSW,30.05,10.4,in,18.4,5:54 PM,"Tuesday, May 10, 2016",,,N/A
70.0,27%,Mostly Cloudy,34.0,WSW,30.05,8.1,in,"
  -
",6:54 PM,"Tuesday, May 10, 2016",,,N/A
66.9,28%,Scattered Clouds,33.1,SW,30.06,10.4,in,"
  -
",7:54 PM,"Tuesday, May 10, 2016",,,N/A
64.0,33%,Scattered Clouds,34.0,SSW,30.07,9.2,in,"
  -
",8:54 PM,"Tuesday, May 10, 2016",,,N/A
60.1,41%,Partly Cloudy,36.0,SW,30.09,8.1,in,"
  -
",9:54 PM,"Tuesday, May 10, 2016",,,N/A
59.0,42%,Clear,36.0,SW,30.09,8.1,in,"
  -
",10:54 PM,"Tuesday, May 10, 2016",,,N/A
61.0,38%,Clear,35.1,West,30.10,8.1,in,"
  -
",11:54 PM,"Tuesday, May 10, 2016",,,N/A
60.1,39%,Clear,35.1,WNW,30.11,9.2,in,"
  -
",12:54 AM,"Wednesday, May 11, 2016",,,N/A
57.9,44%,Clear,36.0,NNW,30.12,5.8,in,"
  -
",1:54 AM,"Wednesday, May 11, 2016",,,N/A
57.0,44%,Clear,35.1,NNW,30.12,8.1,in,"
  -
",2:54 AM,"Wednesday, May 11, 2016",,,N/A
55.9,47%,Clear,36.0,NW,30.14,5.8,in,"
  -
",3:54 AM,"Wednesday, May 11, 2016",,,N/A
54.0,49%,Clear,35.1,West,30.17,4.6,in,"
  -
",5:54 AM,"Wednesday, May 11, 2016",,,N/A
57.0,45%,Clear,36.0,WNW,30.17,6.9,in,"
  -
",6:54 AM,"Wednesday, May 11, 2016",,,N/A
61.0,38%,Clear,35.1,WNW,30.17,4.6,in,"
  -
",7:54 AM,"Wednesday, May 11, 2016",,,N/A
63.0,34%,Clear,34.0,WNW,30.17,9.2,in,"
  -
",8:54 AM,"Wednesday, May 11, 2016",,,N/A
66.9,27%,Clear,32.0,NW,30.16,11.5,in,16.1,9:54 AM,"Wednesday, May 11, 2016",,,N/A
63.0,41%,Clear,39.0,SE,30.15,5.8,in,"
  -
",10:54 AM,"Wednesday, May 11, 2016",,,N/A
63.0,40%,Clear,37.9,East,30.14,10.4,in,"
  -
",11:54 AM,"Wednesday, May 11, 2016",,,N/A
62.1,43%,Clear,39.0,East,30.12,11.5,in,"
  -
",12:54 PM,"Wednesday, May 11, 2016",,,N/A
64.9,37%,Clear,37.9,East,30.09,8.1,in,"
  -
",1:54 PM,"Wednesday, May 11, 2016",,,N/A
62.1,48%,Clear,42.1,East,30.08,10.4,in,"
  -
",2:54 PM,"Wednesday, May 11, 2016",,,N/A
61.0,54%,Partly Cloudy,44.1,East,30.06,10.4,in,"
  -
",3:54 PM,"Wednesday, May 11, 2016",,,N/A
64.0,43%,Partly Cloudy,41.0,East,30.05,8.1,in,"
  -
",4:54 PM,"Wednesday, May 11, 2016",,,N/A
64.0,46%,Partly Cloudy,43.0,ESE,30.04,9.2,in,"
  -
",5:54 PM,"Wednesday, May 11, 2016",,,N/A
63.0,52%,Partly Cloudy,45.0,East,30.05,6.9,in,"
  -
",6:54 PM,"Wednesday, May 11, 2016",,,N/A
61.0,58%,Scattered Clouds,46.0,East,30.06,3.5,in,"
  -
",7:54 PM,"Wednesday, May 11, 2016",,,N/A
62.1,53%,Scattered Clouds,45.0,South,30.09,6.9,in,"
  -
",8:54 PM,"Wednesday, May 11, 2016",,,N/A
60.1,55%,Partly Cloudy,44.1,SSW,30.10,5.8,in,"
  -
",9:54 PM,"Wednesday, May 11, 2016",,,N/A
62.1,48%,Clear,42.1,West,30.12,3.5,in,"
  -
",10:54 PM,"Wednesday, May 11, 2016",,,N/A
62.1,52%,Clear,44.1,NW,30.12,5.8,in,"
  -
",11:54 PM,"Wednesday, May 11, 2016",,,N/A
59.0,49%,Clear,39.9,North,30.13,9.2,in,"
  -
",12:54 AM,"Thursday, May 12, 2016",,,N/A
55.9,51%,Clear,37.9,North,30.14,11.5,in,"
  -
",1:54 AM,"Thursday, May 12, 2016",,,N/A
55.9,47%,Clear,36.0,North,30.14,6.9,in,"
  -
",2:54 AM,"Thursday, May 12, 2016",,,N/A
55.9,42%,Clear,33.1,North,30.14,8.1,in,"
  -
",3:54 AM,"Thursday, May 12, 2016",,,N/A
55.0,40%,Clear,30.9,North,30.13,5.8,in,"
  -
",4:54 AM,"Thursday, May 12, 2016",,,N/A
55.0,43%,Clear,33.1,NNW,30.15,5.8,in,"
  -
",5:54 AM,"Thursday, May 12, 2016",,,N/A
57.0,36%,Clear,30.0,NNW,30.17,5.8,in,"
  -
",6:54 AM,"Thursday, May 12, 2016",,,N/A
61.0,31%,Clear,30.0,North,30.17,5.8,in,"
  -
",7:54 AM,"Thursday, May 12, 2016",,,N/A
64.0,28%,Clear,30.0,NE,30.18,6.9,in,"
  -
",8:54 AM,"Thursday, May 12, 2016",,,N/A
64.0,29%,Clear,30.9,East,30.18,8.1,in,"
  -
",9:54 AM,"Thursday, May 12, 2016",,,N/A
63.0,35%,Clear,35.1,ESE,30.17,10.4,in,"
  -
",10:54 AM,"Thursday, May 12, 2016",,,N/A
63.0,30%,Clear,30.9,ESE,30.16,9.2,in,"
  -
",11:54 AM,"Thursday, May 12, 2016",,,N/A
64.0,33%,Clear,34.0,East,30.12,10.4,in,"
  -
",12:54 PM,"Thursday, May 12, 2016",,,N/A
63.0,43%,Clear,39.9,East,30.11,11.5,in,"
  -
",1:54 PM,"Thursday, May 12, 2016",,,N/A
64.9,37%,Partly Cloudy,37.9,East,30.09,11.5,in,"
  -
",2:54 PM,"Thursday, May 12, 2016",,,N/A
64.0,45%,Partly Cloudy,42.1,East,30.07,11.5,in,"
  -
",3:54 PM,"Thursday, May 12, 2016",,,N/A
64.9,37%,Partly Cloudy,37.9,East,30.06,12.7,in,"
  -
",4:54 PM,"Thursday, May 12, 2016",,,N/A
64.9,47%,Scattered Clouds,44.1,East,30.05,8.1,in,"
  -
",5:54 PM,"Thursday, May 12, 2016",,,N/A
62.1,52%,Mostly Cloudy,44.1,SE,30.04,16.1,in,32.2,6:54 PM,"Thursday, May 12, 2016",,,N/A
64.9,43%,Mostly Cloudy,42.1,South,30.02,10.4,in,"
  -
",7:54 PM,"Thursday, May 12, 2016",,,N/A
62.1,50%,Mostly Cloudy,43.0,South,30.02,6.9,in,"
  -
",8:54 PM,"Thursday, May 12, 2016",,,N/A
62.1,50%,Scattered Clouds,43.0,South,30.03,12.7,in,"
  -
",9:54 PM,"Thursday, May 12, 2016",,,N/A
61.0,48%,Clear,41.0,SSW,30.04,9.2,in,"
  -
",10:54 PM,"Thursday, May 12, 2016",,,N/A
57.9,56%,Clear,42.1,SSW,30.02,8.1,in,"
  -
",11:54 PM,"Thursday, May 12, 2016",,,N/A
57.9,56%,Clear,42.1,SW,30.01,9.2,in,"
  -
",12:54 AM,"Friday, May 13, 2016",,,N/A
55.9,69%,Clear,46.0,SSW,29.99,6.9,in,"
  -
",1:54 AM,"Friday, May 13, 2016",,,N/A
55.0,64%,Clear,43.0,SW,29.99,6.9,in,"
  -
",2:54 AM,"Friday, May 13, 2016",,,N/A
54.0,66%,Partly Cloudy,43.0,SW,29.98,8.1,in,"
  -
",3:54 AM,"Friday, May 13, 2016",,,N/A
52.0,71%,Partly Cloudy,43.0,SSW,29.98,5.8,in,"
  -
",4:54 AM,"Friday, May 13, 2016",,,N/A
53.1,71%,Scattered Clouds,44.1,SSW,29.97,6.9,in,"
  -
",5:54 AM,"Friday, May 13, 2016",,,N/A
55.0,72%,Mostly Cloudy,46.0,SE,29.95,3.5,in,"
  -
",6:54 AM,"Friday, May 13, 2016",,,N/A
55.9,77%,Overcast,48.9,SE,29.96,3.5,in,"
  -
",7:54 AM,"Friday, May 13, 2016",,,N/A
55.4,77%,Overcast,48.2,ESE,29.95,5.8,in,"
  -
",8:25 AM,"Friday, May 13, 2016",,,N/A
57.9,78%,Overcast,51.1,East,29.95,5.8,in,"
  -
",8:54 AM,"Friday, May 13, 2016",,,N/A
55.9,84%,Overcast,51.1,ENE,29.93,9.2,in,"
  -
",9:54 AM,"Friday, May 13, 2016",,,N/A
60.1,78%,Overcast,53.1,ENE,29.91,8.1,in,"
  -
",10:54 AM,"Friday, May 13, 2016",,,N/A
60.8,77%,Overcast,53.6,ENE,29.88,11.5,in,"
  -
",11:47 AM,"Friday, May 13, 2016",,,N/A
63.0,75%,Overcast,55.0,East,29.88,8.1,in,"
  -
",11:54 AM,"Friday, May 13, 2016",,,N/A
64.0,78%,Overcast,57.0,East,29.85,11.5,in,"
  -
",12:54 PM,"Friday, May 13, 2016",,,N/A
62.1,80%,Overcast,55.9,NNE,29.82,4.6,in,"
  -
",1:54 PM,"Friday, May 13, 2016",,,N/A
73.0,64%,Overcast,60.1,South,29.78,15.0,in,"
  -
",2:54 PM,"Friday, May 13, 2016",,,N/A
72.0,64%,Overcast,59.0,South,29.76,12.7,in,"
  -
",3:54 PM,"Friday, May 13, 2016",,,N/A
69.1,73%,Overcast,60.1,South,29.75,13.8,in,"
  -
",4:54 PM,"Friday, May 13, 2016",,,N/A
66.9,76%,in,59.0,SSW,29.74,13.8,in,"
  -
",5:54 PM,"Friday, May 13, 2016",,,0.00
64.9,84%,in,60.1,South,29.74,11.5,in,"
  -
",6:54 PM,"Friday, May 13, 2016",,,0.00
62.6,94%,in,60.8,SSW,29.74,9.2,in,"
  -
",7:43 PM,"Friday, May 13, 2016",,,0.02
63.0,93%,in,61.0,SSW,29.74,10.4,in,"
  -
",7:54 PM,"Friday, May 13, 2016",,,0.03
62.6,94%,in,60.8,SSW,29.74,8.1,in,"
  -
",8:14 PM,"Friday, May 13, 2016",,,0.01
63.0,93%,in,61.0,SW,29.74,10.4,in,"
  -
",8:54 PM,"Friday, May 13, 2016",,,0.03
63.0,90%,in,60.1,SW,29.74,10.4,in,"
  -
",9:54 PM,"Friday, May 13, 2016",,,0.01
63.0,90%,in,60.1,WSW,29.72,9.2,in,"
  -
",10:54 PM,"Friday, May 13, 2016",,,0.02
62.6,94%,in,60.8,SSW,29.71,6.9,in,18.4,11:01 PM,"Friday, May 13, 2016",,,0.00
62.6,94%,in,60.8,WSW,29.73,10.4,in,"
  -
",11:42 PM,"Friday, May 13, 2016",,,0.01
62.1,93%,in,60.1,WSW,29.73,11.5,in,"
  -
",11:54 PM,"Friday, May 13, 2016",,,0.01
62.6,94%,in,60.8,WSW,29.73,8.1,in,"
  -
",12:16 AM,"Saturday, May 14, 2016",,,0.01
63.0,87%,in,59.0,West,29.72,6.9,in,"
  -
",12:54 AM,"Saturday, May 14, 2016",,,0.01
62.1,86%,in,57.9,West,29.72,9.2,in,"
  -
",1:54 AM,"Saturday, May 14, 2016",,,0.00
62.1,86%,Clear,57.9,West,29.71,9.2,in,"
  -
",2:54 AM,"Saturday, May 14, 2016",,,N/A
61.0,83%,Clear,55.9,West,29.70,9.2,in,"
  -
",3:54 AM,"Saturday, May 14, 2016",,,N/A
60.1,83%,Scattered Clouds,55.0,West,29.71,12.7,in,"
  -
",4:54 AM,"Saturday, May 14, 2016",,,N/A
59.0,83%,Scattered Clouds,54.0,West,29.73,10.4,in,"
  -
",5:54 AM,"Saturday, May 14, 2016",,,N/A
61.0,75%,Scattered Clouds,53.1,WNW,29.73,10.4,in,"
  -
",6:54 AM,"Saturday, May 14, 2016",,,N/A
63.0,67%,Scattered Clouds,52.0,WNW,29.73,9.2,in,17.3,7:54 AM,"Saturday, May 14, 2016",,,N/A
66.0,56%,Clear,50.0,WNW,29.73,11.5,in,"
  -
",8:54 AM,"Saturday, May 14, 2016",,,N/A
69.1,51%,Clear,50.0,West,29.72,9.2,in,"
  -
",9:54 AM,"Saturday, May 14, 2016",,,N/A
71.1,44%,Clear,48.0,Variable,29.70,4.6,in,"
  -
",10:54 AM,"Saturday, May 14, 2016",,,N/A
73.0,39%,Clear,46.9,SW,29.69,9.2,in,"
  -
",11:54 AM,"Saturday, May 14, 2016",,,N/A
73.0,39%,Clear,46.9,Variable,29.67,3.5,in,"
  -
",12:54 PM,"Saturday, May 14, 2016",,,N/A
77.0,33%,Mostly Cloudy,46.0,SW,29.64,12.7,in,23.0,1:54 PM,"Saturday, May 14, 2016",,,N/A
70.0,47%,Mostly Cloudy,48.9,ESE,29.62,13.8,in,"
  -
",2:54 PM,"Saturday, May 14, 2016",,,N/A
69.8,46%,Mostly Cloudy,48.2,East,29.61,17.3,in,"
  -
",3:07 PM,"Saturday, May 14, 2016",,,N/A
66.0,50%,Mostly Cloudy,46.9,ESE,29.59,17.3,in,"
  -
",3:54 PM,"Saturday, May 14, 2016",,,N/A
73.9,39%,Mostly Cloudy,47.7,SSE,29.57,8.1,in,"
  -
",4:54 PM,"Saturday, May 14, 2016",,,N/A
73.9,33%,Overcast,43.3,SW,29.57,20.7,in,26.5,5:54 PM,"Saturday, May 14, 2016",,,N/A
71.1,41%,Overcast,46.0,SSW,29.58,20.7,in,28.8,6:54 PM,"Saturday, May 14, 2016",,,N/A
68.0,48%,Overcast,47.8,SSW,29.59,19.6,in,27.6,7:54 PM,"Saturday, May 14, 2016",,,N/A
64.9,58%,Overcast,50.0,SSW,29.59,11.5,in,"
  -
",8:54 PM,"Saturday, May 14, 2016",,,N/A
62.1,65%,Overcast,50.2,South,29.58,10.4,in,"
  -
",9:54 PM,"Saturday, May 14, 2016",,,N/A
61.0,67%,Mostly Cloudy,49.8,SSW,29.57,11.5,in,"
  -
",10:54 PM,"Saturday, May 14, 2016",,,N/A
61.0,69%,Overcast,50.9,SW,29.55,9.2,in,"
  -
",11:54 PM,"Saturday, May 14, 2016",,,N/A
59.0,52.2,0.00,"
  -
",10.0,78%,South,29.53,10.4,12:54 AM,"Sunday, May 15, 2016",,,"
  -
"
59.0,52.0,N/A,"
  -
",10.0,78%,SSW,29.52,10.4,1:54 AM,"Sunday, May 15, 2016",,,"
  -
"
57.9,51.3,N/A,"
  -
",10.0,78%,SSW,29.52,15.0,2:54 AM,"Sunday, May 15, 2016",,,"
  -
"
57.2,51.8,N/A,"
  -
",10.0,82%,SSW,29.51,11.5,3:43 AM,"Sunday, May 15, 2016",,,"
  -
"
59.0,50.5,N/A,"
  -
",10.0,73%,West,29.52,13.8,3:54 AM,"Sunday, May 15, 2016",,,20.7
57.2,48.2,N/A,"
  -
",10.0,72%,West,29.52,13.8,3:56 AM,"Sunday, May 15, 2016",,,20.7
57.2,48.2,N/A,"
  -
",10.0,72%,WNW,29.52,12.7,4:08 AM,"Sunday, May 15, 2016",,,20.7
53.1,39.7,N/A,"
  -
",10.0,61%,West,29.54,24.2,4:54 AM,"Sunday, May 15, 2016",,,31.1
53.1,39.2,N/A,"
  -
",10.0,59%,West,29.56,19.6,5:54 AM,"Sunday, May 15, 2016",,,27.6
51.1,37.9,N/A,"
  -
",10.0,61%,West,29.58,13.8,6:54 AM,"Sunday, May 15, 2016",,,27.6
52.0,37.0,N/A,"
  -
",10.0,57%,West,29.59,16.1,7:54 AM,"Sunday, May 15, 2016",,,25.3
54.0,36.0,N/A,"
  -
",10.0,51%,West,29.59,21.9,8:54 AM,"Sunday, May 15, 2016",,,34.5
54.0,36.0,N/A,"
  -
",10.0,51%,West,29.60,17.3,9:54 AM,"Sunday, May 15, 2016",,,31.1
55.9,36.0,N/A,"
  -
",10.0,47%,WSW,29.59,21.9,10:54 AM,"Sunday, May 15, 2016",,,34.5
57.0,33.1,N/A,"
  -
",10.0,40%,WSW,29.60,23.0,11:54 AM,"Sunday, May 15, 2016",,,32.2
59.0,32.0,N/A,"
  -
",10.0,36%,WSW,29.59,25.3,12:54 PM,"Sunday, May 15, 2016",,,33.4
60.1,28.0,N/A,"
  -
",10.0,30%,West,29.60,20.7,1:54 PM,"Sunday, May 15, 2016",,,27.6
60.1,26.1,N/A,"
  -
",10.0,27%,West,29.61,20.7,2:54 PM,"Sunday, May 15, 2016",,,34.5
57.9,26.1,N/A,"
  -
",10.0,30%,WNW,29.62,17.3,3:54 PM,"Sunday, May 15, 2016",,,28.8
55.9,26.1,N/A,"
  -
",10.0,32%,West,29.64,18.4,4:54 PM,"Sunday, May 15, 2016",,,33.4
54.0,27.0,N/A,"
  -
",10.0,35%,West,29.67,23.0,5:54 PM,"Sunday, May 15, 2016",,,31.1
53.1,25.0,N/A,"
  -
",10.0,34%,West,29.68,25.3,6:54 PM,"Sunday, May 15, 2016",,,32.2
50.0,27.0,N/A,"
  -
",10.0,41%,West,29.72,21.9,7:54 PM,"Sunday, May 15, 2016",,,31.1
