,Date,Favorite,Spread,Underdog,Total,Money Odds,Year,Week,Away,Home,Favprob,Dogprob,Awayprob,Homeprob,Awayspread,Homespread,Home Score,Away Score,Overtime?,Homewins,Over,Homecover,Totalscore,Awaycover,Awaywins,Favwins,Favbinned,FavbinnedMP,Favcover,Dogcover,Spreadpush
25,2015-12-13,Jacksonville,-1.0,Indianapolis,46.0,"['-120', '+100']",2015,14,Indianapolis,Jacksonville,0.521739130435,0.478260869565,0.478260869565,0.521739130435,1.0,-1.0,51,16,,1,1.0,1.0,67,0.0,0,1,"(0.5, 0.527]",0.5135,1,0,0
26,2015-12-13,NY Jets,-8.0,Tennessee,43.0,"['-360', '+300']",2015,14,Tennessee,NY Jets,0.757894736842,0.242105263158,0.242105263158,0.757894736842,8.0,-8.0,30,8,,1,0.0,1.0,38,0.0,0,1,"(0.74, 0.767]",0.7535,1,0,0
27,2015-12-13,New England,-5.0,Houston,46.5,"['-240', '+200']",2015,14,New England,Houston,0.679245283019,0.320754716981,0.679245283019,0.320754716981,-5.0,5.0,6,27,,0,0.0,0.0,33,1.0,1,1,"(0.66, 0.687]",0.6735,1,0,0
28,2015-12-13,Denver,-6.0,Oakland,43.0,"['-265', '+225']",2015,14,Oakland,Denver,0.702344546381,0.297655453619,0.297655453619,0.702344546381,6.0,-6.0,12,15,,0,0.0,0.0,27,1.0,1,0,"(0.687, 0.713]",0.7,0,1,0
29,2015-12-13,Green Bay,-6.5,Dallas,42.5,"['-280', '+240']",2015,14,Dallas,Green Bay,0.714714714715,0.285285285285,0.285285285285,0.714714714715,6.5,-6.5,28,7,,1,0.0,1.0,35,0.0,0,1,"(0.713, 0.74]",0.7265,1,0,0
30,2015-12-13,Seattle,-10.5,Baltimore,42.0,"['-525', '+400']",2015,14,Seattle,Baltimore,0.807692307692,0.192307692308,0.807692307692,0.192307692308,-10.5,10.5,6,35,,0,0.0,0.0,41,1.0,1,1,"(0.793, 0.82]",0.8065,1,0,0
31,2015-12-14,NY Giants,-2.0,Miami,48.0,"['-130', '+110']",2015,14,NY Giants,Miami,0.542743538767,0.457256461233,0.542743538767,0.457256461233,-2.0,2.0,24,31,,0,1.0,0.0,55,1.0,1,1,"(0.527, 0.553]",0.54,1,0,0
32,2014-12-04,Dallas,-3.5,Chicago,50.0,"['-205', '+175']",2014,14,Dallas,Chicago,0.648920863309,0.351079136691,0.648920863309,0.351079136691,-3.5,3.5,28,41,,0,1.0,0.0,69,1.0,1,1,"(0.633, 0.66]",0.6465,1,0,0
33,2014-12-07,Miami,-3.0,Baltimore,45.0,"['-165', '+145']",2014,14,Baltimore,Miami,0.604034366829,0.395965633171,0.395965633171,0.604034366829,3.0,-3.0,13,28,,0,0.0,0.0,41,1.0,1,0,"(0.58, 0.607]",0.5935,0,1,0
34,2014-12-07,Cincinnati,-3.0,Pittsburgh,47.5,"['-155', '+135']",2014,14,Pittsburgh,Cincinnati,0.588211546225,0.411788453775,0.411788453775,0.588211546225,3.0,-3.0,21,42,,0,1.0,0.0,63,1.0,1,0,"(0.58, 0.607]",0.5935,0,1,0
35,2014-12-07,Indianapolis,-3.0,Cleveland,50.0,"['-165', '+145']",2014,14,Indianapolis,Cleveland,0.604034366829,0.395965633171,0.604034366829,0.395965633171,-3.0,3.0,24,25,,0,0.0,1.0,49,0.0,1,1,"(0.58, 0.607]",0.5935,0,1,0
36,2014-12-07,Houston,-6.5,Jacksonville,42.0,"['-295', '+245']",2014,14,Houston,Jacksonville,0.720403468413,0.279596531587,0.720403468413,0.279596531587,-6.5,6.5,13,27,,0,0.0,0.0,40,1.0,1,1,"(0.713, 0.74]",0.7265,1,0,0
37,2014-12-07,NY Giants,-3.0,Tennessee,46.5,"['-150', '+130']",2014,14,NY Giants,Tennessee,0.579831932773,0.420168067227,0.579831932773,0.420168067227,-3.0,3.0,7,36,,0,0.0,0.0,43,1.0,1,1,"(0.553, 0.58]",0.5665,1,0,0
38,2014-12-07,New Orleans,-9.5,Carolina,50.5,"['-450', '+350']",2014,14,Carolina,New Orleans,0.78640776699,0.21359223301,0.21359223301,0.78640776699,9.5,-9.5,10,41,,0,1.0,0.0,51,1.0,1,0,"(0.767, 0.793]",0.78,0,1,0
39,2014-12-07,Detroit,-10.5,Tampa Bay,42.0,"['-600', '+450']",2014,14,Tampa Bay,Detroit,0.825,0.175,0.175,0.825,10.5,-10.5,34,17,,1,1.0,1.0,51,0.0,0,1,"(0.82, 0.847]",0.8335,1,0,0
40,2014-12-07,St. Louis,-3.0,Washington,44.5,"['-145', '+125']",2014,14,St. Louis,Washington,0.571115973742,0.428884026258,0.571115973742,0.428884026258,-3.0,3.0,0,24,,0,0.0,0.0,24,1.0,1,1,"(0.553, 0.58]",0.5665,1,0,0
41,2014-12-07,Minnesota,-4.0,NY Jets,40.0,"['-210', '+175']",2014,14,NY Jets,Minnesota,0.650704225352,0.349295774648,0.349295774648,0.650704225352,4.0,-4.0,30,24,Y,1,1.0,1.0,54,0.0,0,1,"(0.633, 0.66]",0.6465,0,1,0
42,2014-12-07,Denver,-9.0,Buffalo,47.0,"['-470', '+360']",2014,14,Buffalo,Denver,0.791361639824,0.208638360176,0.208638360176,0.791361639824,9.0,-9.0,24,17,,1,0.0,0.0,41,1.0,0,1,"(0.767, 0.793]",0.78,0,1,0
43,2014-12-07,Kansas City,-2.5,Arizona,41.0,"['-150', '+130']",2014,14,Kansas City,Arizona,0.579831932773,0.420168067227,0.579831932773,0.420168067227,-2.5,2.5,17,14,,1,0.0,1.0,31,0.0,0,0,"(0.553, 0.58]",0.5665,0,1,0
44,2014-12-07,San Francisco,-8.5,Oakland,40.5,"['-430', '+340']",2014,14,San Francisco,Oakland,0.781172584641,0.218827415359,0.781172584641,0.218827415359,-8.5,8.5,24,13,,1,0.0,1.0,37,0.0,0,0,"(0.767, 0.793]",0.78,0,1,0
45,2014-12-07,Seattle,-1.5,Philadelphia,48.0,"['-125', '+105']",2014,14,Seattle,Philadelphia,0.532467532468,0.467532467532,0.532467532468,0.467532467532,-1.5,1.5,14,24,,0,0.0,0.0,38,1.0,1,1,"(0.527, 0.553]",0.54,1,0,0
46,2014-12-07,New England,-4.0,San Diego,54.0,"['-215', '+185']",2014,14,New England,San Diego,0.660468876314,0.339531123686,0.660468876314,0.339531123686,-4.0,4.0,14,23,,0,0.0,0.0,37,1.0,1,1,"(0.66, 0.687]",0.6735,1,0,0
47,2014-12-08,Green Bay,-13.5,Atlanta,55.0,"['-850', '+575']",2014,14,Atlanta,Green Bay,0.857943925234,0.142056074766,0.142056074766,0.857943925234,13.5,-13.5,43,37,,1,1.0,0.0,80,1.0,0,1,"(0.847, 0.873]",0.86,0,1,0
48,2013-12-05,Houston,-3.0,Jacksonville,43.5,"['-170', '+150']",2013,14,Houston,Jacksonville,0.611510791367,0.388489208633,0.611510791367,0.388489208633,-3.0,3.0,27,20,,1,1.0,1.0,47,0.0,0,0,"(0.607, 0.633]",0.62,0,1,0
49,2013-12-08,Kansas City,-3.5,Washington,44.0,"['-185', '+165']",2013,14,Kansas City,Washington,0.632376652693,0.367623347307,0.632376652693,0.367623347307,-3.5,3.5,10,45,,0,1.0,0.0,55,1.0,1,1,"(0.607, 0.633]",0.62,1,0,0
50,2013-12-08,Baltimore,-6.0,Minnesota,41.5,"['-265', '+225']",2013,14,Minnesota,Baltimore,0.702344546381,0.297655453619,0.297655453619,0.702344546381,6.0,-6.0,29,26,,1,1.0,0.0,55,1.0,0,1,"(0.687, 0.713]",0.7,0,1,0
51,2013-12-08,New England,-10.0,Cleveland,47.5,"['-525', '+400']",2013,14,Cleveland,New England,0.807692307692,0.192307692308,0.192307692308,0.807692307692,10.0,-10.0,27,26,,1,1.0,0.0,53,1.0,0,1,"(0.793, 0.82]",0.8065,0,1,0
52,2013-12-08,NY Jets,-3.0,Oakland,39.0,"['-160', '+140']",2013,14,Oakland,NY Jets,0.596273291925,0.403726708075,0.403726708075,0.596273291925,3.0,-3.0,37,27,,1,1.0,1.0,64,0.0,0,1,"(0.58, 0.607]",0.5935,1,0,0
53,2013-12-08,Cincinnati,-7.0,Indianapolis,43.5,"['-340', '+280']",2013,14,Indianapolis,Cincinnati,0.745958429561,0.254041570439,0.254041570439,0.745958429561,7.0,-7.0,42,28,,1,1.0,1.0,70,0.0,0,1,"(0.74, 0.767]",0.7535,1,0,0
54,2013-12-08,New Orleans,-3.0,Carolina,47.5,"['-175', '+155']",2013,14,Carolina,New Orleans,0.618717504333,0.381282495667,0.381282495667,0.618717504333,3.0,-3.0,31,13,,1,0.0,1.0,44,0.0,0,1,"(0.607, 0.633]",0.62,1,0,0
55,2013-12-08,Philadelphia,-2.5,Detroit,51.0,"['-145', '+125']",2013,14,Detroit,Philadelphia,0.571115973742,0.428884026258,0.428884026258,0.571115973742,2.5,-2.5,34,20,,1,1.0,1.0,54,0.0,0,1,"(0.553, 0.58]",0.5665,1,0,0
56,2013-12-08,Pittsburgh,-3.0,Miami,40.5,"['-170', '+150']",2013,14,Miami,Pittsburgh,0.611510791367,0.388489208633,0.388489208633,0.611510791367,3.0,-3.0,28,34,,0,1.0,0.0,62,1.0,1,0,"(0.607, 0.633]",0.62,0,1,0
57,2013-12-08,Tampa Bay,-3.0,Buffalo,43.0,"['-155', '+135']",2013,14,Buffalo,Tampa Bay,0.588211546225,0.411788453775,0.411788453775,0.588211546225,3.0,-3.0,27,6,,1,0.0,1.0,33,0.0,0,1,"(0.58, 0.607]",0.5935,1,0,0
58,2013-12-08,Denver,-12.5,Tennessee,50.0,"['-800', '+575']",2013,14,Tennessee,Denver,0.857142857143,0.142857142857,0.142857142857,0.857142857143,12.5,-12.5,51,28,,1,1.0,1.0,79,0.0,0,1,"(0.847, 0.873]",0.86,1,0,0
59,2013-12-08,Arizona,-4.5,St. Louis,41.0,"['-220', '+185']",2013,14,St. Louis,Arizona,0.662090813094,0.337909186906,0.337909186906,0.662090813094,4.5,-4.5,30,10,,1,0.0,1.0,40,0.0,0,1,"(0.66, 0.687]",0.6735,1,0,0
60,2013-12-08,San Diego,-4.5,NY Giants,47.0,"['-205', '+175']",2013,14,NY Giants,San Diego,0.648920863309,0.351079136691,0.351079136691,0.648920863309,4.5,-4.5,37,14,,1,1.0,1.0,51,0.0,0,1,"(0.633, 0.66]",0.6465,1,0,0
61,2013-12-08,San Francisco,-2.5,Seattle,41.5,"['-135', '+115']",2013,14,Seattle,San Francisco,0.552594002856,0.447405997144,0.447405997144,0.552594002856,2.5,-2.5,19,17,,1,0.0,0.0,36,1.0,0,1,"(0.527, 0.553]",0.54,0,1,0
62,2013-12-08,Green Bay,-3.5,Atlanta,47.0,"['-185', '+165']",2013,14,Atlanta,Green Bay,0.632376652693,0.367623347307,0.367623347307,0.632376652693,3.5,-3.5,22,21,,1,0.0,0.0,43,1.0,0,1,"(0.607, 0.633]",0.62,0,1,0
63,2013-12-09,Chicago,-1.5,Dallas,49.0,"['-125', '+105']",2013,14,Dallas,Chicago,0.532467532468,0.467532467532,0.467532467532,0.532467532468,1.5,-1.5,45,28,,1,1.0,1.0,73,0.0,0,1,"(0.527, 0.553]",0.54,1,0,0
64,2012-12-06,Denver,-10.0,Oakland,47.0,"['-600', '+450']",2012,14,Denver,Oakland,0.825,0.175,0.825,0.175,-10.0,10.0,13,26,,0,0.0,0.0,39,1.0,1,1,"(0.82, 0.847]",0.8335,1,0,0
65,2012-12-09,Washington,-2.0,Baltimore,48.0,"['-130', '+110']",2012,14,Baltimore,Washington,0.542743538767,0.457256461233,0.457256461233,0.542743538767,2.0,-2.0,31,28,Y,1,1.0,1.0,59,0.0,0,1,"(0.527, 0.553]",0.54,0,1,0
66,2012-12-09,Cleveland,-7.0,Kansas City,38.0,"['-330', '+270']",2012,14,Kansas City,Cleveland,0.739551786796,0.260448213204,0.260448213204,0.739551786796,7.0,-7.0,30,7,,1,0.0,1.0,37,0.0,0,1,"(0.713, 0.74]",0.7265,1,0,0
67,2012-12-09,Pittsburgh,-7.5,San Diego,38.0,"['-380', '+320']",2012,14,San Diego,Pittsburgh,0.768786127168,0.231213872832,0.231213872832,0.768786127168,7.5,-7.5,24,34,,0,1.0,0.0,58,1.0,1,0,"(0.767, 0.793]",0.78,0,1,0
68,2012-12-09,Indianapolis,-3.5,Tennessee,47.0,"['-200', '+175']",2012,14,Tennessee,Indianapolis,0.647058823529,0.352941176471,0.352941176471,0.647058823529,3.5,-3.5,27,23,,1,1.0,1.0,50,0.0,0,1,"(0.633, 0.66]",0.6465,1,0,0
69,2012-12-09,NY Jets,-3.0,Jacksonville,39.0,"['-175', '+155']",2012,14,NY Jets,Jacksonville,0.618717504333,0.381282495667,0.618717504333,0.381282495667,-3.0,3.0,10,17,,0,0.0,0.0,27,1.0,1,1,"(0.607, 0.633]",0.62,1,0,0
70,2012-12-09,Chicago,-1.5,Minnesota,40.5,"['-125', '+105']",2012,14,Chicago,Minnesota,0.532467532468,0.467532467532,0.532467532468,0.467532467532,-1.5,1.5,21,14,,1,0.0,1.0,35,0.0,0,0,"(0.527, 0.553]",0.54,0,1,0
71,2012-12-09,Atlanta,-3.5,Carolina,47.0,"['-175', '+155']",2012,14,Atlanta,Carolina,0.618717504333,0.381282495667,0.618717504333,0.381282495667,-3.5,3.5,30,20,,1,1.0,1.0,50,0.0,0,0,"(0.607, 0.633]",0.62,0,1,0
72,2012-12-09,Tampa Bay,-7.0,Philadelphia,48.0,"['-340', '+280']",2012,14,Philadelphia,Tampa Bay,0.745958429561,0.254041570439,0.254041570439,0.745958429561,7.0,-7.0,21,23,,0,0.0,0.0,44,1.0,1,0,"(0.74, 0.767]",0.7535,0,1,0
73,2012-12-09,Buffalo,-3.5,St. Louis,42.5,"['-185', '+165']",2012,14,St. Louis,Buffalo,0.632376652693,0.367623347307,0.367623347307,0.632376652693,3.5,-3.5,12,15,,0,0.0,0.0,27,1.0,1,0,"(0.607, 0.633]",0.62,0,1,0
74,2012-12-09,Cincinnati,-3.0,Dallas,46.0,"['-175', '+155']",2012,14,Dallas,Cincinnati,0.618717504333,0.381282495667,0.381282495667,0.618717504333,3.0,-3.0,19,20,,0,0.0,0.0,39,1.0,1,0,"(0.607, 0.633]",0.62,0,1,0
75,2012-12-09,San Francisco,-11.0,Miami,38.5,"['-575', '+425']",2012,14,Miami,San Francisco,0.817258883249,0.182741116751,0.182741116751,0.817258883249,11.0,-11.0,27,13,,1,1.0,1.0,40,0.0,0,1,"(0.793, 0.82]",0.8065,1,0,0
76,2012-12-09,NY Giants,-4.5,New Orleans,52.5,"['-225', '+185']",2012,14,New Orleans,NY Giants,0.663648124191,0.336351875809,0.336351875809,0.663648124191,4.5,-4.5,52,27,,1,1.0,1.0,79,0.0,0,1,"(0.66, 0.687]",0.6735,1,0,0
77,2012-12-09,Seattle,-10.5,Arizona,36.0,"['-575', '+425']",2012,14,Arizona,Seattle,0.817258883249,0.182741116751,0.182741116751,0.817258883249,10.5,-10.5,58,0,,1,1.0,1.0,58,0.0,0,1,"(0.793, 0.82]",0.8065,1,0,0
78,2012-12-09,Green Bay,-6.0,Detroit,49.5,"['-285', '+245']",2012,14,Detroit,Green Bay,0.718618673488,0.281381326512,0.281381326512,0.718618673488,6.0,-6.0,27,20,,1,0.0,1.0,47,0.0,0,1,"(0.713, 0.74]",0.7265,1,0,0
79,2012-12-10,New England,-5.5,Houston,51.0,"['-260', '+220']",2012,14,Houston,New England,0.697986577181,0.302013422819,0.302013422819,0.697986577181,5.5,-5.5,42,14,,1,1.0,1.0,56,0.0,0,1,"(0.687, 0.713]",0.7,1,0,0
80,2011-12-08,Pittsburgh,-14.0,Cleveland,40.0,"['-1100', '+750']",2011,14,Cleveland,Pittsburgh,0.886255924171,0.113744075829,0.113744075829,0.886255924171,14.0,-14.0,14,3,,1,0.0,0.0,17,1.0,0,1,"(0.873, 0.9]",0.8865,0,1,0
81,2011-12-11,Baltimore,-16.0,Indianapolis,41.5,"['-1500', '+1000']",2011,14,Indianapolis,Baltimore,0.911602209945,0.0883977900552,0.0883977900552,0.911602209945,16.0,-16.0,24,10,,1,0.0,0.0,34,1.0,0,1,"(0.9, 0.925]",0.9125,0,1,0
82,2011-12-11,Cincinnati,-2.5,Houston,37.5,"['-140', '+120']",2011,14,Houston,Cincinnati,0.56204379562,0.43795620438,0.43795620438,0.56204379562,2.5,-2.5,19,20,,0,1.0,0.0,39,1.0,1,0,"(0.553, 0.58]",0.5665,0,1,0
83,2011-12-11,Green Bay,-12.0,Oakland,50.0,"['-750', '+550']",2011,14,Oakland,Green Bay,0.851528384279,0.148471615721,0.148471615721,0.851528384279,12.0,-12.0,46,16,,1,1.0,1.0,62,0.0,0,1,"(0.847, 0.873]",0.86,1,0,0
84,2011-12-11,NY Jets,-11.0,Kansas City,35.5,"['-700', '+500']",2011,14,Kansas City,NY Jets,0.84,0.16,0.16,0.84,11.0,-11.0,37,10,,1,1.0,1.0,47,0.0,0,1,"(0.82, 0.847]",0.8335,1,0,0
85,2011-12-11,Detroit,-10.0,Minnesota,47.0,"['-550', '+425']",2011,14,Minnesota,Detroit,0.816254416961,0.183745583039,0.183745583039,0.816254416961,10.0,-10.0,34,28,,1,1.0,0.0,62,1.0,0,1,"(0.793, 0.82]",0.8065,0,1,0
86,2011-12-11,New Orleans,-3.5,Tennessee,48.0,"['-180', '+160']",2011,14,New Orleans,Tennessee,0.625668449198,0.374331550802,0.625668449198,0.374331550802,-3.5,3.5,17,22,,0,0.0,0.0,39,1.0,1,1,"(0.607, 0.633]",0.62,1,0,0
87,2011-12-11,Miami,-3.0,Philadelphia,44.5,"['-150', '+130']",2011,14,Philadelphia,Miami,0.579831932773,0.420168067227,0.420168067227,0.579831932773,3.0,-3.0,10,26,,0,0.0,0.0,36,1.0,1,0,"(0.553, 0.58]",0.5665,0,1,0
88,2011-12-11,New England,-7.5,Washington,46.5,"['-355', '+395']",2011,14,New England,Washington,0.794327042604,0.205672957396,0.794327042604,0.205672957396,-7.5,7.5,27,34,,0,1.0,1.0,61,0.0,1,1,"(0.793, 0.82]",0.8065,0,1,0
89,2011-12-11,Atlanta,-3.0,Carolina,47.5,"['-145', '+125']",2011,14,Atlanta,Carolina,0.571115973742,0.428884026258,0.571115973742,0.428884026258,-3.0,3.0,23,31,,0,1.0,0.0,54,1.0,1,1,"(0.553, 0.58]",0.5665,1,0,0
90,2011-12-11,Tampa Bay,-3.0,Jacksonville,42.0,"['-150', '+130']",2011,14,Tampa Bay,Jacksonville,0.579831932773,0.420168067227,0.579831932773,0.420168067227,-3.0,3.0,41,14,,1,1.0,1.0,55,0.0,0,0,"(0.553, 0.58]",0.5665,0,1,0
91,2011-12-11,San Francisco,-3.5,Arizona,39.5,"['-180', '+160']",2011,14,San Francisco,Arizona,0.625668449198,0.374331550802,0.625668449198,0.374331550802,-3.5,3.5,21,19,,1,1.0,1.0,40,0.0,0,0,"(0.607, 0.633]",0.62,0,1,0
92,2011-12-11,Denver,-3.0,Chicago,35.5,"['-180', '+160']",2011,14,Chicago,Denver,0.625668449198,0.374331550802,0.374331550802,0.625668449198,3.0,-3.0,13,10,Y,1,0.0,0.5,23,0.5,0,1,"(0.607, 0.633]",0.62,0,1,0
93,2011-12-11,San Diego,-7.0,Buffalo,49.5,"['-340', '+280']",2011,14,Buffalo,San Diego,0.745958429561,0.254041570439,0.254041570439,0.745958429561,7.0,-7.0,37,10,,1,0.0,1.0,47,0.0,0,1,"(0.74, 0.767]",0.7535,1,0,0
94,2011-12-11,Dallas,-4.5,NY Giants,49.5,"['-240', '+200']",2011,14,NY Giants,Dallas,0.679245283019,0.320754716981,0.320754716981,0.679245283019,4.5,-4.5,34,37,,0,1.0,0.0,71,1.0,1,0,"(0.66, 0.687]",0.6735,0,1,0
95,2011-12-12,Seattle,-8.5,St. Louis,38.0,"['-405', '+335']",2011,14,St. Louis,Seattle,0.777214073012,0.222785926988,0.222785926988,0.777214073012,8.5,-8.5,30,13,,1,1.0,1.0,43,0.0,0,1,"(0.767, 0.793]",0.78,1,0,0
96,2010-12-09,Indianapolis,-3.5,Tennessee,44.0,"['-185', '+160']",2010,14,Indianapolis,Tennessee,0.627937336815,0.372062663185,0.627937336815,0.372062663185,-3.5,3.5,28,30,,0,1.0,1.0,58,0.0,1,1,"(0.607, 0.633]",0.62,0,1,0
