Date,Price,Change,% Change,Cumulative Change %
02/17/17,89.71,0.00,0.00,125.99
02/16/17,89.71,0.00,0.00,125.99
02/15/17,89.71,0.00,0.00,125.99
02/14/17,89.71,0.00,0.00,125.99
02/13/17,89.71,0.00,0.00,125.99
02/10/17,89.71,0.00,0.00,125.99
02/09/17,89.71,0.00,0.00,125.99
02/08/17,89.71,0.00,0.00,125.99
02/07/17,89.71,0.00,0.00,125.99
02/06/17,89.71,0.00,0.00,125.99
02/03/17,89.71,0.00,0.00,125.99
02/02/17,89.71,0.00,0.00,125.99
02/01/17,89.71,0.00,0.00,125.99
01/31/17,89.71,-2.78,-3.00,125.99
01/30/17,92.49,0.00,0.00,132.98
01/27/17,92.49,0.00,0.00,132.98
01/26/17,92.49,0.00,0.00,132.98
01/25/17,92.49,0.00,0.00,132.98
01/24/17,92.49,0.00,0.00,132.98
01/23/17,92.49,0.00,0.00,132.98
01/20/17,92.49,0.00,0.00,132.98
01/19/17,92.49,0.00,0.00,132.98
01/18/17,92.49,0.00,0.00,132.98
01/17/17,92.49,0.00,0.00,132.98
01/13/17,92.49,0.00,0.00,132.98
01/12/17,92.49,0.00,0.00,132.98
01/11/17,92.49,0.00,0.00,132.98
01/10/17,92.49,0.00,0.00,132.98
01/09/17,92.49,0.00,0.00,132.98
01/06/17,92.49,0.00,0.00,132.98
01/05/17,92.49,0.00,0.00,132.98
01/04/17,92.49,0.00,0.00,132.98
01/03/17,92.49,0.00,0.00,132.98
12/30/16,92.49,-14.67,-13.69,132.98
12/29/16,107.15,0.00,0.00,169.93
12/28/16,107.15,0.00,0.00,169.93
12/27/16,107.15,0.00,0.00,169.93
12/23/16,107.15,0.00,0.00,169.93
12/22/16,107.15,0.00,0.00,169.93
12/21/16,107.15,0.00,0.00,169.93
12/20/16,107.15,0.00,0.00,169.93
12/19/16,107.15,0.00,0.00,169.93
12/16/16,107.15,0.00,0.00,169.93
12/15/16,107.15,0.00,0.00,169.93
12/14/16,107.15,0.00,0.00,169.93
12/13/16,107.15,0.00,0.00,169.93
12/12/16,107.15,0.00,0.00,169.93
12/09/16,107.15,0.00,0.00,169.93
12/08/16,107.15,0.00,0.00,169.93
12/07/16,107.15,0.00,0.00,169.93
12/06/16,107.15,0.00,0.00,169.93
12/05/16,107.15,0.00,0.00,169.93
12/02/16,107.15,0.00,0.00,169.93
12/01/16,107.15,0.00,0.00,169.93
11/30/16,107.15,7.33,7.34,169.93
11/29/16,99.83,0.00,0.00,151.47
11/28/16,99.83,0.00,0.00,151.47
11/25/16,99.83,0.00,0.00,151.47
11/23/16,99.83,0.00,0.00,151.47
11/22/16,99.83,0.00,0.00,151.47
11/21/16,99.83,0.00,0.00,151.47
11/18/16,99.83,0.00,0.00,151.47
11/17/16,99.83,0.00,0.00,151.47
11/16/16,99.83,0.00,0.00,151.47
11/15/16,99.83,0.00,0.00,151.47
11/14/16,99.83,0.00,0.00,151.47
11/11/16,99.83,0.00,0.00,151.47
11/10/16,99.83,0.00,0.00,151.47
11/09/16,99.83,0.00,0.00,151.47
11/08/16,99.83,0.00,0.00,151.47
11/07/16,99.83,0.00,0.00,151.47
11/04/16,99.83,0.00,0.00,151.47
11/03/16,99.83,0.00,0.00,151.47
11/02/16,99.83,0.00,0.00,151.47
11/01/16,99.83,0.00,0.00,151.47
10/31/16,99.83,21.72,27.81,151.47
10/28/16,78.11,0.00,0.00,96.76
10/27/16,78.11,0.00,0.00,96.76
10/26/16,78.11,0.00,0.00,96.76
10/25/16,78.11,0.00,0.00,96.76
10/24/16,78.11,0.00,0.00,96.76
10/21/16,78.11,0.00,0.00,96.76
10/20/16,78.11,0.00,0.00,96.76
10/19/16,78.11,0.00,0.00,96.76
10/18/16,78.11,0.00,0.00,96.76
10/17/16,78.11,0.00,0.00,96.76
10/14/16,78.11,0.00,0.00,96.76
10/13/16,78.11,0.00,0.00,96.76
10/12/16,78.11,0.00,0.00,96.76
10/11/16,78.11,0.00,0.00,96.76
10/10/16,78.11,0.00,0.00,96.76
10/07/16,78.11,0.00,0.00,96.76
10/06/16,78.11,0.00,0.00,96.76
10/05/16,78.11,0.00,0.00,96.76
10/04/16,78.11,0.00,0.00,96.76
10/03/16,78.11,0.00,0.00,96.76
09/30/16,78.11,5.92,8.20,96.76
09/29/16,72.19,0.00,0.00,81.85
09/28/16,72.19,0.00,0.00,81.85
09/27/16,72.19,0.00,0.00,81.85
09/26/16,72.19,0.00,0.00,81.85
09/23/16,72.19,0.00,0.00,81.85
09/22/16,72.19,0.00,0.00,81.85
09/21/16,72.19,0.00,0.00,81.85
09/20/16,72.19,0.00,0.00,81.85
09/19/16,72.19,0.00,0.00,81.85
09/16/16,72.19,0.00,0.00,81.85
09/15/16,72.19,0.00,0.00,81.85
09/14/16,72.19,0.00,0.00,81.85
09/13/16,72.19,0.00,0.00,81.85
09/12/16,72.19,0.00,0.00,81.85
09/09/16,72.19,0.00,0.00,81.85
09/08/16,72.19,0.00,0.00,81.85
09/07/16,72.19,0.00,0.00,81.85
09/06/16,72.19,0.00,0.00,81.85
09/02/16,72.19,0.00,0.00,81.85
09/01/16,72.19,0.00,0.00,81.85
08/31/16,72.19,5.45,8.16,81.85
08/30/16,66.74,0.00,0.00,68.12
08/29/16,66.74,0.00,0.00,68.12
08/26/16,66.74,0.00,0.00,68.12
08/25/16,66.74,0.00,0.00,68.12
08/24/16,66.74,0.00,0.00,68.12
08/23/16,66.74,0.00,0.00,68.12
08/22/16,66.74,0.00,0.00,68.12
08/19/16,66.74,0.00,0.00,68.12
08/18/16,66.74,0.00,0.00,68.12
08/17/16,66.74,0.00,0.00,68.12
08/16/16,66.74,0.00,0.00,68.12
08/15/16,66.74,0.00,0.00,68.12
08/12/16,66.74,0.00,0.00,68.12
08/11/16,66.74,0.00,0.00,68.12
08/10/16,66.74,0.00,0.00,68.12
08/09/16,66.74,0.00,0.00,68.12
08/08/16,66.74,0.00,0.00,68.12
08/05/16,66.74,0.00,0.00,68.12
08/04/16,66.74,0.00,0.00,68.12
08/03/16,66.74,0.00,0.00,68.12
08/02/16,66.74,0.00,0.00,68.12
08/01/16,66.74,0.00,0.00,68.12
07/29/16,66.74,9.77,17.15,68.12
07/28/16,56.97,0.00,0.00,43.51
07/27/16,56.97,0.00,0.00,43.51
07/26/16,56.97,0.00,0.00,43.51
07/25/16,56.97,0.00,0.00,43.51
07/22/16,56.97,0.00,0.00,43.51
07/21/16,56.97,0.00,0.00,43.51
07/20/16,56.97,0.00,0.00,43.51
07/19/16,56.97,0.00,0.00,43.51
07/18/16,56.97,0.00,0.00,43.51
07/15/16,56.97,0.00,0.00,43.51
07/14/16,56.97,0.00,0.00,43.51
07/13/16,56.97,0.00,0.00,43.51
07/12/16,56.97,0.00,0.00,43.51
07/11/16,56.97,0.00,0.00,43.51
07/08/16,56.97,0.00,0.00,43.51
07/07/16,56.97,0.00,0.00,43.51
07/06/16,56.97,0.00,0.00,43.51
07/05/16,56.97,0.00,0.00,43.51
07/01/16,56.97,0.00,0.00,43.51
06/30/16,56.97,1.81,3.28,43.51
06/29/16,55.16,0.00,0.00,38.95
06/28/16,55.16,0.00,0.00,38.95
06/27/16,55.16,0.00,0.00,38.95
06/24/16,55.16,0.00,0.00,38.95
06/23/16,55.16,0.00,0.00,38.95
06/22/16,55.16,0.00,0.00,38.95
06/21/16,55.16,0.00,0.00,38.95
06/20/16,55.16,0.00,0.00,38.95
06/17/16,55.16,0.00,0.00,38.95
06/16/16,55.16,0.00,0.00,38.95
06/15/16,55.16,0.00,0.00,38.95
06/14/16,55.16,0.00,0.00,38.95
06/13/16,55.16,0.00,0.00,38.95
06/10/16,55.16,0.00,0.00,38.95
06/09/16,55.16,0.00,0.00,38.95
06/08/16,55.16,0.00,0.00,38.95
06/07/16,55.16,0.00,0.00,38.95
06/06/16,55.16,0.00,0.00,38.95
06/03/16,55.16,0.00,0.00,38.95
06/02/16,55.16,0.00,0.00,38.95
06/01/16,55.16,0.00,0.00,38.95
05/31/16,55.16,0.61,1.12,38.95
05/27/16,54.55,0.00,0.00,37.41
05/26/16,54.55,0.00,0.00,37.41
05/25/16,54.55,0.00,0.00,37.41
05/24/16,54.55,0.00,0.00,37.41
05/23/16,54.55,0.00,0.00,37.41
05/20/16,54.55,0.00,0.00,37.41
05/19/16,54.55,0.00,0.00,37.41
05/18/16,54.55,0.00,0.00,37.41
05/17/16,54.55,0.00,0.00,37.41
05/16/16,54.55,0.00,0.00,37.41
05/13/16,54.55,0.00,0.00,37.41
05/12/16,54.55,0.00,0.00,37.41
05/11/16,54.55,0.00,0.00,37.41
05/10/16,54.55,0.00,0.00,37.41
05/09/16,54.55,0.00,0.00,37.41
05/06/16,54.55,0.00,0.00,37.41
05/05/16,54.55,0.00,0.00,37.41
05/04/16,54.55,0.00,0.00,37.41
05/03/16,54.55,0.00,0.00,37.41
05/02/16,54.55,0.00,0.00,37.41
04/29/16,54.55,-1.37,-2.45,37.41
04/28/16,55.92,0.00,0.00,40.86
04/27/16,55.92,0.00,0.00,40.86
04/26/16,55.92,0.00,0.00,40.86
04/25/16,55.92,0.00,0.00,40.86
04/22/16,55.92,0.00,0.00,40.86
04/21/16,55.92,0.00,0.00,40.86
04/20/16,55.92,0.00,0.00,40.86
04/19/16,55.92,0.00,0.00,40.86
04/18/16,55.92,0.00,0.00,40.86
04/15/16,55.92,0.00,0.00,40.86
04/14/16,55.92,0.00,0.00,40.86
04/13/16,55.92,0.00,0.00,40.86
04/12/16,55.92,0.00,0.00,40.86
04/11/16,55.92,0.00,0.00,40.86
04/08/16,55.92,0.00,0.00,40.86
04/07/16,55.92,0.00,0.00,40.86
04/06/16,55.92,0.00,0.00,40.86
04/05/16,55.92,0.00,0.00,40.86
04/04/16,55.92,0.00,0.00,40.86
04/01/16,55.92,0.00,0.00,40.86
03/31/16,55.92,1.59,2.92,40.86
03/30/16,54.33,0.00,0.00,36.86
03/29/16,54.33,0.00,0.00,36.86
03/28/16,54.33,0.00,0.00,36.86
03/24/16,54.33,0.00,0.00,36.86
03/23/16,54.33,0.00,0.00,36.86
03/22/16,54.33,0.00,0.00,36.86
03/21/16,54.33,0.00,0.00,36.86
03/18/16,54.33,0.00,0.00,36.86
03/17/16,54.33,0.00,0.00,36.86
03/16/16,54.33,0.00,0.00,36.86
03/15/16,54.33,0.00,0.00,36.86
03/14/16,54.33,0.00,0.00,36.86
03/11/16,54.33,0.00,0.00,36.86
03/10/16,54.33,0.00,0.00,36.86
03/09/16,54.33,0.00,0.00,36.86
03/08/16,54.33,0.00,0.00,36.86
03/07/16,54.33,0.00,0.00,36.86
03/04/16,54.33,0.00,0.00,36.86
03/03/16,54.33,0.00,0.00,36.86
03/02/16,54.33,0.00,0.00,36.86
03/01/16,54.33,0.00,0.00,36.86
02/29/16,54.33,0.96,1.79,36.86
02/26/16,53.37,0.00,0.00,34.45
02/25/16,53.37,0.00,0.00,34.45
02/24/16,53.37,0.00,0.00,34.45
02/23/16,53.37,0.00,0.00,34.45
02/22/16,53.37,0.00,0.00,34.45
02/19/16,53.37,0.00,0.00,34.45
02/18/16,53.37,0.00,0.00,34.45
02/17/16,53.37,0.00,0.00,34.45
02/16/16,53.37,0.00,0.00,34.45
02/12/16,53.37,0.00,0.00,34.45
02/11/16,53.37,0.00,0.00,34.45
02/10/16,53.37,0.00,0.00,34.45
02/09/16,53.37,0.00,0.00,34.45
02/08/16,53.37,0.00,0.00,34.45
02/05/16,53.37,0.00,0.00,34.45
02/04/16,53.37,0.00,0.00,34.45
02/03/16,53.37,0.00,0.00,34.45
02/02/16,53.37,0.00,0.00,34.45
02/01/16,53.37,0.00,0.00,34.45
01/29/16,53.37,-2.48,-4.44,34.45
01/28/16,55.85,0.00,0.00,40.69
01/27/16,55.85,0.00,0.00,40.69
01/26/16,55.85,0.00,0.00,40.69
01/25/16,55.85,0.00,0.00,40.69
01/22/16,55.85,0.00,0.00,40.69
01/21/16,55.85,0.00,0.00,40.69
01/20/16,55.85,0.00,0.00,40.69
01/19/16,55.85,0.00,0.00,40.69
01/15/16,55.85,0.00,0.00,40.69
01/14/16,55.85,0.00,0.00,40.69
01/13/16,55.85,0.00,0.00,40.69
01/12/16,55.85,0.00,0.00,40.69
01/11/16,55.85,0.00,0.00,40.69
01/08/16,55.85,0.00,0.00,40.69
01/07/16,55.85,0.00,0.00,40.69
01/06/16,55.85,0.00,0.00,40.69
01/05/16,55.85,0.00,0.00,40.69
01/04/16,55.85,0.00,0.00,40.69
12/31/15,55.85,-0.48,-0.84,40.69
12/30/15,56.33,0.00,0.00,41.89
12/29/15,56.33,0.00,0.00,41.89
12/28/15,56.33,0.00,0.00,41.89
12/24/15,56.33,0.00,0.00,41.89
12/23/15,56.33,0.00,0.00,41.89
12/22/15,56.33,0.00,0.00,41.89
12/21/15,56.33,0.00,0.00,41.89
12/18/15,56.33,0.00,0.00,41.89
12/17/15,56.33,0.00,0.00,41.89
12/16/15,56.33,0.00,0.00,41.89
12/15/15,56.33,0.00,0.00,41.89
12/14/15,56.33,0.00,0.00,41.89
12/11/15,56.33,0.00,0.00,41.89
12/10/15,56.33,0.00,0.00,41.89
12/09/15,56.33,0.00,0.00,41.89
12/08/15,56.33,0.00,0.00,41.89
12/07/15,56.33,0.00,0.00,41.89
12/04/15,56.33,0.00,0.00,41.89
12/03/15,56.33,0.00,0.00,41.89
12/02/15,56.33,0.00,0.00,41.89
12/01/15,56.33,0.00,0.00,41.89
11/30/15,56.33,0.28,0.49,41.89
11/27/15,56.05,0.00,0.00,41.20
11/25/15,56.05,0.00,0.00,41.20
11/24/15,56.05,0.00,0.00,41.20
11/23/15,56.05,0.00,0.00,41.20
11/20/15,56.05,0.00,0.00,41.20
11/19/15,56.05,0.00,0.00,41.20
11/18/15,56.05,0.00,0.00,41.20
11/17/15,56.05,0.00,0.00,41.20
11/16/15,56.05,0.00,0.00,41.20
11/13/15,56.05,0.00,0.00,41.20
11/12/15,56.05,0.00,0.00,41.20
11/11/15,56.05,0.00,0.00,41.20
11/10/15,56.05,0.00,0.00,41.20
11/09/15,56.05,0.00,0.00,41.20
11/06/15,56.05,0.00,0.00,41.20
11/05/15,56.05,0.00,0.00,41.20
11/04/15,56.05,0.00,0.00,41.20
11/03/15,56.05,0.00,0.00,41.20
11/02/15,56.05,0.00,0.00,41.20
10/30/15,56.05,-2.61,-4.44,41.20
10/29/15,58.66,0.00,0.00,47.76
10/28/15,58.66,0.00,0.00,47.76
10/27/15,58.66,0.00,0.00,47.76
10/26/15,58.66,0.00,0.00,47.76
10/23/15,58.66,0.00,0.00,47.76
10/22/15,58.66,0.00,0.00,47.76
10/21/15,58.66,0.00,0.00,47.76
10/20/15,58.66,0.00,0.00,47.76
10/19/15,58.66,0.00,0.00,47.76
10/16/15,58.66,0.00,0.00,47.76
10/15/15,58.66,0.00,0.00,47.76
10/14/15,58.66,0.00,0.00,47.76
10/13/15,58.66,0.00,0.00,47.76
10/12/15,58.66,0.00,0.00,47.76
10/09/15,58.66,0.00,0.00,47.76
10/08/15,58.66,0.00,0.00,47.76
10/07/15,58.66,0.00,0.00,47.76
10/06/15,58.66,0.00,0.00,47.76
10/05/15,58.66,0.00,0.00,47.76
10/02/15,58.66,0.00,0.00,47.76
10/01/15,58.66,0.00,0.00,47.76
09/30/15,58.66,-4.10,-6.53,47.76
09/29/15,62.76,0.00,0.00,58.09
09/28/15,62.76,0.00,0.00,58.09
09/25/15,62.76,0.00,0.00,58.09
09/24/15,62.76,0.00,0.00,58.09
09/23/15,62.76,0.00,0.00,58.09
09/22/15,62.76,0.00,0.00,58.09
09/21/15,62.76,0.00,0.00,58.09
09/18/15,62.76,0.00,0.00,58.09
09/17/15,62.76,0.00,0.00,58.09
09/16/15,62.76,0.00,0.00,58.09
09/15/15,62.76,0.00,0.00,58.09
09/14/15,62.76,0.00,0.00,58.09
09/11/15,62.76,0.00,0.00,58.09
09/10/15,62.76,0.00,0.00,58.09
09/09/15,62.76,0.00,0.00,58.09
09/08/15,62.76,0.00,0.00,58.09
09/04/15,62.76,0.00,0.00,58.09
09/03/15,62.76,0.00,0.00,58.09
09/02/15,62.76,0.00,0.00,58.09
09/01/15,62.76,0.00,0.00,58.09
08/31/15,62.76,-0.60,-0.94,58.09
08/28/15,63.35,0.00,0.00,59.60
08/27/15,63.35,0.00,0.00,59.60
08/26/15,63.35,0.00,0.00,59.60
08/25/15,63.35,0.00,0.00,59.60
08/24/15,63.35,0.00,0.00,59.60
08/21/15,63.35,0.00,0.00,59.60
08/20/15,63.35,0.00,0.00,59.60
08/19/15,63.35,0.00,0.00,59.60
08/18/15,63.35,0.00,0.00,59.60
08/17/15,63.35,0.00,0.00,59.60
08/14/15,63.35,0.00,0.00,59.60
08/13/15,63.35,0.00,0.00,59.60
08/12/15,63.35,0.00,0.00,59.60
08/11/15,63.35,0.00,0.00,59.60
08/10/15,63.35,0.00,0.00,59.60
08/07/15,63.35,0.00,0.00,59.60
08/06/15,63.35,0.00,0.00,59.60
08/05/15,63.35,0.00,0.00,59.60
08/04/15,63.35,0.00,0.00,59.60
08/03/15,63.35,0.00,0.00,59.60
07/31/15,63.35,0.31,0.49,59.60
07/30/15,63.04,0.00,0.00,58.81
07/29/15,63.04,0.00,0.00,58.81
07/28/15,63.04,0.00,0.00,58.81
07/27/15,63.04,0.00,0.00,58.81
07/24/15,63.04,0.00,0.00,58.81
07/23/15,63.04,0.00,0.00,58.81
07/22/15,63.04,0.00,0.00,58.81
07/21/15,63.04,0.00,0.00,58.81
07/20/15,63.04,0.00,0.00,58.81
07/17/15,63.04,0.00,0.00,58.81
07/16/15,63.04,0.00,0.00,58.81
07/15/15,63.04,0.00,0.00,58.81
07/14/15,63.04,0.00,0.00,58.81
07/13/15,63.04,0.00,0.00,58.81
07/10/15,63.04,0.00,0.00,58.81
07/09/15,63.04,0.00,0.00,58.81
07/08/15,63.04,0.00,0.00,58.81
07/07/15,63.04,0.00,0.00,58.81
07/06/15,63.04,0.00,0.00,58.81
07/02/15,63.04,0.00,0.00,58.81
07/01/15,63.04,0.00,0.00,58.81
06/30/15,63.04,-1.67,-2.58,58.81
06/29/15,64.71,0.00,0.00,63.02
06/26/15,64.71,0.00,0.00,63.02
06/25/15,64.71,0.00,0.00,63.02
06/24/15,64.71,0.00,0.00,63.02
06/23/15,64.71,0.00,0.00,63.02
06/22/15,64.71,0.00,0.00,63.02
06/19/15,64.71,0.00,0.00,63.02
06/18/15,64.71,0.00,0.00,63.02
06/17/15,64.71,0.00,0.00,63.02
06/16/15,64.71,0.00,0.00,63.02
06/15/15,64.71,0.00,0.00,63.02
06/12/15,64.71,0.00,0.00,63.02
06/11/15,64.71,0.00,0.00,63.02
06/10/15,64.71,0.00,0.00,63.02
06/09/15,64.71,0.00,0.00,63.02
06/08/15,64.71,0.00,0.00,63.02
06/05/15,64.71,0.00,0.00,63.02
06/04/15,64.71,0.00,0.00,63.02
06/03/15,64.71,0.00,0.00,63.02
06/02/15,64.71,0.00,0.00,63.02
06/01/15,64.71,0.00,0.00,63.02
05/29/15,64.71,2.77,4.47,63.02
05/28/15,61.94,0.00,0.00,56.04
05/27/15,61.94,0.00,0.00,56.04
05/26/15,61.94,0.00,0.00,56.04
05/22/15,61.94,0.00,0.00,56.04
05/21/15,61.94,0.00,0.00,56.04
05/20/15,61.94,0.00,0.00,56.04
05/19/15,61.94,0.00,0.00,56.04
05/18/15,61.94,0.00,0.00,56.04
05/15/15,61.94,0.00,0.00,56.04
05/14/15,61.94,0.00,0.00,56.04
05/13/15,61.94,0.00,0.00,56.04
05/12/15,61.94,0.00,0.00,56.04
05/11/15,61.94,0.00,0.00,56.04
05/08/15,61.94,0.00,0.00,56.04
05/07/15,61.94,0.00,0.00,56.04
05/06/15,61.94,0.00,0.00,56.04
05/05/15,61.94,0.00,0.00,56.04
05/04/15,61.94,0.00,0.00,56.04
05/01/15,61.94,0.00,0.00,56.04
04/30/15,61.94,-2.47,-3.83,56.04
04/29/15,64.41,0.00,0.00,62.25
04/28/15,64.41,0.00,0.00,62.25
04/27/15,64.41,0.00,0.00,62.25
04/24/15,64.41,0.00,0.00,62.25
04/23/15,64.41,0.00,0.00,62.25
04/22/15,64.41,0.00,0.00,62.25
04/21/15,64.41,0.00,0.00,62.25
04/20/15,64.41,0.00,0.00,62.25
04/17/15,64.41,0.00,0.00,62.25
04/16/15,64.41,0.00,0.00,62.25
04/15/15,64.41,0.00,0.00,62.25
04/14/15,64.41,0.00,0.00,62.25
04/13/15,64.41,0.00,0.00,62.25
04/10/15,64.41,0.00,0.00,62.25
04/09/15,64.41,0.00,0.00,62.25
04/08/15,64.41,0.00,0.00,62.25
04/07/15,64.41,0.00,0.00,62.25
04/06/15,64.41,0.00,0.00,62.25
04/02/15,64.41,0.00,0.00,62.25
04/01/15,64.41,0.00,0.00,62.25
03/31/15,64.41,-1.38,-2.09,62.25
03/30/15,65.79,0.00,0.00,65.72
03/27/15,65.79,0.00,0.00,65.72
03/26/15,65.79,0.00,0.00,65.72
03/25/15,65.79,0.00,0.00,65.72
03/24/15,65.79,0.00,0.00,65.72
03/23/15,65.79,0.00,0.00,65.72
03/20/15,65.79,0.00,0.00,65.72
03/19/15,65.79,0.00,0.00,65.72
03/18/15,65.79,0.00,0.00,65.72
03/17/15,65.79,0.00,0.00,65.72
03/16/15,65.79,0.00,0.00,65.72
03/13/15,65.79,0.00,0.00,65.72
03/12/15,65.79,0.00,0.00,65.72
03/11/15,65.79,0.00,0.00,65.72
03/10/15,65.79,0.00,0.00,65.72
03/09/15,65.79,0.00,0.00,65.72
03/06/15,65.79,0.00,0.00,65.72
03/05/15,65.79,0.00,0.00,65.72
03/04/15,65.79,0.00,0.00,65.72
03/03/15,65.79,0.00,0.00,65.72
03/02/15,65.79,0.00,0.00,65.72
02/27/15,65.79,-0.75,-1.13,65.72
02/26/15,66.54,0.00,0.00,67.61
02/25/15,66.54,0.00,0.00,67.61
02/24/15,66.54,0.00,0.00,67.61
02/23/15,66.54,0.00,0.00,67.61
02/20/15,66.54,0.00,0.00,67.61
02/19/15,66.54,0.00,0.00,67.61
02/18/15,66.54,0.00,0.00,67.61
02/17/15,66.54,0.00,0.00,67.61
02/13/15,66.54,0.00,0.00,67.61
02/12/15,66.54,0.00,0.00,67.61
02/11/15,66.54,0.00,0.00,67.61
02/10/15,66.54,0.00,0.00,67.61
02/09/15,66.54,0.00,0.00,67.61
02/06/15,66.54,0.00,0.00,67.61
02/05/15,66.54,0.00,0.00,67.61
02/04/15,66.54,0.00,0.00,67.61
02/03/15,66.54,0.00,0.00,67.61
02/02/15,66.54,0.00,0.00,67.61
01/30/15,66.54,-0.36,-0.54,67.61
01/29/15,66.90,0.00,0.00,68.53
01/28/15,66.90,0.00,0.00,68.53
01/27/15,66.90,0.00,0.00,68.53
01/26/15,66.90,0.00,0.00,68.53
01/23/15,66.90,0.00,0.00,68.53
01/22/15,66.90,0.00,0.00,68.53
01/21/15,66.90,0.00,0.00,68.53
01/20/15,66.90,0.00,0.00,68.53
01/16/15,66.90,0.00,0.00,68.53
01/15/15,66.90,0.00,0.00,68.53
01/14/15,66.90,0.00,0.00,68.53
01/13/15,66.90,0.00,0.00,68.53
01/12/15,66.90,0.00,0.00,68.53
01/09/15,66.90,0.00,0.00,68.53
01/08/15,66.90,0.00,0.00,68.53
01/07/15,66.90,0.00,0.00,68.53
01/06/15,66.90,0.00,0.00,68.53
01/05/15,66.90,0.00,0.00,68.53
01/02/15,66.90,0.00,0.00,68.53
12/31/14,66.90,-0.12,-0.18,68.53
12/30/14,67.02,0.00,0.00,68.83
12/29/14,67.02,0.00,0.00,68.83
12/26/14,67.02,0.00,0.00,68.83
12/24/14,67.02,0.00,0.00,68.83
12/23/14,67.02,0.00,0.00,68.83
12/22/14,67.02,0.00,0.00,68.83
12/19/14,67.02,0.00,0.00,68.83
12/18/14,67.02,0.00,0.00,68.83
12/17/14,67.02,0.00,0.00,68.83
12/16/14,67.02,0.00,0.00,68.83
12/15/14,67.02,0.00,0.00,68.83
12/12/14,67.02,0.00,0.00,68.83
12/11/14,67.02,0.00,0.00,68.83
12/10/14,67.02,0.00,0.00,68.83
12/09/14,67.02,0.00,0.00,68.83
12/08/14,67.02,0.00,0.00,68.83
12/05/14,67.02,0.00,0.00,68.83
12/04/14,67.02,0.00,0.00,68.83
12/03/14,67.02,0.00,0.00,68.83
12/02/14,67.02,0.00,0.00,68.83
12/01/14,67.02,0.00,0.00,68.83
11/28/14,67.02,-1.24,-1.82,68.83
11/26/14,68.26,0.00,0.00,71.96
11/25/14,68.26,0.00,0.00,71.96
11/24/14,68.26,0.00,0.00,71.96
11/21/14,68.26,0.00,0.00,71.96
11/20/14,68.26,0.00,0.00,71.96
11/19/14,68.26,0.00,0.00,71.96
11/18/14,68.26,0.00,0.00,71.96
11/17/14,68.26,0.00,0.00,71.96
11/14/14,68.26,0.00,0.00,71.96
11/13/14,68.26,0.00,0.00,71.96
11/12/14,68.26,0.00,0.00,71.96
11/11/14,68.26,0.00,0.00,71.96
11/10/14,68.26,0.00,0.00,71.96
11/07/14,68.26,0.00,0.00,71.96
11/06/14,68.26,0.00,0.00,71.96
11/05/14,68.26,0.00,0.00,71.96
11/04/14,68.26,0.00,0.00,71.96
11/03/14,68.26,0.00,0.00,71.96
10/31/14,68.26,-2.39,-3.38,71.96
