Date,Price,Change,% Change,Cumulative Change %
12/19/16,0.70,-0.01,-2.07,115.65
12/16/16,0.71,-0.01,-0.88,120.21
12/15/16,0.72,0.00,0.28,122.16
12/14/16,0.71,-0.01,-0.79,121.54
12/13/16,0.72,0.00,0.49,123.31
12/12/16,0.72,0.01,1.26,122.23
12/09/16,0.71,-0.01,-0.87,119.47
12/08/16,0.71,-0.01,-0.96,121.39
12/07/16,0.72,0.00,-0.39,123.53
12/06/16,0.72,0.00,0.11,124.40
12/05/16,0.72,0.00,0.46,124.15
12/02/16,0.72,0.00,0.25,123.12
12/01/16,0.72,-0.01,-0.91,122.57
11/30/16,0.72,0.00,0.11,124.61
11/29/16,0.72,-0.01,-1.21,124.36
11/28/16,0.73,0.01,0.85,127.12
11/25/16,0.73,0.00,-0.59,125.20
11/23/16,0.73,-0.01,-0.87,126.53
11/22/16,0.74,0.00,0.16,128.52
11/21/16,0.74,0.00,0.27,128.15
11/18/16,0.73,0.00,0.03,127.53
11/17/16,0.73,0.01,1.73,127.46
11/16/16,0.72,0.01,2.04,123.59
11/15/16,0.71,0.02,2.60,119.13
11/14/16,0.69,0.00,0.67,113.58
11/11/16,0.68,-0.01,-1.10,112.15
11/10/16,0.69,0.01,1.33,114.51
11/09/16,0.68,0.00,-0.67,111.69
11/08/16,0.69,0.00,0.44,113.11
11/07/16,0.68,0.00,-0.12,112.18
11/04/16,0.69,0.00,0.68,112.43
11/03/16,0.68,-0.01,-0.77,111.00
11/02/16,0.69,0.00,0.59,112.65
11/01/16,0.68,-0.01,-0.96,111.41
10/31/16,0.69,-0.02,-2.77,113.45
10/28/16,0.71,0.01,1.52,119.53
10/27/16,0.70,0.01,0.72,116.24
10/26/16,0.69,0.01,1.12,114.69
10/25/16,0.68,0.00,-0.41,112.31
10/24/16,0.69,0.00,-0.43,113.17
10/21/16,0.69,-0.01,-1.05,114.10
10/20/16,0.70,-0.01,-1.83,116.37
10/19/16,0.71,0.00,-0.07,120.40
10/18/16,0.71,0.00,-0.06,120.55
10/17/16,0.71,0.01,0.88,120.68
10/14/16,0.71,0.01,1.82,118.75
10/13/16,0.69,0.00,0.49,114.85
10/12/16,0.69,0.02,2.73,113.79
10/11/16,0.67,0.00,-0.33,108.12
10/10/16,0.67,0.00,0.25,108.80
10/07/16,0.67,-0.01,-0.77,108.28
10/06/16,0.68,0.00,-0.47,109.89
10/05/16,0.68,-0.02,-2.65,110.88
10/04/16,0.70,0.01,1.67,116.62
10/03/16,0.69,0.00,0.64,113.05
09/30/16,0.68,0.00,0.50,111.69
09/29/16,0.68,0.00,-0.26,110.63
09/28/16,0.68,-0.01,-1.82,111.19
09/27/16,0.69,0.00,0.33,115.10
09/26/16,0.69,0.00,0.12,114.38
09/23/16,0.69,-0.02,-2.94,114.14
09/22/16,0.71,-0.01,-0.89,120.61
09/21/16,0.72,0.01,1.40,122.60
09/20/16,0.71,0.02,2.67,119.53
09/19/16,0.69,0.01,1.83,113.83
09/16/16,0.68,-0.01,-0.94,109.98
09/15/16,0.68,0.00,0.44,111.97
09/14/16,0.68,0.01,1.31,111.04
09/13/16,0.67,0.00,0.34,108.31
09/12/16,0.67,-0.02,-2.77,107.59
09/09/16,0.69,0.00,-0.53,113.52
09/08/16,0.69,0.00,-0.40,114.66
09/07/16,0.70,0.00,0.68,115.53
09/06/16,0.69,0.02,2.30,114.07
09/02/16,0.68,-0.01,-0.74,109.27
09/01/16,0.68,0.03,4.12,110.82
08/31/16,0.65,-0.01,-0.99,102.48
08/30/16,0.66,-0.01,-1.08,104.49
08/29/16,0.67,-0.01,-1.51,106.73
08/26/16,0.68,0.00,-0.06,109.89
08/25/16,0.68,0.00,0.50,110.01
08/24/16,0.67,-0.01,-1.04,108.96
08/23/16,0.68,0.00,0.29,111.16
08/22/16,0.68,0.00,0.52,110.54
08/19/16,0.68,-0.01,-1.36,109.45
08/18/16,0.69,0.00,0.20,112.34
08/17/16,0.68,0.00,0.51,111.90
08/16/16,0.68,0.00,-0.12,110.82
08/15/16,0.68,-0.02,-2.56,111.07
08/12/16,0.70,-0.01,-1.95,116.62
08/11/16,0.71,0.00,0.15,120.92
08/10/16,0.71,-0.02,-2.60,120.58
08/09/16,0.73,-0.03,-3.94,126.47
08/08/16,0.76,-0.01,-0.76,135.77
08/05/16,0.77,0.01,1.03,137.57
08/04/16,0.76,0.02,2.74,135.15
08/03/16,0.74,0.00,0.23,128.89
08/02/16,0.74,-0.01,-0.67,128.36
08/01/16,0.74,0.00,0.01,129.91
07/29/16,0.74,0.01,1.56,129.88
07/28/16,0.73,-0.01,-1.10,126.35
07/27/16,0.74,0.00,0.27,128.86
07/26/16,0.74,0.02,2.09,128.24
07/25/16,0.72,0.00,-0.55,123.56
07/22/16,0.73,0.00,-0.19,124.80
07/21/16,0.73,0.01,0.99,125.23
07/20/16,0.72,-0.01,-1.38,123.03
07/19/16,0.73,-0.01,-0.91,126.16
07/18/16,0.74,0.00,-0.31,128.24
07/15/16,0.74,0.00,0.05,128.95
07/14/16,0.74,0.00,0.60,128.83
07/13/16,0.73,0.02,3.15,127.46
07/12/16,0.71,0.03,4.40,120.52
07/11/16,0.68,0.02,3.37,111.22
07/08/16,0.66,0.02,3.53,104.34
07/07/16,0.64,0.00,-0.17,97.37
07/06/16,0.64,0.00,0.05,97.71
07/05/16,0.64,0.00,0.20,97.61
07/01/16,0.64,0.01,1.27,97.21
06/30/16,0.63,-0.02,-2.60,94.73
06/29/16,0.65,0.00,-0.25,99.94
06/28/16,0.65,0.01,1.86,100.43
06/27/16,0.63,-0.01,-1.58,96.78
06/24/16,0.65,0.00,-0.59,99.94
06/23/16,0.65,0.02,3.08,101.12
06/22/16,0.63,0.00,0.14,95.10
06/21/16,0.63,-0.02,-2.39,94.82
06/20/16,0.64,0.00,-0.28,99.60
06/17/16,0.65,0.01,2.01,100.15
06/16/16,0.63,0.01,1.12,96.22
06/15/16,0.63,0.00,-0.70,94.05
06/14/16,0.63,-0.01,-1.18,95.41
06/13/16,0.64,-0.01,-1.48,97.74
06/10/16,0.65,0.00,-0.32,100.71
06/09/16,0.65,-0.01,-1.25,101.36
06/08/16,0.66,0.00,-0.11,103.91
06/07/16,0.66,0.00,0.46,104.12
06/06/16,0.66,0.02,2.55,103.19
06/03/16,0.64,0.01,1.67,98.14
06/02/16,0.63,0.00,-0.47,94.89
06/01/16,0.63,-0.01,-1.20,95.82
05/31/16,0.64,0.00,-0.53,98.20
05/27/16,0.64,0.00,-0.08,99.26
05/26/16,0.64,0.01,2.27,99.41
05/25/16,0.63,0.00,-0.17,94.98
05/24/16,0.63,0.02,2.54,95.32
05/23/16,0.61,0.00,-0.36,90.48
05/20/16,0.62,0.01,0.98,91.17
05/19/16,0.61,-0.01,-1.58,89.31
05/18/16,0.62,0.00,-0.24,92.34
05/17/16,0.62,0.01,1.98,92.81
05/16/16,0.61,0.00,0.61,89.06
05/13/16,0.61,0.00,-0.18,87.91
05/12/16,0.61,0.00,0.21,88.25
05/11/16,0.61,0.00,-0.49,87.85
05/10/16,0.61,0.00,-0.70,88.78
05/09/16,0.61,0.00,-0.49,90.11
05/06/16,0.62,0.00,0.00,91.04
05/05/16,0.62,-0.01,-0.87,91.04
05/04/16,0.62,-0.01,-1.40,92.72
05/03/16,0.63,-0.01,-2.04,95.44
05/02/16,0.64,0.01,0.94,99.50
04/29/16,0.64,0.00,0.11,97.64
04/28/16,0.64,0.00,-0.59,97.43
04/27/16,0.64,0.01,0.96,98.61
04/26/16,0.63,-0.01,-2.02,96.71
04/25/16,0.65,0.02,2.68,100.77
04/22/16,0.63,0.00,-0.65,95.54
04/21/16,0.63,0.00,-0.49,96.81
04/20/16,0.64,0.01,1.77,97.77
04/19/16,0.63,0.01,0.87,94.33
04/18/16,0.62,0.02,3.53,92.65
04/15/16,0.60,-0.01,-1.01,86.08
04/14/16,0.61,-0.01,-1.61,87.97
04/13/16,0.62,0.00,0.20,91.04
04/12/16,0.62,0.01,1.32,90.67
04/11/16,0.61,0.01,1.07,88.19
04/08/16,0.60,0.01,1.76,86.21
04/07/16,0.59,0.00,0.48,82.98
04/06/16,0.59,0.00,-0.25,82.11
04/05/16,0.59,0.00,-0.10,82.58
04/04/16,0.59,0.00,-0.41,82.77
04/01/16,0.59,0.01,1.30,83.51
03/31/16,0.58,0.01,1.34,81.15
03/30/16,0.58,0.00,0.51,78.77
03/29/16,0.57,0.00,-0.73,77.87
03/28/16,0.58,0.00,0.14,79.17
03/24/16,0.58,-0.01,-1.15,78.92
03/23/16,0.58,0.00,0.03,81.00
03/22/16,0.58,0.00,0.34,80.94
03/21/16,0.58,0.01,1.77,80.32
03/18/16,0.57,-0.01,-2.06,77.19
03/17/16,0.58,0.00,0.07,80.91
03/16/16,0.58,0.00,0.14,80.78
03/15/16,0.58,0.00,-0.09,80.53
03/14/16,0.58,0.01,1.99,80.69
03/11/16,0.57,0.00,0.56,77.15
03/10/16,0.57,0.00,0.42,76.16
03/09/16,0.57,-0.02,-2.78,75.42
03/08/16,0.58,-0.01,-1.21,80.44
03/07/16,0.59,0.00,-0.02,82.64
03/04/16,0.59,0.01,0.87,82.67
03/03/16,0.58,0.00,0.65,81.09
03/02/16,0.58,0.00,-0.36,79.91
03/01/16,0.58,0.00,0.41,80.56
02/29/16,0.58,0.00,0.16,79.82
02/26/16,0.58,0.00,-0.41,79.54
02/25/16,0.58,0.00,0.80,80.29
02/24/16,0.58,0.00,-0.81,78.86
02/23/16,0.58,0.00,0.74,80.32
02/22/16,0.58,-0.02,-3.78,78.98
02/19/16,0.60,0.00,0.17,86.02
02/18/16,0.60,0.00,0.07,85.71
02/17/16,0.60,0.00,0.03,85.59
02/16/16,0.60,0.01,1.61,85.52
02/12/16,0.59,0.00,0.82,82.58
02/11/16,0.58,0.00,-0.78,81.09
02/10/16,0.59,0.00,0.41,82.52
02/09/16,0.59,-0.01,-1.61,81.77
02/08/16,0.60,0.00,-0.62,84.75
02/05/16,0.60,0.00,-0.43,85.90
02/04/16,0.60,-0.02,-2.76,86.70
02/03/16,0.62,0.00,-0.58,92.00
02/02/16,0.62,0.01,0.83,93.12
02/01/16,0.62,0.01,1.08,91.54
01/29/16,0.61,0.00,-0.37,89.49
01/28/16,0.61,0.01,0.82,90.20
01/27/16,0.61,-0.01,-0.90,88.65
01/26/16,0.61,0.00,-0.31,90.36
01/25/16,0.62,-0.01,-1.36,90.95
01/22/16,0.62,0.00,0.58,93.58
01/21/16,0.62,0.00,0.19,92.47
01/20/16,0.62,-0.01,-0.80,92.10
01/19/16,0.62,0.01,1.73,93.65
01/15/16,0.61,0.00,-0.79,90.36
01/14/16,0.62,0.00,-0.39,91.88
01/13/16,0.62,0.01,0.89,92.62
01/12/16,0.62,0.00,0.15,90.92
01/11/16,0.62,0.00,0.16,90.64
01/08/16,0.61,0.00,-0.05,90.33
01/07/16,0.61,-0.01,-0.92,90.42
01/06/16,0.62,-0.01,-1.08,92.19
01/05/16,0.63,0.00,0.11,94.30
01/04/16,0.63,-0.01,-1.06,94.08
12/31/15,0.63,-0.01,-1.08,96.16
12/30/15,0.64,0.00,0.16,98.30
12/29/15,0.64,0.00,-0.16,97.99
12/28/15,0.64,0.00,0.49,98.30
12/24/15,0.64,0.01,1.42,97.33
12/23/15,0.63,0.00,-0.62,94.58
12/22/15,0.63,0.00,-0.25,95.78
12/21/15,0.63,0.00,-0.58,96.28
12/18/15,0.64,0.01,1.11,97.43
12/17/15,0.63,0.00,-0.41,95.26
12/16/15,0.63,0.00,-0.09,96.06
12/15/15,0.63,0.00,-0.11,96.25
12/14/15,0.63,0.00,-0.52,96.47
12/11/15,0.64,0.00,-0.09,97.49
12/10/15,0.64,-0.01,-1.60,97.68
12/09/15,0.65,0.03,4.08,100.90
12/08/15,0.62,0.00,-0.21,93.03
12/07/15,0.62,-0.01,-1.31,93.43
12/04/15,0.63,0.01,2.21,96.00
12/03/15,0.62,0.00,-0.40,91.75
12/02/15,0.62,0.00,-0.14,92.53
12/01/15,0.62,0.01,1.47,92.81
11/30/15,0.61,-0.01,-2.12,90.02
11/27/15,0.63,0.01,1.05,94.14
11/25/15,0.62,0.01,2.28,92.13
11/24/15,0.61,0.00,0.73,87.85
11/23/15,0.60,0.00,0.20,86.48
11/20/15,0.60,-0.02,-2.50,86.11
11/19/15,0.62,0.00,0.10,90.89
11/18/15,0.62,0.00,-0.02,90.70
11/17/15,0.62,0.00,-0.34,90.73
11/16/15,0.62,0.00,0.10,91.38
11/13/15,0.62,0.00,-0.26,91.20
11/12/15,0.62,0.00,-0.55,91.69
11/11/15,0.62,0.00,0.40,92.75
11/10/15,0.62,0.00,0.05,91.97
11/09/15,0.62,0.00,0.39,91.88
11/06/15,0.62,0.00,-0.47,91.13
11/05/15,0.62,0.00,0.02,92.03
11/04/15,0.62,-0.01,-1.01,92.00
11/03/15,0.63,-0.01,-1.14,93.96
11/02/15,0.63,0.00,-0.05,96.19
10/30/15,0.63,0.01,1.60,96.28
10/29/15,0.62,0.00,-0.56,93.18
10/28/15,0.63,0.00,0.53,94.27
10/27/15,0.62,0.00,0.34,93.24
10/26/15,0.62,-0.01,-1.00,92.59
10/23/15,0.63,0.00,0.38,94.54
10/22/15,0.63,-0.02,-2.66,93.80
10/21/15,0.64,0.00,0.71,99.10
10/20/15,0.64,0.01,0.85,97.71
10/19/15,0.63,-0.01,-0.96,96.03
10/16/15,0.64,0.00,0.65,97.92
10/15/15,0.63,0.00,-0.50,96.65
10/14/15,0.64,0.00,-0.16,97.64
10/13/15,0.64,0.02,3.52,97.95
10/12/15,0.62,0.00,0.13,91.23
10/09/15,0.62,0.00,0.00,90.98
10/08/15,0.62,0.00,-0.53,90.98
10/07/15,0.62,0.01,1.31,92.00
10/06/15,0.61,0.00,0.34,89.52
10/05/15,0.61,0.02,2.92,88.87
10/02/15,0.59,0.00,-0.75,83.51
10/01/15,0.60,0.00,0.27,84.90
09/30/15,0.59,-0.01,-0.93,84.41
09/29/15,0.60,0.00,0.42,86.14
09/28/15,0.60,0.00,0.27,85.37
09/25/15,0.60,0.01,1.02,84.87
09/24/15,0.59,0.00,0.58,83.01
09/23/15,0.59,0.00,-0.05,81.96
09/22/15,0.59,-0.01,-1.71,82.05
09/21/15,0.60,0.00,-0.17,85.21
09/18/15,0.60,-0.02,-3.20,85.52
09/17/15,0.62,-0.01,-0.88,91.66
09/16/15,0.62,0.00,-0.70,93.37
09/15/15,0.63,-0.01,-1.09,94.73
09/14/15,0.64,-0.01,-0.90,96.87
09/11/15,0.64,0.01,0.96,98.67
09/10/15,0.63,0.00,0.25,96.78
09/09/15,0.63,0.00,0.05,96.28
09/08/15,0.63,0.00,0.35,96.19
09/04/15,0.63,0.00,-0.08,95.51
09/03/15,0.63,0.00,-0.09,95.66
09/02/15,0.63,0.00,-0.63,95.85
09/01/15,0.64,0.00,-0.25,97.09
08/31/15,0.64,0.00,-0.02,97.58
08/28/15,0.64,0.00,-0.13,97.61
08/27/15,0.64,0.01,2.03,97.86
08/26/15,0.63,-0.01,-1.88,93.92
08/25/15,0.64,-0.01,-1.36,97.64
08/24/15,0.65,-0.03,-4.44,100.37
08/21/15,0.68,0.00,-0.03,109.67
08/20/15,0.68,0.00,0.45,109.73
08/19/15,0.67,-0.01,-0.84,108.80
08/18/15,0.68,0.00,-0.07,110.57
08/17/15,0.68,0.01,1.22,110.73
08/14/15,0.67,0.00,0.01,108.18
08/13/15,0.67,0.01,2.19,108.15
08/12/15,0.66,0.03,4.78,103.69
08/11/15,0.63,0.00,-0.65,94.39
08/10/15,0.63,0.00,0.56,95.66
08/07/15,0.63,-0.01,-1.15,94.58
08/06/15,0.64,-0.01,-1.93,96.84
08/05/15,0.65,0.00,-0.25,100.71
08/04/15,0.65,0.00,-0.69,101.21
08/03/15,0.65,0.01,2.11,102.60
07/31/15,0.64,0.00,0.55,98.42
07/30/15,0.64,0.00,-0.36,97.33
07/29/15,0.64,0.00,-0.76,98.05
07/28/15,0.64,0.00,0.11,99.57
07/27/15,0.64,-0.02,-2.32,99.35
07/24/15,0.66,0.00,-0.12,104.09
07/23/15,0.66,0.00,0.43,104.34
07/22/15,0.66,0.00,0.37,103.47
07/21/15,0.65,0.00,-0.68,102.73
07/20/15,0.66,0.00,-0.03,104.12
07/17/15,0.66,0.01,0.87,104.18
07/16/15,0.65,0.00,-0.03,102.42
07/15/15,0.65,-0.01,-1.28,102.48
07/14/15,0.66,0.00,0.67,105.11
07/13/15,0.66,0.00,0.34,103.75
07/10/15,0.66,0.01,1.05,103.07
07/09/15,0.65,0.00,0.37,100.96
07/08/15,0.65,-0.01,-1.43,100.22
07/07/15,0.66,-0.01,-1.35,103.13
07/06/15,0.66,0.00,0.11,105.92
07/02/15,0.66,0.00,0.41,105.70
07/01/15,0.66,-0.01,-2.10,104.87
06/30/15,0.68,0.01,1.06,109.27
06/29/15,0.67,0.00,-0.54,107.07
06/26/15,0.67,0.02,3.51,108.18
06/25/15,0.65,0.01,1.76,101.12
06/24/15,0.64,0.00,0.28,97.64
06/23/15,0.64,0.00,-0.70,97.09
06/22/15,0.64,0.01,1.12,98.48
06/19/15,0.63,-0.01,-1.19,96.28
06/18/15,0.64,0.00,0.31,98.64
06/17/15,0.64,-0.01,-0.85,98.02
06/16/15,0.64,0.01,1.93,99.72
06/15/15,0.63,-0.01,-1.34,95.94
06/12/15,0.64,0.01,0.85,98.61
06/11/15,0.64,-0.01,-2.10,96.93
06/10/15,0.65,0.00,0.53,101.15
06/09/15,0.65,0.00,-0.39,100.09
06/08/15,0.65,0.01,1.23,100.87
06/05/15,0.64,-0.01,-1.70,98.42
06/04/15,0.65,0.00,-0.18,101.86
06/03/15,0.65,0.02,2.58,102.23
06/02/15,0.64,0.00,-0.24,97.15
06/01/15,0.64,-0.01,-0.93,97.61
05/29/15,0.64,0.00,0.03,99.47
05/28/15,0.64,0.01,2.03,99.41
05/27/15,0.63,0.00,-0.41,95.44
05/26/15,0.63,0.00,0.02,96.25
05/22/15,0.63,0.00,-0.67,96.22
05/21/15,0.64,0.00,-0.65,97.55
05/20/15,0.64,0.00,-0.31,98.85
05/19/15,0.64,-0.01,-0.88,99.47
05/18/15,0.65,-0.02,-2.87,101.24
05/15/15,0.67,0.00,0.47,107.19
05/14/15,0.67,0.01,1.16,106.23
05/13/15,0.66,0.01,1.15,103.87
05/12/15,0.65,0.00,-0.57,101.55
05/11/15,0.65,-0.01,-1.16,102.70
05/08/15,0.66,0.01,0.96,105.08
05/07/15,0.66,-0.01,-0.86,103.13
05/06/15,0.66,-0.01,-1.33,104.90
05/05/15,0.67,0.00,0.12,107.66
05/04/15,0.67,0.00,0.09,107.41
05/01/15,0.67,-0.01,-1.86,107.22
04/30/15,0.68,0.01,1.19,111.16
04/29/15,0.67,0.01,1.05,108.68
04/28/15,0.67,0.00,0.35,106.51
04/27/15,0.66,0.00,-0.17,105.80
04/24/15,0.67,0.02,2.96,106.14
04/23/15,0.65,0.02,3.36,100.22
04/22/15,0.62,0.00,-0.22,93.71
04/21/15,0.63,0.00,-0.65,94.14
04/20/15,0.63,0.00,-0.40,95.41
04/17/15,0.63,-0.01,-1.12,96.19
04/16/15,0.64,-0.01,-0.90,98.42
04/15/15,0.65,0.00,-0.15,100.22
04/14/15,0.65,0.00,-0.68,100.53
04/13/15,0.65,0.00,0.11,101.89
04/10/15,0.65,-0.01,-1.75,101.67
04/09/15,0.66,-0.01,-0.76,105.27
04/08/15,0.67,0.00,0.47,106.85
04/07/15,0.66,0.01,1.65,105.89
04/06/15,0.65,0.02,2.59,102.54
04/02/15,0.64,0.01,1.77,97.43
04/01/15,0.63,-0.01,-0.82,93.99
03/31/15,0.63,0.01,0.93,95.60
03/30/15,0.63,-0.01,-1.62,93.80
03/27/15,0.64,0.00,0.75,96.99
03/26/15,0.63,0.00,-0.13,95.54
03/25/15,0.63,-0.01,-1.17,95.78
03/24/15,0.64,0.00,-0.22,98.11
03/23/15,0.64,0.01,1.96,98.54
03/20/15,0.63,0.00,-0.21,94.73
03/19/15,0.63,0.00,0.75,95.13
03/18/15,0.62,0.02,3.77,93.68
03/17/15,0.60,0.00,-0.46,86.64
03/16/15,0.60,0.00,-0.02,87.51
03/13/15,0.61,-0.01,-1.18,87.54
03/12/15,0.61,0.01,1.48,89.77
03/11/15,0.60,-0.01,-0.89,87.01
03/10/15,0.61,-0.01,-1.70,88.69
03/09/15,0.62,-0.01,-1.64,91.94
03/06/15,0.63,0.00,-0.41,95.13
03/05/15,0.63,0.00,-0.63,95.94
03/04/15,0.64,0.00,-0.19,97.18
03/03/15,0.64,-0.01,-1.39,97.55
03/02/15,0.65,0.00,-0.15,100.34
02/27/15,0.65,0.00,-0.68,100.65
02/26/15,0.65,0.00,-0.53,102.01
02/25/15,0.66,0.01,1.17,103.10
02/24/15,0.65,0.00,0.02,100.74
02/23/15,0.65,0.00,0.12,100.71
02/20/15,0.65,0.00,0.36,100.46
02/19/15,0.64,0.00,-0.28,99.75
02/18/15,0.65,0.01,1.29,100.31
02/17/15,0.64,0.01,1.75,97.77
02/13/15,0.63,0.00,0.35,94.36
02/12/15,0.62,0.00,0.74,93.68
02/11/15,0.62,0.00,-0.78,92.25
02/10/15,0.63,0.00,0.34,93.77
02/09/15,0.62,0.01,1.15,93.12
02/06/15,0.62,0.00,-0.32,90.92
02/05/15,0.62,0.01,0.91,91.54
02/04/15,0.61,0.00,-0.36,89.80
02/03/15,0.61,0.02,2.60,90.48
02/02/15,0.60,0.01,0.89,85.65
01/30/15,0.59,0.00,-0.35,84.00
01/29/15,0.60,0.00,0.22,84.66
01/28/15,0.59,0.01,1.12,84.25
01/27/15,0.59,0.00,0.27,82.21
01/26/15,0.59,0.01,2.30,81.71
01/23/15,0.57,0.00,-0.80,77.62
01/22/15,0.58,0.00,-0.43,79.05
01/21/15,0.58,0.00,0.38,79.82
01/20/15,0.58,-0.01,-2.43,79.14
01/16/15,0.59,0.00,-0.44,83.60
01/15/15,0.59,0.01,0.86,84.41
01/14/15,0.59,-0.01,-1.95,82.83
01/13/15,0.60,0.00,0.70,86.45
01/12/15,0.60,-0.01,-1.70,85.15
01/09/15,0.61,0.00,0.33,88.34
01/08/15,0.61,0.00,0.22,87.72
01/07/15,0.60,0.00,0.38,87.32
01/06/15,0.60,-0.01,-0.84,86.61
01/05/15,0.61,0.01,1.90,88.19
01/02/15,0.60,-0.01,-1.14,84.69
12/31/14,0.60,-0.02,-2.76,86.83
12/30/14,0.62,0.00,-0.05,92.13
12/29/14,0.62,0.00,0.62,92.22
12/26/14,0.62,0.00,-0.24,91.04
12/24/14,0.62,0.00,-0.06,91.51
12/23/14,0.62,0.00,-0.35,91.63
12/22/14,0.62,0.01,1.89,92.31
12/19/14,0.61,0.00,0.12,88.75
12/18/14,0.61,0.00,0.28,88.53
12/17/14,0.61,0.01,1.46,88.00
12/16/14,0.60,-0.01,-1.43,85.31
12/15/14,0.61,0.00,0.18,88.00
12/12/14,0.61,0.00,0.10,87.66
12/11/14,0.60,0.01,1.53,87.48
12/10/14,0.60,0.00,-0.52,84.66
12/09/14,0.60,0.00,-0.55,85.62
12/08/14,0.60,0.00,-0.55,86.64
12/05/14,0.61,-0.01,-1.59,87.66
12/04/14,0.62,0.01,0.84,90.70
12/03/14,0.61,0.00,0.43,89.12
12/02/14,0.61,0.01,0.95,88.31
12/01/14,0.60,-0.01,-1.28,86.55
11/28/14,0.61,0.00,-0.73,88.96
11/26/14,0.61,0.02,2.93,90.36
